English,Yoruba
Would you like to be?,Ó hùn ọ́ láti di ara wa bí?
Acquiring Essential Knowledge,Kíkọ́ Ìmọ̀ tí ó ṣe Pàtàkì
"Today, the CC licenses and public domain tools are used on more than 1.6 billion works, from songs to Youtube videos to scientific research.","Lónìí, àwọn iṣẹ́ tí ó ju ẹgbẹẹgbẹ̀rún-lọ́nà-ẹgbẹ̀rún 1.6, láti orí orin, àwòrán-olóhùn lórí Youtube títí kan ìwádìí ìmọ̀-ìjìnlẹ̀ ni ó ń lo àwọn àṣẹ CC àti ohunèlò àkàtà àṣẹ gbogbo ènìyàn."
"The licenses have helped a global movement come together around openness, collaboration, and shared human creativity.","Àwọn àṣẹ wọ̀nyí ti ṣe àtìlẹ́yìn àgbáríjọpọ̀ àwọn ènìyàn kárí àgbáńlá-ayé tí ó ń fẹ́ ìṣísílẹ̀-gbangba, àjọṣepọ̀, àti àjọpín iṣẹ́-àtinúdá ẹ̀dá-ọmọnìyàn."
"CC the nonprofit organization, once housed within the basement of Stanford Law School, now has a staff working around the world on a host of different projects in various domains.","CC tí í ṣe iléeṣẹ́ àìlérèlórí, tí ó fi ìgbà kan rí fi yàrá abẹ́lẹ̀ Iléèwé Ẹ̀kọ́ Òfin Stanford ṣe ibiṣẹ́, ti ní òṣìṣẹ́ káàkiri Ilé-ayé tí ó ń ṣiṣẹ́ lórí àwọn àkànṣe-iṣẹ́ lóríṣìíríṣìi."
"We’ll take these aspects of Creative Commons—the licenses, the movement, and the organization—and look at each in turn.","A ó yẹ ìrí Creative Commons wọ̀nyí—àwọn àṣẹ, ìgbésẹ̀ àjọ, àti iléeṣẹ́ náà wò —a ó sì gbé ọ̀kọ̀ọ̀kan yẹ̀wò ní ṣísẹ̀ntẹ̀lé."
CC licenses,Àwọn àṣẹ CC
CC legal tools are an alternative for creators who choose to share their works with the public under more permissive terms than the default “all rights reserved” approach under copyright.,Àwọn ohun èlò tí ó bá òfin mu CC jẹ́ ohun tí àwọn oníṣẹ́-ọpọlọ tí ó bá fẹ́ kí iṣẹ́ rẹ̀ ó di lílò lọ́fẹ̀ẹ́ fún gbogbo ènìyàn láì fi ti ọnà-ìmúṣe “gbogbo ẹ̀tọ́ àti àṣẹ lórí iṣẹ́ fún olùpilẹ̀ṣẹ̀” tí ó wà lábẹ́ òfin àṣẹ-ẹ̀dá tí kò fi àyè gba ẹnikẹ́ni láti ṣ’àyọlò iṣẹ́ ẹlòmìíràn.
"The legal tools are integrated into user-generated content platforms like YouTube, Flickr, and Jamendo, and they are used by nonprofit open projects like Wikipedia and OpenStax.","Àwọn ohun èlò ajẹmófin wọ̀nyí ti wà nínú àwọn gbàgede tí ó ní àwọn iṣẹ́ tí òǹṣàmúlò ṣe bíi YouTube, Flickr, àti Jamendo, tí àwọn àkànṣe-iṣẹ́ ìṣísílẹ̀-gbangba tí ò lérè lórí bíi Wikipedia àti OpenStax sì ń lò ó."
"They are used by formal institutions like the Metropolitan Museum of Art and Europeana, and individual creators.","Àwọn ìdásílẹ̀ bí ìṣe bíi Metropolitan Museum of Art àti Europeana, àti àwọn oníṣẹ́-ọpọlọ mìíràn ń lò ó."
"For a creative take on Creative Commons and copyright, listen Won’t Lock It Down, by Jonathan “Song-A-Day” Mann about his choice to use CC licenses for his music.","Fún àlàyé nípa iṣẹ́-àtinúdá ní Creative Commons àti àṣẹ-ẹ̀dá, tẹ́tí sí N kò ní Tì í Pa, láti ọwọ́ Jonathan “Song-A-Day” Mann nípa lílo àwọn àṣẹ CC fún orin rẹ̀."
"In addition to giving creators more choices for how to share their work, CC legal tools serve important policy goals in fields like scholarly publishing and education.","Láfikún fífún àwọn oníṣẹ́-ọpọlọ ní onírúurú ọ̀nà bí wọ́n ti ṣe leè pín iṣẹ́ wọn, àwọn ohun èlò CC tí ó bófin mu ń ṣiṣẹ́ ribiribi níbi ti àkọ́so ètò ìtẹ́jáde iṣẹ́ ajẹmákadá àti ẹ̀kọ́."
"Watch the brief video, Why Open Education Matters, to get a sense for the opportunities Creative Commons licenses create for education.","Wo àwòrán-olóhùn ráńpẹ́, Ìdí tí Ìlànà Ẹ̀kọ́ Ìṣísílẹ̀-gbangba fi Ṣe Kókó, kí o rí àwọn àǹfààní tí ó sojo sínú àwọn àṣẹ tí Creative Commons gbékalẹ̀ fún ètò ẹ̀kọ́."
"Collectively, the legal tools help create a global commons of diverse types of content—from picture storybooks to comics—that is freely available for anyone to use.","Lápapọ̀, àwọn ohun èlò tí ó bá òfin mu wọ̀nyí ń ṣe ìrànwọ́ fún ìṣẹ̀dá onírúurú ohun èlò ìkọ́nilẹ́kọ̀ọ́ tí ó wúlò fún gbogbo ènìyàn—láti orí ìwé-asọ̀tàn aláwòrán títí dé orí ìwé aláwòrán apanilẹ́rìn—tí ó wà ní àrọ́wọ́tó fún ẹnikẹ́ni láti mú lò lọ́fẹ̀ẹ́ lófò."
CC licenses may additionally serve a non-copyright function.,Àwọn àṣẹ CC tún leè wúlò fún ohun tí kò jẹmọ́ àṣẹ-ẹ̀dá.
"In communities of shared practices, the licenses act to signal a set of values and a different way of operating.","Fún àwọn tí ó ń ṣiṣẹ́ irú kan náà, àwọn àṣẹ wọ̀nyí ń lukoro àwọn àkójọ rírì iṣẹ́ àti onírúurú ọ̀nà tí à ń gbà ṣiṣẹ́."
"For some users, this means looking back to the economic model of the commons.","Fún àwọn òǹṣàmúlò mìíràn, èyí túmọ̀ sí wí pé bí a bá bojú wẹ̀yìn ṣe àbẹ̀wó sí àwòṣe ìṣúná commons."
"As economist David Bollier describes it, “a commons arises whenever a given community decides it wishes to manage a resource in a collective manner, with special regard for equitable access, use and sustainability.”","Gẹ́gẹ́ bí onímọ̀ nípa ètò ìṣúná owó David Bollier ṣàpèjúwe rẹ̀, “commons jẹyọ nígbàkúùgbà tí ẹgbẹ́ kan nínú ìlú bá ní ìfẹ́ sí ìṣàkóso ohun àmúlò kan bí iṣẹ́ ní ọ̀nà tí ó bá ti àjọṣepọ̀ mu, pẹ̀lú ìbọ̀wọ̀ fún ìṣòtítọ́ nípa rírí àyè sí iṣẹ́ náà, ìṣàmúlò iṣẹ́ náà àti ìmúró iṣẹ́ náà.”"
Wikipedia is a good example of a commons-based community around CC licensed content.,Wikipedia jẹ́ àpẹẹrẹ kan gbòógì iṣẹ́ tí ó ń lo àwọn àṣẹ CC tí ó dúró fún ẹgbẹ́ àwọn ènìyàn tí ó ní èròǹgbà kan náà.
"For others, the CC legal tools and their buttons express an affinity for a set of core values.","Fún àwọn mìíràn ní tiwọn, àwọn ohunèlò tí ó bófin mu CC àti àwọn àtẹ̀ìpàṣẹ wọn ń sọ ìṣetímọ́tímọ́ àkójọ àwọn rírì tí ó pabanbarì."
"CC buttons have become ubiquitous symbols for sharing, openness, and human collaboration.","Àwọn àtẹ̀ìpàṣẹ CC ti di àmì fún pínpín, ìṣísílẹ̀-ní gbangba fún lílò, àti àjùmọ̀ṣe ẹ̀dá-ọmọ-ènìyàn níbi-gbogbo."
The CC logo and icons are now part of the permanent design collection at The Museum of Modern Art (MoMA) in New York City.,"Àmì-ìdánimọ̀ CC àti àwọn àmì yòókù ti wà láìyẹsẹ̀ nínú Ilé Àkójọpọ̀ Iṣẹ́-ọnà Ìgbàlódé, ìyẹn The Museum of Modern Art (MoMA) ní ìlú New York."
"While there is no single motivation for using CC licenses, there is a basic sense that CC licensing is rooted in a fundamental belief that knowledge and creativity are building blocks of our culture rather than simple commodities from which to extract market value.","Níwọ̀n bí kò ti ṣe sí ìmóríyá kan ṣoṣo fún lílo àwọn àṣẹ CC, oyè kan wá wí pé àṣẹ CC fẹsẹ̀múlẹ̀ nínú ìgbàgbọ́ pàtàkì wí pé ìmọ̀ àti iṣẹ́-àtinúdá jẹ́ ìgbéga àṣà wa bókànràn kí ó jẹ́ ọjà tí ó ń pa owó."
"The licenses reflect a belief that everyone has something to contribute, and that no one can own our shared culture.","Àwọn àṣẹ wọ̀nyí fihàn wí pé olúkúlùkù l’ó ní ohun kan láti fi sílẹ̀, àti wí pé ẹnìkan  kì í jẹ́ àwá dé, kò sí ẹnìkan tí ó leè sọ wí pé òun ni òun ni àṣà àjọni."
"Fundamentally, they reflect a belief in the promise of sharing.","Ní pàtàkì, wọ́n fi ìgbàgbọ́ nínú ìlérí ìpínká hàn."
The Movement,Àjọ Náà
"Since 2001, a global coalition of people has formed around Creative Commons and open licensing.","Láti ọdún 2001, àgbáríjọpọ̀ àwọn ènìyàn ní gbogbo kọ̀ọ̀rọ̀kọ́ọ́rọ́ àgbáńlá ayé ti ń dòyì ká Creative Commons àti àwọn àṣẹ ìṣísílẹ̀-gbangba fún gbogbo ènìyàn láti lò."
"This includes activists working on copyright reform around the globe, policymakers advancing policies mandating open access to publicly funded educational resources, research and data, and creators who share a core set of values.","Ara wọn ni ajàfẹ́tọ̀ọ́-ọmọ-ènìyàn tí ó ń ṣiṣẹ́ lórí àtúnpadàṣe àṣẹ-ẹ̀dá jákèjádò ilé-ayé, awon aṣòfin àkóso ìlú tí ó ń jà fún ìṣísílẹ̀-gbangba àwọn ohun ìkẹ́kọ̀ọ́ tí a fi owó ìlú ṣe àgbékalẹ̀ rẹ̀, ìṣe-ìwádìí àti ìwífún-alálàyé, àti àwọn oníṣẹ́-ọpọlọ tí ó mọ rírì pínpín iṣẹ́ fún ìlò gbogboògbò."
Most of the people and institutions who are part of the CC movement are not formally connected to Creative Commons.,Ọ̀pọ̀lọpọ̀ àwọn ènìyàn àti iléeṣẹ́ tí ó jẹ́ ọ̀kan lára alábàáṣe àjọ CC ni kò bá Creative Commons tan rárá.
"While other custom open copyright licenses have been developed in the past, we recommend using Creative Commons licenses because they are up to date, free-to-use, and have been broadly adopted by governments, institutions and individuals as the global standard for open copyright licenses.","Níwọ̀n bí àwọn àkànṣe àṣẹ-ẹ̀dà ìṣísílẹ̀ gbangba wálíà ti wà tẹ́lẹ̀tẹ́lẹ̀ rí, a rọ ẹnikẹ́ni láti lo àwọn àṣẹ Creative Commons nítorí pé wọ́n bá ìgbà mu, ọ̀fẹ́ ni ìlo wọn, àti pé àwọn àjọ-ọba, iléeṣẹ́ àti ènìyàn gbogbo kárí ayé l’ó tẹ́wọ́ gbà á gẹ́gẹ́ bí àṣẹ-ẹ̀dà ìṣísílẹ̀ gbangba tí ó jẹ́ ojúlówó."
"Creative Commons has a formal CC Global Network, which includes lawyers, activists, scholars, artists, and more, all working on a wide range of projects and issues connected to sharing and collaboration.","Creative Commons ní àjọ àgbáńlá-ayé ìṣe àìgbagbẹ̀fẹ̀ CC Global Network, èyítí ó ní àwọn adájọ́, ajàfẹ́tọ̀ọ́, ọ̀mọ̀wé, òṣéré, olórin, àti àwọn mìíràn, tí gbogbo wọn ń ṣiṣẹ́ lórí àwọn àkànṣe iṣẹ́ tí ó lọ salalu àti lórí àwọn ohun tí ó ṣe pẹ̀kíǹrẹ̀kí pẹ̀lú àjùmọ̀lò àti àjùmọ̀ṣe."
"The CC Global Network has over 500 members, and over 40 Chapters around the world.","Àjọ CC Global Network ní ọmọ-ẹgbẹ́ tí ó tó 500, àti àwọn Ẹ̀ka 40 ní orígun mẹ́rẹ̀ẹ̀rin ilé-ayé."
"The CC Global Network is just one player in the larger open movement, which includes Wikipedians, Mozillians, open access advocates, and many more.","Àjọ CC Global Network náà jẹ́ ọ̀kan nínú ìgbésẹ̀ iṣẹ́ àjùmọ̀ṣe tó fẹjú gbẹ̀gbẹ̀, èyítí àwọn ọmọ-ẹgbẹ́ Wikipedians, Mozillians, àwọn alágbàwí ìṣísílẹ̀-gbangba-wálíà, àti bẹ́ẹ̀ bẹ́ẹ̀ ń bẹ nínú rẹ̀."
The work of the CC Global Network is organized into what we call “Network Platforms;” think of them as working groups.,Iṣẹ́ tí àjọ àgbáńlá-ayé ń ṣe w ani ẹ̀ka-ò-jẹ̀ka tí a pè ní “Àwọn Gbàgede Àjọ;” rò nípa wọn gẹ́gẹ́ bí ẹgbẹ́ tí ó ń ṣiṣẹ́ pọ̀.
Anyone interested in working on a Platform can join and contribute as much or as little time and effort as they choose.,Ẹnikẹ́ni tí ó bá fẹ́ bá Gbàgede kan ṣiṣẹ́ pọ̀ lè darapọ̀ àti kópa tí kò kéré tàbí ṣiṣẹ́ fún ìgbà díẹ̀ bí ó bá ti fẹ́.
"Read more about our Network Platforms to see if there is an area of work that interests you. If interested, please get involved!","Kà síi nípa Àwọn Gbàgede Àjọ kí o rí ibi tí ó hùn ọ́ láti kópa. Bí ó hùn ọ́, jọ̀wọ́ darapọ̀ lọ́wọ́ kan!"
Open source software is cited as the first domain where networked open sharing produced a tangible benefit as a movement that went much further than technology.,Iṣẹ́-àìrídìmú Olórísun Ìṣísílẹ̀-Gbangba Open source software ni àkọ́kọ́ irú àjùmòlò tó so èso rere gẹ́gẹ́ bí i ìgbésẹ̀ àjùmọ̀ṣe tí ó ti sún síwájú rékọjá ìmọ̀-ẹ̀rọ lo.
"The Conversation's Explainer overview of other movements adds other examples, such as Open Innovation in the corporate world, Open Data (see the Open Data Commons) and Crowdsourcing.","Àgbéyẹ̀wò tí Conversation's Explainer ṣe lórí àwọn ìgbésẹ̀ iṣẹ́ àjùmọ̀ṣe mìíràn ṣe àwọn àfikún sí i, gẹ́gẹ́ bíi Ìṣísílẹ̀-gbangba Ìmú-ohun-tuntun-wá nínú àjùmọ̀ṣe, Ìwífún-alálàyé Ìṣísílẹ̀ gbangba (wo Ìwífúnalálàyé Ìṣísílẹ̀-Gbangba Commons) àti Ìfi-èrò-kó-jọ."
"There is also the Open Access movement, which aims to make research widely available, the Open Science movement, and the growing movement around Open Educational Resources.","Bákan náà ni ìgbésẹ̀ iṣẹ́ àjùmọ̀ṣe Ìṣísílẹ̀-gbangba Lọ́fẹ̀ẹ́, èyítí ó ń lépa àti mú kí iṣẹ́-ìwádìí ó wà ní àrọ́wọ́tó, Ìgbésẹ̀ Iṣẹ́ Ìṣísílẹ̀-gbangba Ìmọ̀-Ìjìnlẹ̀, àti ìdàgbàsókè àwọn iṣẹ́ Ohun-àmúlò Ètò-Ẹ̀kọ́ Ìṣísílẹ̀-gbangba."
Creative Commons the Organization,Iléeṣẹ́ Creative Commons náà
A small nonprofit organization stewards the Creative Commons legal tools and helps power the open movement.,Iléeṣẹ́ kékeré àìlérèlórí ni ó ń tukọ̀ àwọn ohun èlò tí ó bófin mu Creative Commons tí ó ṣì jẹ́ àmúṣagbára fún ìgbésẹ̀ iṣẹ́ àjọ náà.
"CC is a distributed organization, with CC staff and contractors working around the world. Contact us here.","CC jẹ́ ilé-iṣẹ́ tí ó tàn kálékáko, pẹ̀lú àwọn òṣìṣẹ́ àti agbaṣẹ́ṣe tí ó ń ṣiṣẹ́ ní orígun mẹ́rẹ̀ẹ̀rin ìsálú ayé. Kàn sí wa níbí."
"Creative Commons staff in September 2017, © Creative Commons, CC BY 4.0.","Àwọn òṣìṣẹ́ Creative Commons nínú oṣù Ọ̀wẹwẹ̀ ọdún 2017, © Creative Commons, CC BY 4.0."
"In 2016, Creative Commons embarked on a new organizational strategy based on building and sustaining a vibrant, usable commons, powered by collaboration and gratitude.","Ní ọdún 2016, Creative Commons bẹ̀rẹ̀ ọgbọ́n-èrò tuntun iléeṣẹ́ tí ó dá fìrìgbagbòó lóríi àgbékalẹ̀ àti ìmúró iṣẹ́ tí ó ṣe é lò, tí ó fi àjùmọ̀ṣe àti ìmoore tisẹ̀."
"This is a shift to focusing not only on the number of works out there under CC licenses and available for reuse, but on the connections and collaborations that happen around that content.","Èyí yàtọ̀ gedegbe sí iye àwọn ọ̀kan-ò-jọ̀kan iṣẹ́ tí ó ní àwọn àṣẹ CC tí ó wà ní àrọ́wọ́tó fún àtúnlò, ṣùgbọ́n lórí ìfarakọ́ra àti ìbáṣepọ̀ iṣẹ́ tí ó ń wá sáyé."
This video introduces the new strategy (optional).,Àwòrán-olóhùn yìí ṣe ìfáárà ọgbọ́n-èrò tuntun náà (aláṣàyàn).
"Guided by that strategy, organizational work loosely falls into two main buckets:","Pẹ̀lú ìtọ́sọ́nà ọgbọ́n-èrò yẹn, iṣẹ́ iléeṣẹ́ wá wà nínú garawa méjì tí ó jẹ́ pọnti:"
"Licenses, Tools and Technology:","Àṣẹ, Àwọn Ohunèlò àti Ìmọ̀-ẹ̀rọ:"
The CC licenses and public domain tools are the core legal tools designed and stewarded by CC.,Àwọn àṣẹ CC náà àti àwọn ohun èlò àkàtà-àṣẹ-gbogbo-ènìyàn jẹ́ ohun-èlò tí ó ṣe kókó tí ó bófin mu tí CC gbéṣe tí ó sì tún ń ṣe àkóso wọn.
"While our licenses have been rigorously vetted by legal experts around the globe, our work is not done.","Níwọ̀n bí àwọn àṣẹ wa ti la àyẹ̀wò àwọn onímọ̀ nípa òfin kárí ayé kọjá, iṣẹ́ wá ti bùṣe."
We are actively working on technical infrastructure designed to make it easier to find and use content in the digital commons.,À ń ṣiṣẹ́ takuntakun lórí ọnà ẹ̀rọ àmúṣẹ́ṣe láti mú àwárí àti ìlò àwọn iṣẹ́ orí ẹ̀rọ-ayárabíàṣá r’ọrùn fún gbogbo mùtúmùwà.
We are also thinking about ways to better adapt all of CC’s legal and technical tools for today’s web.,Ẹ̀wẹ̀wẹ̀ ni à ń ṣe àròjinlẹ̀ nípa àwọn ọ̀nà tí yóò mú gbogbo àwọn ohun èlò àmúṣẹ́ṣe àti ohun-èlò tí ó bófin mu CC báramu fún ibùdó ìtàkùn òde òní.
Supporting the movement:,Ìtìlẹ́yìn fún ìgbésẹ̀ àjọ:
CC works to help people within open movements collaborate on projects and work toward similar goals.,"CC ń ṣiṣẹ́ láti ṣe ìrànwọ́ fún àwọn ènìyàn t’ó mọ rírì ìṣísílẹ̀-gbangba-wálíà iṣẹ́ tí ó fi àyè gba ẹnikẹ́ni láti ṣe ìtúnlò, ṣe àkànṣe iṣẹ́ àjùmọ̀ṣe àti láti lépa kan náà."
"Through CC’s multiple programs, we work directly with our global community—across education, culture, science, copyright reform, government policy, and other sectors—to help train and empower open advocates around the world.","Nípasẹ̀ àwọn ọ̀kẹ̀ àìmọye iṣẹ́ CC, à ń ṣiṣẹ́ tààrà pẹ̀lú àwọn ọmọ-ẹgbẹ́ wa kárí ayé—ní ẹ̀ka ètò ẹ̀kọ́, àṣà, ìmọ̀-ìjìnlẹ̀, àtúnpadàṣe àṣẹ-ẹ̀dá, ìṣàkóso ètò ìjọba, àti àwọn ẹ̀ka tí ó kù—láti kọ́ àti ró àwọn alágbàwí iṣẹ́ ìṣísílẹ̀-gbangba-wálíà kárí orígun mẹ́rẹ̀ẹ̀rin àgbáyé lágbára."
Final remarks,Ọ̀rọ̀ Ìparí
Creative Commons has grown from a law school basement into a global organization with a wide reach and a well known name associated with a core set of shared values.,Creative Commons tí gòkè àgbà láti iléeṣẹ́ tí ó fi yàrá abẹ́lẹ́ ilé ẹ̀kọ́ ìmọ̀-òfin sí iléeṣẹ́ tí àwọn ènìyàn mọ̀ bí ẹní mowó kárí àgbáńlá-ayé gẹ́gẹ́ bí agbódegbà ìwúlò àti iyì àwọn àkójọ ohun-èlò tí ó pọn dandan gbọ̀n fún gbogboògbò.
"It is, at the same time, a set of licenses, a movement, and a nonprofit organization.","Èyí nígbà kan náà, jẹ́ àwọn àkójọ àṣẹ, àjọ àwọn agbégbèésẹ̀ kan náà, àti iléeṣẹ́ àìlérèlórí."
"We hope this unit helped give you a sense for what the organization does and, even more importantly, how you can join us in our work.","A nírètí wí pé ìdá ẹ̀kọ́ yìí fún ọ ní òye nípa ohun tí iléeṣẹ́ náà ń gbéṣe àti, pàápàá jù lọ, bí o ti ṣe lè di ọ̀kan lára àwọn tí ó ń bá wa ṣiṣẹ́."
Additional resources,Àfikún àwọn ohun-àmúlò ẹ̀kọ́
More information about CC history,Ìwífún síwájú sí i nípa ìṣẹ̀lẹ̀-àtẹ̀yìnwá CC
How I Lost the Big One by Lawrence Lessig.,Bí mo ṣe pàdánù Nǹkan Ńlá náà láti ọwọ́ Lawrence Lessig.
Lawrence Lessig describes the details of the Eldred case,Lawrence Lessig ṣàpèjúwe ohun tí ó ṣẹlẹ̀ ní ẹjọ́ Eldred
Excerpt from Free Culture by Lawrence Lessig. CC BY-NC 1.0,Àyọkà láti inú Àṣà Ọ̀fẹ́ láti ọwọ́ Lawrence Lessig. CC BY-NC 1.0
Excerpt that provides more background on the Eldred case,Àyọkà tí ó ṣe ìṣípayá ohun tí ó fa sábàbí ẹjọ́ Eldred
More information about CC and open licensing,Ìwífún síwájú sí i nípa CC àti àwọn àṣẹ ìṣísílẹ̀-gbangba
"Why Open Education Matters, by David Blake @ Degreed. CC BY 3.0","Ìdí tí Ẹ̀kọ́ Ìṣísílẹ̀-gbangba fi Ṣe Kókó, láti ọwọ́ David Blake @ Degreed. CC BY 3.0"
"A brief video that explains how open education is enabled by the internet,  why it is valuable for the global community, and how Creative Commons licenses enable open education","Àwòrán-olóhùn bíntín tí ó ń ṣàlàyé bí ẹ̀kọ́ ìṣísílẹ̀-gbangba yóò ṣe jẹ́ lílò lórí ẹ̀rọ-ayárabíàṣá, ìdí tí ìwúlò rẹ̀ fi pọn dandan gbọ̀n fún gbogbo àgbáyé, àti bí àwọn àṣẹ Creative Commons ṣe ń mú ẹ̀kọ́ ìṣísílẹ̀-gbangba ṣe é ṣe"
"We Copy Like We Breathe, by Cory Doctorow.","À ń ṣe Ẹ̀dà Gẹ́gẹ́ Bí a ti ṣe ń Mí, láti ọwọ́ Cory Doctorow."
A keynote address that explains copying and how the internet has changed the space of copying.,Ọ̀rọ̀-sísọ ti kókó ètò kan tí ó ṣàlàyé ìṣe-ẹ̀dá àti bí ẹ̀rọ-ayélujára ti ṣe mú àyípadà bá bí a ṣe ń ṣe ẹ̀dá.
This frames the need for adequate licensing as we copy and share online,Èyí tọ́ka sí àṣẹ lórí ìṣẹ̀dá àti ìṣàjọpín iṣẹ́ lórí ayélujára ní ọ̀nà tí ó bófin mu.
"We Need to Talk About Sharing, by Ryan Merkley @ Creative Commons. CC BY-SA 3.0","À Ní Láti Sọ̀rọ̀ Nípa Àjọpín, láti ọwọ́ Ryan Merkley @ Creative Commons. CC BY-SA 3.0"
"A brief discussion about the value of sharing, how sharing can improve communities, and how Creative Commons enables sharing","Ìfọ̀rọ̀wọ́rọ̀ bíntín nípa ìwúlò àjọpín, bí àjọpín ṣe lè mú ayé dára sí i, àti bí Creative Commons ṣe ń mú kí àjọpín ó ṣe é ṣe"
More information about the commons,Ìwífún síwájú sí i nípa àjọṣe-gbogbo-ènìyàn
"How Does the Commons Work by The Next System Project, adapted from Commoning as a Transformative Social Paradigm. CC BY 3.0","Báwo ni Àjọṣegbogboènìyàn Ṣe Ń Ṣiṣẹ́ tí ó jẹ́ ti Àkànṣe-iṣẹ́ Ẹ̀tọ́ Tí-ó-kàn, tí a ṣe ìmúyẹ rẹ̀ láti Ìjọṣegbogboènìyàn gẹ́gẹ́ bí Ọ̀nà Ìpawọ́dà Àwùjọ. CC BY 3.0"
"Video explaining how a commons works, adapted from economist David Bollier’s explanation of what a commons is, and threats to the commons.","Àwòrán-olóhùn tí ó ń ṣe àlàyé bí àjọṣegbogboènìyàn ṣe ń ṣiṣẹ́, tí ó jẹ́ ìmúyẹ láti ara àlàyé onímọ̀-ìṣúná David Bollier nípa ohun tí àjọṣegbogboènìyàn jẹ́, àti àwọn ohun tí ó ń fàfàsẹ́yìn fún àjọṣegbogboènìyàn."
The Commons Short and Sweet by David Bollier. CC BY 3.0,Commons Aládùn àti Ní Kúkúrú láti ọwọ́ David Bollier. CC BY 3.0
"A brief blog post explanation of a commons, some problems of a commons, and what enables a commons to occur","Búlọ́ọ̀gù bíntín tí ó ń ṣe àwíye àjọṣegbogboènìyàn, àwọn ìṣòro àjọṣegbogboènìyàn, àti ohun tí ó ń mú àjọṣegbogboènìyàn wáyé"
The Wealth of the Commons: A World Beyond Market and State by David Bollier & Silke Helfrich. CC BY-SA 3.0,Ọrọ̀ Commons Náà: Ilé-ayé Tí Ó Ju Ọjà àti Ìpínlẹ̀ Lọ láti ọwọ́ David Bollier àti Silke Helfrich. CC BY-SA 3.0
"A book that seeks many voices to gather descriptions of what types of resources exist in the commons, geographic circumstances relating to the commons, and the political relevance of the commons","Ìwé tí ó gba ohùn sílẹ̀ lẹ́nu ọ̀pọ̀ ènìyàn ní ìgbésẹ̀ àti kó àlàyé irúfẹ́ àwọn ohun-àmúlò tí ó wà ní àjọṣegbogboènìyàn, bí agbègbè ilé ayé ṣe fa sábàbí àjọṣegbogboènìyàn, àti pàtàkì ètò ìṣèlú àjọṣegbogboènìyàn."
Enclosure Wikipedia Article. CC BY-SA 3.0,Àròkọ Ìmodiká Wikipedia. CC BY-SA 3.0
"An article describing enclosure, which is an issue that presents itself in a commons","Àròkọ tí ó ń ṣe àpèjúwe ìmodiká, tí ó jẹ́ ọ̀rọ̀ àjiyànlélórí tí ó wà nínú àjọṣegbogboènìyàn."
The Political Economy of the Commons by Yochai Benkler. CC BY 3.0,Ètò Ìṣèlú Ìṣúnà Commons láti ọwọ́ Yochai Benkler. CC BY 3.0
A brief article that explains how common infrastructure can sustain the commons,Àròkọ bíntín tí ó ń ṣàlàyé bí ohun amáyédẹrùn ṣe lè ṣe ìmúró àjọṣegbogboènìyàn
The Tragedy of the Commons by Boundless & Lumen Learning,Àjálù Commons Náà láti ọwọ́ Boundless & Lumen Learning
A section of an economics course textbook that explains the economic principles underlying potential threats to the commons,Apá kan nínú ìwé-lílò-ẹ̀kọ́ abala-ẹ̀kọ́ ìmọ̀-ìṣúná tí ó ń ṣàlàyé òfin ìpilẹ̀ ìmọ̀-ìṣúná tí ó tọ́ka sí àwọn ohun tí ó ń fa ìfàsẹ́yìn fún àjọṣegbogboènìyàn
Debunking the Tragedy of the Commons by On the Commons. CC BY-SA 3.0,Ìjárọ́ Àjálù Commons láti ọwọ́ On the Commons. CC BY-SA 3.0
A short article describing how the tragedy of the commons can be overcome,Àròkọ kúkúrú tí ó ń ṣàlàyé bí a ṣe lè borí àjálù àjọṣegbogboènìyàn
Elinor Ostrom’s 8 Principles for Managing a Commons by On the Commons. CC BY-SA 3.0,Òfin ìpilẹ̀ 8 Elinor Ostrom fún Ìṣàkóso Commons kan láti ọwọ́ On the Commons. CC BY-SA 3.0
A short history of economist Elinor Ostrom and the 8 principles for managing a commons that she has established,Ìṣẹ̀lẹ̀-àtẹ̀yìnwá kúkúrú lórí onímọ̀-ìṣúná Elinor Ostrom àti àwọn òfin ìpilẹ̀ 8 fún ìṣàkóso àjọṣegbogboènìyàn kan tí ó ti filélẹ̀
More information about other open movements,Ìwífún sí i nípa àwọn ìgbésẹ̀-iṣẹ́ ìṣísílẹ̀-gbangba-wálíà mìíràn
Free Culture Game by Molle Industria. CC BY-NC-SA 3.0,Iré Àṣà Ọ̀fẹ́ láti ọwọ́ Molle Industria. CC BY-NC-SA 3.0
A game to help understand the concept of free culture,Iré kan tí ó ń múni ní òye nípa èrò àṣà ọ̀fẹ́
Participant Recommended Resources,Àwọn Ohun-àmúlò ti Awon Akópa Filé
CC Certificate participants’ recommended many additional resources through Hypothes.is annotations on the Certificate website.,Àwọn akópa ìwé-ẹ̀rí ẹ̀kọ́ CC ṣàfilé ọ̀pọ̀lọpọ̀ ohun-àmúlò tí ó wà lórí ibùdó-ìtàkùn Ìwé-ẹ̀rí èyí tí ó ti ara àbá-ìpìlẹ̀ jẹyọ.
"While Creative Commons has not vetted these resources, we wanted to highlight participant’s contributions here:","Níwọ̀n bí Creative Commons kò ti ṣe ṣàyẹ̀wò fínnífínní sí àwọn ohun-àmúlò-ẹ̀kọ́ wọ̀nyí, a fẹ́ pe àkíyèsí sí àwọn ìdásí àwọn akópa níbi:"
