,English,Yoruba
182,"Make a list of your adversaries, or those who might want to get ahold of your assets. ","Ṣe àkàsílẹ̀ ọ̀táà rẹ, tàbí àwọn tó máa fẹ́ jí ohun-ìníì rẹ."
183,"Your list may include individuals, a government agency, or corporations.","Àkàsílẹ̀ẹ rẹ lè ní ẹnìkọ̀ọ̀kan, àjọ ìjọba, tàbí àjọ-ìlú."
184,"Depending on who your adversaries are, under some circumstances this list might be something you want to destroy after you’re done threat modeling.","Ó ní íṣe pẹ̀lú ọ̀táà rẹ, nígbà mìíràn àkàsílẹ̀ yìí lè jẹ́ ohun tí ó fé mú ṣe ìparun lẹ́yìn tí o bá ti ṣe àwòṣe ìdẹ́rùbà."
185,How bad are the consequences if I fail?,Báwo ni ìpalára ṣe burú tó bí n bá kùnà?
186,There are many ways that an adversary can threaten your data.,Ọ̀ná pọ̀ tí ọ̀tá lè dẹ́rùba dátà rẹ.
187,"For example, an adversary can read your private communications as they pass through the network, or they can delete or corrupt your data.","Fún àpẹẹrẹ, ọ̀tá lè ka ìtàkùrọ̀sọ ìkọ̀kọ̀ rẹ bí wọ́n bá wà lórí ìṣàsopọ̀, tàbí kí wọ́n pa dátà rẹ tàbí bà á jẹ́."
188,"The motives of adversaries differ widely, as do their attacks.","Ètè ọ̀tá yàtọ̀ síra wọn, bẹ́ẹ̀ náà ni ìdojúkọ wọn."
189,A government trying to prevent the spread of a video showing police violence may be content to simply delete or reduce the availability of that video.,Ìjọba tó ń gbìyànjú láti pa àwòrán fídíò ọlọ́pàá tó ṣìṣe rẹ́ le jẹ ohun láti parun tàbí dín ìṣàbápàdée rẹ̀ kù.
190,"In contrast, a political opponent may wish to gain access to secret content and publish that content without you knowing.","Ìdàkejì, olóṣèlú kejì lè rí ìwífún jí tí yóò sì tẹ̀ ẹ́ jáde, o ò sì ní mọ̀. "
191,Threat modeling involves understanding how bad the consequences could be if an adversary successfully attacks one of your assets.,Àwòṣe ìdẹ́rùbani ní í ṣe pẹ̀lú ìwòye bí ìpalára ṣe lè rí bí ọ̀tá bá yege níbi ìkọlù ohun-ìníì rẹ.
192,"To determine this, you should consider the capability of your adversary.","Láti mọ èyí, o ní láti gbé ipá ọ̀táà rẹ wò."
193,"For example, your mobile phone provider has access to all your phone records and thus has the capability to use that data against you.","Fún àpẹẹrẹ, ilé-iṣẹ́ ẹ̀rọ-ìbánisọ̀rọ̀ọ ní àkọsílẹ̀ gbogbo ìtàkùrọ̀sọọ̀ rẹ ní àrọ́wọ́tó àti pé wọ́n lè lo àkọsílẹ̀ yìí fún iṣẹ́ẹ láabi."
194,A hacker on an open Wi-Fi network can access your unencrypted communications.,Olè orí ẹ̀rọ ayélujára lè fi ìṣàsopọ̀  WiFi ṣíṣísílẹ̀ r’áàyè wọ ìtàkùrọ̀sọọ̀ rẹ tí a kò yí-dátà-padà-sí-odù-ààbò.
195,Your government might have stronger capabilities.,Ìjọbaà rẹ lè ní ààyè tí ó lágbára láti ṣèyí.
196,Write down what your adversary might want to do with your private data.,Kọ ète àti àwọn ohun tí ọ̀táà rẹ lè fẹ́ fi dátà ìkọ̀kọ̀ rẹ ṣe sílẹ̀. 
197,How likely is it that I will need to protect it?,Kí ni atọ́ka wípé n óò ní láti dá ààbò bò ó?
198,Risk is the likelihood that a particular threat against a particular asset will actually occur.,Ewu jẹ́ atọ́ka wípé ìdẹ́rùbà kan ṣì ohun-ìní kan yóò wáyé.
199,It goes hand-in-hand with capability.,Ó bá ìpójú òṣùwọ̀n mu.
200,"While your mobile phone provider has the capability to access all of your data, the risk of them posting your private data online to harm your reputation is low.","Bí ẹ̀rọ-ìbánisọ̀rọ̀ọ alágbèékáà rẹ ṣe pé ojú òṣùwọ̀n tó láti lo dátà rẹ gbogbo, ewu gbígbé dátà ìkọ̀kọ̀ rẹ sí gbangba lórí ayélujára láti ṣàkóbá fún ọ bíntín."
201,It is important to distinguish between threats and risks.,Ó pọn dandan láti ṣe ìyàsọ́tọ̀ láàárín ìdẹ́rùbà àti ewu.
202,"While a threat is a bad thing that can happen, risk is the likelihood that the threat will occur.","Nígbà tí ìdẹ́rùbà jẹ́ nǹkan aburú tí ó lè ṣẹlẹ̀, ewú jẹ́ atọ́ka wípé ìdẹ́rùbà yóò wáyé."
203,"For instance, there is a threat that your building might collapse, but the risk of this happening is far greater in San Francisco (where earthquakes are common) than in Stockholm (where they are not).","Fún àlàyé, ó ní ìdẹ́rùbà wípé iléè rẹ yóò wó lulẹ̀, ṣùgbọ́n ewu yìí pọ̀ ní San Francisco (níbi tí ìṣẹ́lẹ̀ ilẹ mímì ti wọ́pọ̀) ju Stockholm (tí ò sí ìṣẹ́lẹ̀)."
204,Conducting a risk analysis is both a personal and a subjective process; not everyone has the same priorities or views threats in the same way.,Ṣíṣe àyẹ̀wò ewu jẹ́ ìgbésẹ̀ olúkálùkù; gbogbo ènìyàn kọ́ ló ní ìṣáájú kan náà tàbí ìwò ìdẹ́rùbà lójú wò kan náà.
205,"Many people find certain threats unacceptable no matter what the risk, because the mere presence of the threat at any likelihood is not worth the cost. ","Ọ̀pọ̀ ènìyàn kì í gba àwọn ìdẹ́rùbà kan, kò sí bí ewu náà ò báà ṣe rí, nítorí ìwà ìdẹ́rùbà nígbàkugbà kò dára rárá. "
206,"In other cases, people disregard high risks because they don't view the threat as a problem.","Nígbà mìíràn, àwọn èèyàn á máa ṣe àìkàsí ewu ńlá nítorí wọ́n kò rí ìdẹ́rùbà gẹ́gẹ́ bí ìṣòro."
207,"Write down which threats you are going to take seriously, and which may be too rare or too harmless (or too difficult to combat) to worry about.","Kọ ìdẹ́rùbà tí o ní láti mú ní òkúnkúndùn, àti t'ó sunwọ̀n tàbí t'ó léwu tó bẹ́ẹ̀ (tàbí tí ó nira láti kọju) láti yọra ẹni lẹ́nu lé lórí."
208,How much trouble am I willing to go through to try to prevent potential consequences?,Ìyọnu mélòó ni mo lè là kọjá láti máà jẹ́ kí ìpalára ó wáyé?
209,Answering this question requires conducting the risk analysis.,Ìdáhùn sí ìbéèrè yìí nílòo àyẹ̀wò ewu.
210,Not everyone has the same priorities or views threats in the same way.,Gbogbo èèyàn kọ́ ló ní ìṣáájú tàbí ìrí ìdẹ́rùbà lọ́nà kan náà.
211,"For example, an attorney representing a client in a national security case would probably be willing to go to greater lengths to protect communications about that case, such as using encrypted email, than a mother who regularly emails her daughter funny cat videos.","Fún àpẹẹrẹ, aṣojú oníbàárà ní ìgbẹ́jọ́ ààbò ìjọba àpapọ̀ máa fẹ́ ṣe ju bó ṣe yẹ lọ láti dá ààbò bo ìjùmọ̀sọ̀rọ̀  ẹjọ́ náà, nípa lílo ímeelì ìyí-dátà-padà-sí-odù-ààbò, ju ìyá tí ó máa ń fi iṣẹ́-ìjẹ́ ímeelì àwòrán ológbò aláwàdà ránṣẹ́ sí ọmọ rẹ̀ obìnrin ní gbogbo ìgbà."
212,Write down what options you have available to you to help mitigate your unique threats.,Kọ ìyàn tí o ní láti fi gbógunti ìdẹ́rùbà rẹ sílẹ̀.
213,"Note if you have any financial constraints, technical constraints, or social constraints.","Ṣàkíyèsí bí o bá ní ìfàsẹ́yìn owó, ìfàsẹ́yìn ẹ̀rọ, tàbí ìfàsẹ́yìn ìkẹ́gbẹ́."
214,Threat modeling as a regular practice,Ìṣe àwòṣe ìdẹ́rùbà olóòrékóòrè
215,Keep in mind your threat model can change as your situation changes.,Fi sọ́kàn wípé àwòṣe ìdẹ́rùbà lè yí padà nípa ìgbàtàkókò.
216,"Thus, conducting frequent threat modeling assessments is good practice.","Sí bẹ́ẹ̀, ìṣàgbéyẹ̀wò àwòṣe ìdẹ́rùbà lóòrèkóòrè jẹ ìṣe tó dára. "
217,Create your own threat model based on your own unique situation.,Ṣẹ̀dáa àwòṣe ìdẹ́rùbà tìrẹ fún ìrẹ.
218,Then mark your calendar for a date in the future.,Fa ilà sórí kàlẹ́ńdà rẹ fún ọjọ́ iwájú.
219,This will prompt you to review your threat model and check back in to assess whether it’s still relevant to your situation.,Èyí yóò ta ọ́ l'ólobó láti ṣe àtúnyẹ̀wò àwòṣe ìdẹ́rùbàà rẹ àti láti yẹ̀ ẹ́ wò bóyá ó ṣì wúlò fún ọ gẹ́gẹ́ bí òǹlò. 
220,Protecting Yourself on Social Networks,Dídáààbò Araà rẹ lórí Ẹ̀rọ-alátagbà
221,Social networks are among the most popular websites on the Internet.,Ẹ̀rọ-alátagbà jẹ́ ọ̀kan lára ìbùdó-ìtàkùn lórí ẹ̀rọ-ayélujára.
222,"Facebook has over a billion users, and Instagram and Twitter have hundreds of millions of users each.","Facebook ní bílíọ̀nù èèyàn tó ń lò ó, àti Instagram àti Twitter ní ẹgbẹẹgbẹ̀rún mílíọ̀nù èèyàn tó ń lò ó."
223,"Social networks were generally built on the idea of sharing posts, photographs, and personal information.","A gbé ẹ̀rọ-alátagbà kalẹ̀ fún pínpín àyọkà, àwòrán àti ìwífún nípa ara ẹni."
224,Now they have also become forums for organizing and speech.,Ní báyìí ó ti di ibi-ìpéjọ fún ìkójọ àti ọ̀rọ̀.
225,"Thus, the following questions are important to consider when using social networks: How can I interact with these sites while protecting myself?","Báyìí, ìbéèrè wọ̀nyí ṣe kókó bí a bá ń lo ẹ̀rọ-alátagbà: Báwo ni mo ṣe lè lo ẹ̀rọ-alátagbà wọ̀nyí nípasẹ̀ bẹ́ẹ̀ dáàbò araà mi? "
226,My basic privacy?,Ibi-ìkọ̀kọ̀ mi?
227,My identity?,Ìdánimọ̀ọ mi?
228,My contacts and associations?,Ọ̀rẹ́ àti alábàáṣe?
229,What information do I want keep private and who do I want to keep it private from?,Ìwífún wo ni kí n tọ́jú pamọ́ àti pé ta ni kí n tọ́júu rẹ̀ pamọ́ fún?
230,"Depending on your circumstances, you may need to protect yourself against the social network itself, against other users of the site, or both","Ó dá lórí ohun ṣíṣe, ó lè nílò láti dáàbòbo araà rẹ láti de ẹ̀rọ-alátagbà fúnra rẹ̀, òǹlò mìíràn lórí ibùdó náà, tàbí méjèèjì"
231,Tips to Keep in Mind When Creating an Account,Olobó ohun tí ó yẹ kí o kíyèsí bí o bá ń ṣí ìṣàmúlò
232,Do you want to use your real name?,Ǹjẹ́ ìwọ́ fẹ́ lo orúkọ àbísọ rẹ?
233,"Some social media sites have so-called “real name policies,” but these have become more lax over time.","Ibùdó ẹ̀rọ-alátagbà mìíràn ní ""ìlànà orúkọ tòótọ́,"" ṣùgbọ́n èyí kò rí bẹ́ẹ̀ mọ́. "
234,"If you do not want to use your real name when registering for a social media site, do not.","Bí o bá fẹ́ lo orúkọ àbísọ nígbàtí o bá ń forúkọ-sílẹ̀ lórí ẹ̀rọ-alátagbà, máà ṣe bẹ́ẹ̀."
235,"When you register, don't provide more information than is necessary. ","Bí o bá forúkọsílẹ̀, máà fi ìwífún rẹpẹtẹ ju bí ó ṣe yẹ lọ sílẹ̀."
236,"If you are concerned with hiding your identity, use a separate email address and avoid giving your phone number.","Bí o bá ní àníyàn láti fi ìdánimọ̀ọ rẹ pamọ́, kí o lo àdírẹ́ẹ̀sì ímeèlì tó yàtọ̀ àti kí o kọ̀ láti fi ilà ẹ̀rọ-ìbánisọ̀rọ̀ọ rẹ sílẹ̀. "
237,Both of these pieces of information can identify you individually and can link different accounts together.,Ìwífún méjèèjì wọ̀nyí tó fún ìdánimọ̀ olúkúlùkù àti pé ó ṣe é so ìṣàmúlò ọ̀tọ̀ọ̀tọ̀ pọ̀.
238,Be careful when choosing a profile photo or image.,Ṣọ́ra bí o bá ń yan àwòrán ìdánimọ̀.
239,"In addition to metadata that might include the time and place the photo was taken, the image itself can provide some information. ","Pẹ̀lú àfikúnun mẹ́tádatà tí ó ní ìgbà, àkókò àti ibi tí a ti ya àwòrán náà, àwòrán t'òhuntìkararẹ̀ lè sọ ìwífún mìíràn."
240," Before you choose a picture, ask: Was it taken outside your home or workplace?","Kí o tó ó mú àwòrán, ṣe ìbéèrè: Ìta ilé ni a ti yà á ni tàbí ibi-iṣẹ́? "
241,Are any addresses or street signs visible?,Àdírẹ́ẹ̀sì tàbí atọ́ka òpópónà hàn nínúu rẹ̀?
242,Be aware that your IP address may be logged at registration.,Kíyèsíi àdírẹ́ẹ̀sì IP rẹ lè ti wà lákọsílẹ̀ lásìkò ìforúkọsílẹ̀.
243,"Choose a strong password and, if possible, enable two-factor authentication.","Yan ọ̀rọ̀-ìfiwọlé tó lágbára àti, b'ó bá ṣe é ṣe, lo ìfẹ̀rílàdí-ọlọ́nàméjì."
244,Beware of password recovery questions such as “What city were you born in?” or,"Kíyèsára fún ìbéèrè ìgbà-padà ọ̀rọ̀-ìfiwọlé gẹ́gẹ́ bíi ""Ìlú wo ni a ti bí ọ?"" tàbí "
245,“What is the name of your pet?”,"""Kí ni orúkọ ẹranko-àyànfẹ́ẹ̀ rẹ?"""
246,because their answers can be mined from your social media details.,nítorí ìdáhùn lè jẹyọ láti inú àkọsílẹ̀ lórí ẹ̀rọ-alátagbàa rẹ.
247,You may want to choose password recovery answers that are false.,Ó lè hùn ọ́ kí o yan ìbéèrè ìgbà-padà ìṣàmúlò tí kì í ṣe òótọ́.
248,"One good way to remember the answers to password recovery questions, should you choose to use false answers for added security, is to note your chosen answers in a password manager.","Ọ̀nà kan tí a lè fi rántí ìdáhùn sí ìbéèrè ìgbà-padà ìṣàmúlò, bí o bá yàn láti lo ìdáhùn tí ò jẹ́ òótọ́ fún àfikún ààbò, kọ ìdáhùn sí ìbéèrè pamọ́ sínúu alábòójútó ọ̀rọ̀-ìfiwọlé."
249,Check the Social Media Site's Privacy Policy,Yẹ Òfin Ìlànà Ibi-ìkọ̀kọ̀ Ẹ̀rọ-alátagbà wò
250,"Information stored by third parties is subject to their own policies and may be used for commercial purposes or shared with other companies, like marketing firms.","Ìwífún tí ẹnìkẹ́ta kó pamọ́ jẹ́ fún lílòo rẹ àti pé ó lè lò ó fún ti òwò tàbí kí o pín-in fún ilé-iṣẹ́ mìíràn, bíi ilé-iṣẹ́ ìpòlówó ọjà."
251,"While reading privacy policies is a near-impossible task, you may want to read the sections that describe how your data is used, when it is shared with other parties, and how the service responds to law enforcement requests.","Níwọ̀n bí kíka ìlànà ibi-ìkọ̀kọ̀ jẹ́ iṣẹ́ tí ò fi bẹ́ẹ̀ ṣe é ṣe, ó lè fẹ́ ka abala tí ó ṣàlàyé bí a ó ṣe lo àkọsílẹ̀ rẹ, ìgbà tí a pín-in fún ẹlòmíràn, àti bí iṣẹ́ náà ṣe dáhun sí ìbéèrè agbófinró. "
252,"Social networking sites are usually for-profit businesses and often collect sensitive information beyond what you explicitly provide—where you are, what interests and advertisements you react to, what other sites you've visited (e.g. through “Like” buttons).","Èrè-jíjẹ fún okòwò ni ẹ̀rọ-alátagbà jẹ́ àti pé ó máa ń gba ìwífún bònkẹ́lẹ́ ju ohun tí a fi sílẹ̀ lọ - ibi tí o wà, ohun tí ó kan 'ni àti ìpolówó tí a fèsì fún, ibùdó tí o ti wọ̀ rí (fún àpẹẹrẹ nípasẹ̀ẹ títẹ ""Fẹ́ràn"")."
253,Consider blocking third-party cookies and using tracker-blocking browser extensions to make sure extraneous information isn't being passively transmitted to third parties.,Gbèròo dídígàgà kúkíìsì ẹnìkẹ́ta àti lílo ìtànká alépa-adígàgá asàwáríkiri fún àrídájú wípé ìwífún tí ò wúlò ò bọ́ s'ọ́wọ́ ẹnìkẹ́ta.
254,Change Your Privacy Settings,Ṣàtúnṣe Ìṣètò Ibi-ìkọ̀kọ̀ Rẹ
255,"Specifically, change the default settings.","Nípa ti bẹ́ẹ̀, ṣàtúnṣe sí ààtòàbáwá tí a ti ṣe sílẹ̀."
256,"For example, do you want to share your posts with the public, or only with a specific group of people?","Fún àpẹẹrẹ, o fẹ́ pín àtẹ̀jáde sígboro fún gbogbo ènìyàn, tàbí fún ẹgbẹ́ kan?"
257,Should people be able to find you using your email address or phone number?,Ṣe àwọn èèyàn lè ṣàwáríì rẹ bí wọ́n bá lo ímaalì tàbí ilà ẹ̀rọ-ìbánisọ̀rọ̀ọ rẹ?
258,Do you want your location shared automatically?,Ǹjẹ́ o fẹ́ kí ibi tí o wà jẹ́ pínpínká fúnra rẹ̀? 
259,"Even though every social media platform has its own unique settings, you can find some patterns.","Bótilẹ̀jẹ́pé ẹ̀rọ-alátagbà ni ìṣètò tìrẹ, o lè rí àwòṣe."
260,Privacy settings tend to answer the question: “Who can see what?”,"Ìṣètò Ibi-ìkọ̀kọ̀ ń bẹ láti dáhùn ìbéèrè: ""Ta ló lè rí ọ?"""
261,"Here you’ll probably find settings concerning audience defaults (“public,” “friends of friends,” “friends only,” etc.), location, photos, contact information, tagging, and if/how people can find your profile in searches.","Níbí lo ti ṣe é ṣe kí o rí ààtò tí ó ní í ṣe pẹ̀lú ààtò àbáwá (""gbogboògbò,"" ""ọ̀rẹ́ ọ̀rẹ́,"" ""ọ̀rẹ́ nìkan,"" abbl), ibi tí o wà, àwòrán, bí a ṣe lè kàn sí 'ni, ìsomọ́, àti bí àwọn ènìyàn ṣe lè ṣàwáríì rẹ bí wọ́n bá ń ṣe ìṣàwárí."
262,"Security (sometimes called “safety”) settings will probably have more to do with blocking/muting other accounts, and if/how you want to be notified if there is an unauthorized attempt to authorize your account.","Ààtò ìdáààbòbò (tí a ń pè ní ""ààbò"") níṣẹ́ púpọ̀ láti ṣe pẹ̀lú ìdígàgá/ìpohùnmọ́ ìṣàmúlò mìíràn lẹ́nu, àti bí o ṣe fẹ́ máa gba ìfihàn bí ẹni tí ó láṣẹ láti fàṣẹ fún ìṣàmúlò rẹ bá fẹ́ pàṣẹ fún un."
263,"Sometimes, you’ll find login settings—like two-factor authentication and a backup email/phone number—in this section. ","Ìgbà míìn, o 'óò rí ààtò ìwọlé - bíi ìfèrílàdí-ọlọ́nàméjì àti àkópamọ́ ímeèlì/ilà ẹ̀rọ-ìbánisọ̀rọ̀ọ - nínú abala yìí."
264,"Other times, these login settings will be in an account settings or login settings section, along with options to change your password.","Nígbà mìíràn ẹ̀wẹ̀, ààtò ìwọlé wọ̀nyí yóò wà nínú ààtò ìṣàmúlò tàbí abala ààtò ìwọlé, pẹ̀lú ìyàn ìyípadà ọ̀rọ̀-ìfiwọlé."
265,Take advantage of security and privacy “check-ups.”,Jẹ ànfàání “àyẹ̀wò” ìdáààbòbò àti ibi-ìkọ̀kọ̀. 
266,"Facebook, Google, and other major websites offer “security check-up” features.","Facebook, Google, àti ibùdó-ìtàkùn mìíràn bẹ́ẹ̀ ní àfifún ""àyẹ̀wò ìdáààbòbò""."
267,These tutorial-style guides walk you through common privacy and security settings in plain language and are an excellent feature for users.,Ẹ̀kọ́ amọ̀nà wọ̀nyí á fi ibi-ìkọ̀kọ̀ àti ààtò ìdáààbòbò tí ó wọ́pọ̀ nínú èdè geere àti pé ó jẹ́ ìwò-ojú tí ó dára jù fún òǹlò.
268,"Finally, remember that privacy settings are subject to change. ","Níparí, ṣèrántí wípé ibi-ìkọ̀kọ̀ lè yí padà."
269,"Sometimes, these privacy settings get stronger and more granular; sometimes not.","Nígbà mìíràn, ààtò ibi-ìkọ̀kọ̀ ń l'ágbára sí i, ó sì wà ní èérún; kò rí bẹ́ẹ̀ nígbà mìíràn ẹ̀wẹ̀wẹ̀."
270,"Pay attention to these changes closely to see if any information that was once private will be shared, or if any additional settings will allow you to take more control of your privacy.","Se àkíyèsí àwọn àyípadà wọ̀nyí fínnífínní láti rí i bóyá ìwífún tí ó ti wà ní ibi-ìkọ̀kọ̀ rí yóò di pínpín, tàbí bí àfikún ààtò yóò fún ọ láàyè láti ṣe àkóso ibi-ìkọ̀kọ̀ rẹ."
271,Keep Separate Profiles Separate,Tọ́jú Ìdánimọ̀ ìṣàmúlò lọ́tọ̀ọ̀tọ̀
272,"For a lot of us, it’s critical to keep different account’s identities separate.","Fún ọ̀pọ̀ ènìyàn, ó pọn dandan láti ya ìṣàmúlò s'ọ́tọ̀ọ̀tọ̀."
273,"This can apply to dating websites, professional profiles, anonymous accounts, and accounts in various communities.","Èyí ní í ṣe pẹ̀lú ibùdó-ìtàkùn fún ẹni-tó-ń-wá-ọkọ-wá-aya, ìṣàmúlò onímọ̀, ìṣàmúlò àìlórúkọ, àti ìṣàmúlò ní onírúurú ìlú orí ayélujára."
274,Phone numbers and photos are two types of information to keep an eye on.,Ilà ẹ̀rọ-ìbánisọ̀rọ̀ọ àti àwòrán jẹ́ méjì ń'nú ìwífún tí ó yẹ kí a fojú sí.
275,"Photos, in particular, can sneakily link accounts you intend to keep separate.","Àwòrán, ní pàtàkì, lè yọ́ mínrín so ìṣàmúlò tí o fẹ́ jẹ́ ó dá wà pọ̀."
276,This is a surprisingly common issue with dating sites and professional profiles.,Èyí wọ́pọ̀ ní ibùdó ẹni-tó-ń-wá-ọkọ-wá-aya àti àkáùntì onímọ̀.
277,"If you want to maintain your anonymity or keep a certain account’s identity separate from others, use a photo or image that you don’t use anywhere else online.","Bí o bá fẹ́ fi ojú pamọ́ tàbí tọ́jú ìṣàmúlò kan pamọ́ fún òmíràn, lo àwòrán tí o kò lò rí níbòmìíràn lórí ayélujára."
278,"To check, you can use Google’s reverse image search function.","Fún àyẹ̀wò, o lè lo aṣàwárí ìyípadà àwòrán-an Google."
279,Other potentially linking variables to watch out for include your name (even nicknames) and your email.,Alásopọ̀ mìíràn tó lágbára tí ó yẹ kí a f'ojú sílẹ̀ fún ni orúkọọ̀ rẹ (pàápàá orúkọ ìnagijẹ) àti ímeèlì rẹ.
280,"If you discover that one of these pieces of information is in a place you didn’t expect, don’t get scared or panic.","Bí o bá ṣàkíyèsí wípé ọ̀kan nínú ìwífún-ùn rẹ ń bẹ níbi tí o kò lérò, máà fòyà."
281,"Instead, think in baby steps: instead of trying to wipe all information about you off the entire Internet, just focus on specific pieces of information, where they are, and what you can do about them.","Dípò ìfòyà, ronú bí i ọmọ-ìkókó: kàkà kí o pa gbogbo ìwífún-ùn rẹ rẹ́ lórí ayélujára, kàn f'ojú sí ìwífún kéékèèké kan, ibi tí wọ́n wà, àti ohun tí o lè ṣe nípa wọn."
282,Familiarize Yourself With Facebook Groups Settings,Mọ àpadé-àti-àludé Ààtò Ẹgbẹ́ oríi Facebook
283,"Facebook groups are increasingly places for social action, advocacy, and other potentially sensitive activities, and group settings can be confusing. ","Ẹgbẹ́ oríi Facebook ń mú ibi ìkẹ́gbẹ́, ìgbàwí àti àwọn ohun tí ó lágbára àti ààtò ẹgbẹ́ lè rí rúdurùdu."
284,"Learn more about group settings and if participants are interested in learning more about group settings, work with them to keep your Facebook groups private and secure.","Kọ́ ìmọ̀ kún ìmọ̀ nípa ààtò ẹgbẹ́ àti bóyá akópa nífẹ̀ẹ́ sí kíkọ́ ìmọ̀ kún ìmọ̀ nípa ààtò ẹgbẹ́, ṣiṣẹ́ pẹ̀lúu wọn láti mú kí ẹgbẹ́ Facebook jẹ́ ohun ìkọ̀kọ̀ àti ààbò."
285,Privacy Is A Team Sport,Eré-ìdárayá alájùmọ̀ṣe ni ibi-ìkọ̀kọ̀ 
286,Don’t just change your own social media settings and behavior.,Máà kàn ṣáà yí ààtò àti ìhùwàsí ẹ̀rọ-alátagbàa rẹ padà.
287,Take the additional step of talking with your friends about the potentially sensitive data you reveal about each other online.,"Tẹ̀síwájú kí o sọ fún àwọn ọ̀rẹ́ẹ̀ rẹ, aburú tó ń bẹ nínú kí a máa gbé nípa ara ẹni sórí ayélujára."
288,"Even if you don’t have a social media account, or even if you untag yourself from posts, friends can still unintentionally identify you, report your location, and make their connections to you public.","Kódà bí o kò bá ní ìṣàmúlò ẹ̀rọ-alátagbà, tàbí bí o bá yọ araà rẹ ń'nú táàgì tí a fi kó ọ pọ̀ mọ́ àtẹ̀jáde, ọ̀rẹ́ ṣì lè ṣèṣì dá ọ mọ̀, jẹ́ kí ibi tí o wà di mímọ̀, kí ìsomọ́ọ̀ rẹ pẹ̀lú wọn ó jẹ́ ojútáyé. "
289,"Protecting privacy means not only taking care of ourselves, but also taking care of each other.","Kì í ṣe dídáààbò ibi-ìkọ̀kọ̀ nìkan ni ìtọ́jú ara ẹni, àmọ́ títọ́júu àwa-ara-wa. "
290,Want a security starter pack?,O nílò ohun-ìmọ̀ ìdáààbò àkọ́bẹ̀rẹ̀?
291,1.Choosing Your Tools,1.Yíyan irinṣẹ́ẹ̀ rẹ
292,2.Protecting Yourself on Social Networks,2.Dídáààbò araà rẹ lóríi ẹ̀rọ-alátagbà
293,3.Assessing Your Risks,3.Dídíyelé ewuù rẹ
294,4.Communicating with Others,4.Jùmọ̀ pẹ̀lú àwọn elòmíràn
295,5.Creating Strong Passwords,5.Ṣe páswọọdù t’ó lágbára.
296,6.Keeping Your Data Safe,6.Fífi ìwífún-ùn rẹ pamọ́
297,7.What Is Encryption?,7.Kí ni Encryption?
298,Choosing Your Tools,Yíyan Irinṣẹ́ẹ̀ Rẹ
299,"With so many companies and websites offering tools geared towards helping individuals improve their own digital security, how do you choose the tools that are right for you?","Pẹ̀lú ọ̀pọ̀ ilé-iṣẹ́ àti ibùdó-ìtàkùn tí ó ní irinṣẹ́ fún mímú ààbò ẹ̀rọ ayélujára rọrùn, báwo ni ó ṣe yan irinṣẹ́ tó dára fún ọ?"
300,We don’t have a foolproof list of tools that can defend you (though you can see some common choices in our Tool Guides).,A kọ́ ní òǹkà irinṣẹ́ tó jọjú ń gbèsè tí ó lè dá ààbò bò ọ́ (bí ó tilẹ̀ jẹ́ pé o lè rí àwọn àṣàyàn tó wọ́pọ̀ nínú ìtọ́nà irinṣẹ́ wa).
301,"But if you have a good idea of what you are trying to protect, and who you are trying to protect it from, this guide can help you choose the appropriate tools using some basic guidelines.","Ṣùgbọ́n bí o bá ní iyè rere ohun tí ò ń gbìdánwò láti fi ààbò bò, àti ẹni tí ò ń gbìdánwò ṣe ìdáààbòbò fún, ìtọ̀nà yìí lè ràn ọ́ lọ́wọ́ láti yan irinṣẹ́ tí a yà sọ́tọ̀ nípa lílo àwọn ìtọ́nà kan."
302,"Remember, security isn't about the tools you use or the software you download.","Rántí, ààbò kì í ṣe nípa ti irinṣẹ́ tí o lò tàbí iṣẹ́-àìrídìmú tí o gbà sílẹ̀."
303,It begins with understanding the unique threats you face and how you can counter those threats.,Ó bẹ̀rẹ̀ pẹ̀lú níní òye ìdẹ́rùbà tí ò ń kojú àti bí o ṣe lè lòdì sí ìdẹ́rùbà wọ̀nyẹn.
304,Check out our Assessing your Risks guide for more information.,Yẹ Ṣíṣe Ìdíyelé Ewuù Rẹ Wò tiwa fún àlàyé lẹ́kùnúnrẹ́rẹ́.
305,"Security is a Process, not a Purchase","Ìgbésẹ̀ ni ààbò, kì í ṣe ohun tí a rà"
306,The first thing to remember before changing the software you use or buying new tools is that no tool or piece of software will give you absolute protection from surveillance in all circumstances.,Ohun àkọ́kọ́ tí ó yẹ k'á rántí kí a tó pààrọ̀ iṣẹ́-àìrídìmú tí ò ń lò tàbí ríra irinṣẹ́ tuntun ni pé kò sí irinṣẹ́ tàbí iṣẹ́-àìrídìmú tí yóò fún ọ láàbò pátápátá.
307,"Therefore, it’s important to think about your digital security practices holistically.","Nítorí bẹ́ẹ̀, ó ṣe pàtàkì láti wòye nípa ìwà ààbò ẹ̀rọ ayélujára porongodo."
308,"For example, if you use secure tools on your phone, but don’t put a password on your computer, the tools on your phone might not help you much.","Fún àpẹẹrẹ, bí o bá fẹ́ ẹ́ lo irinṣẹ́ ààbò lórí ẹ̀rọ-alágbèékáà rẹ, síbẹ̀ máà fi ọ̀rọ̀-ìfiwọlé sórí ẹ̀rọ-ayárabíàṣáà rẹ, irinṣẹ́ orí ẹ̀rọ ìbánisọ̀rọ̀ rẹ lè máà ràn ọ́ lọ́wọ́ tó bẹ́ẹ̀."
