,English,Yoruba
374,Fire burns and the wall does not run from it; now it moves threateningly towards water.,"Iná ń jó ògiri ò sá, ó wá ń gbá gẹẹrẹ gẹẹrẹ sómi."
375,An unpleasant inside is what a venerable elder should have; a venerable elder should not have an unpleasant mien.,"Inú burúkú làgbà ń ní, àgbà kì í ní ojú burúkú."
376,"The wound left by a cutlass may heal, but the wound left by speech does not heal.",Ipa ọgbẹ́ ní ń sàn; ipa ohùn kì í sàn.
377,One sees only other peoples' occiputs; only others can see one's own.,Ìpàkọ́ onípàkọ́ là ń rí; eniẹlẹ́ni ní ń rí tẹni.
378,The eyelashes do not make dew; a venerable old beard does not behave like an ingenue.,Ìpéǹpéjú ò ní enini; àgbàlagbà irùngbọ̀n ò ṣe òlòó.
379,There is no cheating in photography; it is just as you sit that you will find your image.,Ìrẹ́jẹ ò sí nínúu fọ́tò; bí o bá ṣe jókòó ni o ó bá araà rẹ.
380,The likeness of a particular type of cloth is not lacking among those in fashion.,Irú aṣọ ò tán nínu àṣà.
381,The likeness of an elephant is not scarce in Alọ.,Irú erin ò tán ní Àlọ́.
382,"The horse-tail whisk does not shun Ifá; high-fashion maiden, pause awhile and give me a greeting.","Ìrùkẹ̀rẹ̀ kì í yan Ifá lódì; oge, dúró o kí mi."
383,The fugitive does not stop to pull a thorn “from his/her feet”; the fugitive does not stop to clear dinner dishes.,Ìsáǹsá ò yọ ẹ̀gún; ìsáǹsá kì í káwo ọbẹ̀.
384,"Destitution does not attach to one at a particular place; suffering does not attack a person at a particular place; if one walks like a wretch into a town, if one looks like a loser when one enters a town, it is with a miserable calabash that the people will offer one water to drink.","Ìṣẹ̀ ò ti ibìkan mú ẹni; ìyà ò tibìkan jẹ èèyàn; bí o bá rìnrìn òṣì, bí o bá ojú ìṣẹ́ wọ̀lú, igbákúgbá ni wọn ó fi bu omi fún ẹ mu."
385,A vine as thick as a palm-tree trunk will not stop an elephant; whatever vine attempts to stop an elephant from going to Alọ will go with the elephant instead.,"Ìtàkùn tó tó ọ̀pẹ kò tó pé kérin má lọ; ìtàkùn tó pé kérin má lọ Àlọ́, tòun terin ní ń lọ."
386,Character is always remarkable (or good) in the opinion of its owner.,Ìwà ní ń jọ oníwà lójú.
387,A pawned person always dances with a pawned person.,Ìwọ̀fà ní ń mú ìwọ̀fà jó.
388,The measure of the rat is the measure of the nest; a robin does not live on a cushion.,Ìwọ̀n eku nìwọ̀n ìtẹ́; olongo kì í gbé tìmùtìmù.
389,Trading insults brings ruin to an elder's home.,Ìwọ̀sí ní í ba ilé àgbà jẹ́.
390,The wife who whips a relative of her husband is asking for stern rebuke.,"Ìyàwó tó na ọmọ ọbàkan, ọ̀rọ̀ ló fẹ́ gbọ́."
391,Sedately is the way an elderly masquerader dances.,Jẹ́jẹ́ leégún àgbà ń jó.
392,"The jòkùmọ̀ plant looks like the indigo plant; it is the indigo dye, though, we have use for.","Jòkùmọ̀ọ́ ṣe bí ẹ̀lú, aró la bẹ̀ lọ́wẹ̀."
393,To see a person in the streets is not the same as going home with the person.,Ká ríni lóde ò dàbíi ká báni délé.
394,Having people to advise one is nothing like knowing how to take advice.,Ká ríni sọ̀rọ̀ fúnni ò dàbíi ká sọ̀rọ̀ fúnni ká gbà.
395,If one is spoken to one should listen; if one is advised one should heed the advice; one should seek direction from straggling wayfarers in order than one's life might be pleasant.,Ká wí fún ẹni ká gbọ́; ká sọ̀rọ̀ fúnni ká gbà; kà bèrè ọnà lọ́wọ́ èrò tó kù lẹ́yìn kàyè baà lè yẹni.
396,If one is spoken to one should listen; if one is advised one should accept the advice; refusal to listen to speech and refusal to accept advice leads to using the calabash of deprivation as a drinking cup.,"Ká wí fúnni ká gbọ́; ká sọ̀rọ̀ fúnni ká gbà; à-wí-ìgbọ́, à-gbọ́-ìgbà ní ń fi igbá àdánù bu omi mu."
397,To heed advice is what best becomes a human being.,Ká wí ká gbà ló yẹ ọmọ èèyàn.
398,"Whether one speaks twenty times or speaks thirty times, “I do not like it, and I will not accept it” is how the imbecile ends the discussion.","Ká wí ogún, ká wí ọgbọ̀n, “N ò fẹ́, n ò gbà” laṣiwèré fi ń pẹ̀kun ọ̀ràn."
399,"Rather than prostrate oneself in homage or obeisance to a Hausa person, one should rather die.","Kàkà ká dọ̀bálẹ̀ fún Gàm̀bàrí, ká rọ́jú ká kú."
400,"Rather than cry out, the ram will die.","Kàkà kí àgbò ké, àgbò a kú."
401,"Rather than the father carrying the son's cutlass home from the farm, each will carry his own.","Kàkà kí bàbá ran ọmọ ní àdá bọ oko, oníkálukú a gbé tiẹ̀."
402,"Rather than bend backwards, the crab's claws will break.","Kàkà kí iga akàn ó padà sẹyìn, a kán."
403,"Rather than the lion serving as carrier for the leopard, each will hunt separately.","Kàkà kí kìnìún ṣe akápò ẹkùn, ọlọ́dẹ a mú ọdẹ ẹ̀ ṣe."
404,The toad is only slightly taller than the earth.,Kékeré lọ̀pọ̀lọ́ fi ga ju ilẹ̀ lọ.
405,Let the slave know him/herself as a slave; let the pawn know him/herself as a pawn; let the well born person know him/herself as the child of God.,Kí ẹrú mọ ara ẹ̀ lẹ́rú; kí ìwọ̀fà mọ ara ẹ̀ níwọ̀fà; kí ọmọlúwàbí mọ ara ẹ̀ lẹ́rú Ọlọ́run ọba.
406,Responsibility does not devolve on the father only for him to say it is his son's duty.,Kì í dọwọ́ọ baba kó ló di ọwọ́ ọmọ.
407,What is the point of bragging on account of an ass which when one rides on it one's feet drag on the ground?,Kí ni àǹfàní kẹ̀tẹ̀kẹ̀tẹ̀ lára kẹ́tẹ́kẹ́tẹ́ à-gùn-fẹsẹ̀-wọ́lẹ̀?
408,What does a bald man want in the stall of the barber?,Kí ni apárí ń wá ní ìsọ̀ onígbàjámọ̀?
409,What did Dáàró own before he claimed he was robbed?,Kí ni Dáàró ní kó tó sọ pé olèé kó òun?
410,What is it that the seller of gbégbé leaves has to sell that she complains that the market is slow?,Kí ni eléwée gbégbé ń tà tí ó ń sọ pé ọjà ò tà?
411,What would take the vulture to the stall of the hair dresser?,Kí ni ìbá mú igún dé ọ̀dọ̀ọ onídìrí?
412,"What has the bachelor to feel superior about, such that while he is roasting yams he is whistling the song, “What one does fills them with jealousy”?",Kí ni ó yá àpọ́n lórí tó fiṣu síná tó ń súfèé pé “bí a ti ń ṣe ni inú ń bí wọn”?
413,What is the calabash owner doing that the china plate owner cannot do?,Kí ni onígbá ń ṣe tí aláwo ò lè ṣe?
414,What can the head do that the shoulder cannot do? The shoulder carried a load and earned three hundred cowries; the head sold its own for two hundred and twenty cowries.,Kí ni orí ń ṣe tí èjìká ò lè ṣe? Èjìká ru ẹrù ó gba ọ̀ọ́dúnrún; orí ta tiẹ̀ ní ogúnlúgba.
415,What use do the people of Ilorin have for Ahmadu? Even goats are so named.,Kí ni wọ́n ti ń ṣe Àmọ́dù nÍlọrin? Ewúrẹ́ ń jẹ́ bẹ́ẹ̀.
416,Durable hand-woven cloth is the material for shiftless people; loom-woven cloth is the material for the elders; whichever elder cannot afford loom-woven cloth should strive for durable hand-woven cloth.,Kíjìpá laṣọ ọ̀lẹ; òfì laṣọ àgbà; àgbà tí ò ní tòfì a rọ́jú ra kíjìpá.
417,"He does not buy, he has no money, yet he sits sulkily before the seller of bean fritters.","Kò rà, kò lówó lọ́wọ́, ó ń wú tutu níwájú onítumpulu."
418,There is no one pleased “by one's success” except one's head.,Kò sí ẹni tó dùn mọ́ àfi orí ẹni.
419,Without-me-in-an-assembly-the-assembly-is-not-complete deceives only himself/herself.,Kò sí mi lájọ àjọ ò kún: ara ẹ̀ ló tàn jẹ.
420,There is nothing Ṣango can do to enable itself to rage in a drought.,Kò sí ohun tí Ṣàngó lè ṣe kó jà lẹ́ẹ̀rùn.
421,He-was-not-at-home never fails to prove his valor with his mouth.,Kò-sí-nílé kì í jagun ẹnu tì.
422,Swiftly-consumed-swiftly-consumed is the way a dog laps up water.,Kó-tán-kó-tán lajá ń lá omi.
423,"The butterfly likens itself to a bird, but it cannot do what a bird can do.","Labalábá fi ara ẹ̀ wẹ́yẹ, kò lè ṣe ìṣe ẹyẹ."
424,"Ash mixed with water likens itself to indigo dye, but it cannot do what the dye can do; the large red bean likens itself to corn.","Lábúlábú  fara wé aró, kò lè ṣe bí aró; pòpòǹdó  fara wé àgbàdo."
425,Were So-and-So alive he would transform himself into a brown monkey; did the person who preceded him ever transform himself into any kind of monkey?,Lágbájá ìbá wà a di ìjímèrè; ẹni tó bá níwájú di oloyo?
426,A limp is no great asset for a person wishing to stop a fight; a masquerader's child is no easy playmate.,Láká-ǹ-láká ò ṣéé fi làjà; ọmọ eégún ò ṣéé gbé ṣeré.
427,One does not wear ẹtù  cap as a matter of course; only certain people have heads suited for such a cap.,Lásán kọ́ là ń dé ẹtù; ó ní ẹni tórí ẹ̀ ń bá ẹtù mu.
428,Cattle egrets never lay black eggs; only white eggs do they lay.,Lékèélékèé ò yé ẹyin dúdú; funfun ni wọ́n ńy é ẹyin wọn.
429,"Save face with members of your household and save face with complete strangers, such a person loses face with himself/herself.","Má tẹ̀ẹ́ lọ́wọ́ oníle, má tẹ̀ẹ́ lọ́wọ́ àlejò; lọ́wọ́ ara ẹni la ti ń tẹ́."
430,A cow may not boast in the presence of a horse.,Màlúù ò lè lérí níwájú ẹṣin.
431,Lightning is no good for roasting yams.,Mànàmáná ò ṣéé sun iṣu.
432,“Were I at Ọ̀yọ́ I would own a horse by now”: he should have numerous sheep to his name in this town.,“M̀bá wà lỌ́yọ̀ọ́ mà ti so ẹṣin”; àgùntàn-an rẹ̀ á níye nílẹ̀yí.
433,How large a community is Ejigbo that one of its settlements is named Ayegbogbo “The whole world”?,Mélòó lÈjìgbò tí ọ̀kan ẹ̀ ń jẹ́ Ayé-gbogbo?
434,"I have become old and wise, but childish play has not ceased to appeal to me.","Mo dàgbà mo dàgó, aré ọmọdé ò tán lójúù mi."
435,Having grown old I miss youthfulness.,Mo dàgbà tán èweé wù mí.
436,"“I am beautiful, I am beautiful!” has ugliness as its conclusion.","“Mo dára, mo dára,” àìdára ní ń pẹ̀kun ẹ̀."
437,"“I am all-wise, I am all-knowing” kept the wasp from having as much venom as the bee.","“Mo gbọ́n tán, mo mọ̀ràn tán” kì í jẹ́ kí agbọ́n lóró bí oyin."
438,"and also “Mo mọ̀-ọ́ gún,” . . .",Compare “Mo mọ̀-ọ́ gùn” . . .
439,"“Mo mọ̀-ọ́ tan,”. . .","Compare “Mo gbọ́n tán, . . . ”"
440,"also “Mo gbọ́n tan, . . . ”","Compare the preceding entry,"
441,and “Mo mỌ̀bàrà...”,"Compare “Mo gbọ́n tán, . . . ”"
442,"“Mo mọ̀-ọ́ gùn, . . .”","Compare “Mo gbọ́n tan, . . . ”"
443,"“I am full” means “I am full”; “I decline” means “I decline”; eating with abandon, that is the father of all greediness.","“Mo yó” ń jẹ́ “mo yó,” “mo kọ̀” ń jẹ́ “mo kọ̀”; jẹun ǹṣó, àgbà ọ̀kánjúwà ni."
444,“I will get my money's worth out of these trousers”; the grown man only winds up exposing his bare buttocks to the world.,“N óò gba owóò mi lára ṣòkòtò yìí”; ìdí làgbàlagbà ń ṣí sílẹ̀.
445,"The humpback's child has presented a formidable dilemma: he cries, “Mother, mother, carry me on your back!”","Nláńlá lọmọ abuké ń dá: ó ní “Ìyá, ìyá, òun ó pọ̀n.”"
446,Where did you discard all other names and picked for yourself the name Làm̀bòròkí?,Níbo lo forúkọ sí tí ò ń jẹ́ Làm̀bòròkí?
447,When we were stacking the corn we did not stack some for the brown rat.,Nígbà tí à ń to ọkà a ò to ti ẹmọ́ si.
448,"Since you claim to be a seasoned rider, how come your horse has gone lame?","Nígbà tí o mọ̀ ọ́ gùn, ẹṣin ẹ ẹ́ ṣe ṣẹ́ orókún?"
449,Since when did a tiger-hide sac become a thing a child uses to harvest okro?,Nígbà wo làpò ẹkùn-ún di ìkálá fọ́mọdé?
450,Salt loses its good quality and becomes like saltpeter.,Ó bọ́ lọ́wọ́ iyọ̀ ó dòbu.
451,The moon loses its esteem and shines all night long.,Ó bọ́ lọ́wọ́ oṣù ó dàràn-mọ́jú.
452,"Your eyes flinch not and your mouth is unstoppable, but you do not know nine times nine.","O dájú dánu, o ò mọ ẹ̀sán mẹ́sàn-án."
453,Not until the gathering of trousers will Ládugbo know itself as a miscreant.,Ó di àwùjọ ṣòkòtò kí ládugbó tó mọ ara rẹ̀ Lábèṣè.
454,It will not be until the end of days before the humpback realizes that a hump is not a child.,Ó di ọjọ́ alẹ́ kábuké tó mọ̀ pé iké kì í ṣọmọ.
455,You do not know what black eyed peas are like for dinner.,O kò mọ ẹ̀wà lóńjẹ à-jẹ-sùn.
456,"You are reduced to eating last year's antelope in your stew, and yet you claim to have attained the height of good fortune.","Ò ń jàgbọ̀nrín èṣín lọ́bẹ̀, o ní o ti tó tán."
457,Because you are carrying a huge pot you strut; what would one say to the person carrying the divinity Yemoja?,O ru ládugbó ò ń rerá; kí ni ká sọ fẹ́ni tó ru Òrìṣàa Yemọja?
458,"It might be seemly for a masquerader to chase one off a corn farm, but it is not seemly for Pákọ̀kọ̀ to chase one in the middle of town.","Ó tọ́ kí eégún léni lóko àgbàdo, èwo ni ti Pákọ̀kọ̀ láàrin ìlú?"
459,"Everybody has a right to say the yams are not well cooked, but not the bàtá drummer.","Ó yẹ ẹni gbogbo kó sọ pé iṣu ò jiná, kò yẹ alubàtá."
460,"It is fitting for everybody to bargain to reduce the cost of dyeing clothes, but not the bed wetter.","Ó yẹ ẹni gbogbo kó dínwó aró, kò yẹ atọ̀ọ́lé."
461,"Everyone can justifiably say, “God, who has left nothing undone,” but not a eunuch.","Ó yẹ ẹni gbogbo kó sọ pé “Ọlọ́run a-ṣèkan-má-kù,” kò yẹ akúkó."
462,It is only in a small stream that the crab can make its oil; when it becomes huge and swift the river sweeps the crab away.,"Odò kékeré lalákàn-án ti lè fọ́ epo; bó bá di àgàdàm̀gbá tán, odò a gbé alákàn lọ."
463,"The law will assert itself, “as in the case of” a junior wife flogging the child of the senior wife.",Òfin ni yó sọ ara ẹ̀; ìyàwó tí ń na ọmọ ìyáálé.
464,The war that the two-eyed person saw and fled is the same the one-eyed person vows he will join.,Ogun tí olójú méjì rí sá ni olójú kan ní òún ń lọ jà.
465,Only two things are proper for a warrior: the warrior goes to war and drives the enemy off; the warrior goes to war and dies in battle.,"Ohun méjì ló yẹ Ẹ̀ṣọ́: Ẹ̀ṣọ́ jà, ó lé ogun; Ẹ̀ṣọ́ jà ó kú sógun."
466,What one sells is what one eats; that does not apply to the kerosene seller.,Ohun tí à ń tà là ń jẹ; kì í ṣe ọ̀rọ̀ oní-kẹrosíìnì.
467,Whatever the ant is able to carry is what it says is its full measure.,Ohun tí eèrá bá lè gbé ní ń pè ní ìgànnìkó.
468,"That which the cricket attempted and broke a thigh, the aláàńtètè asks to be permitted to attempt.","Ohun tí ìrẹ̀ẹ́ ṣe tó fi kán lápá, aláàńtèté ní kí wọ́n jẹ́ kí òun ó ṣe è."
469,A thing that is not worth the least amount of money should not prove a hardship for an elder.,Ohun tí kò tó okòó kì í jẹ àgbà níyà.
470,What the imbecile does to himself is far worse than what he does to others.,"Ohun tí wèré fi ń s̩e ara ẹ̀, ó pọ̀ ju ohun tó fi ń ṣẹ ọmọ ẹlòmíràn lọ."
471,"One boasts only about things proper to boast about; whoever heard of the boast, “By this time yesterday I had given my parent-in-law the beating of his life.”?","Ohun tó ṣeé faga là ń faga sí; èwo ni,“Ìwòyí àná mo ti na ànaà mi fága-fàga”?"
472,It is in a visitor's presence that one gets into debt; it is in her absence that one repays the debt.,Ojú àlejò la ti ń jẹ gbèsè; ẹ̀yìn-in ẹ̀ là ń san án.
473,"The eye, father of the body; nothing is as valuable as the eye; nothing is as difficult to achieve as the status of elder.",Ojú baba ara; awọ́n bí ojú; aṣòró dà bí àgbà.
474,It is not in the presence of the flame that water-yam grows hair.,Ojú iná kọ́ lewùrà ń hurun.
475,The colobus monkey is never so reduced in circumstances that it becomes a land-hugging creature; the vulture is never so badly off that it becomes the equal of a chicken.,Ojú kì í pọ́n ẹdun kó dẹni ilẹ̀; ìṣẹ́ kì í ṣẹ́ igún kó di ojúgbà adìẹ.
476,A head of a household is never so hard up that he sweeps his compound with his bare hands.,Ojú kì í pọ́n baálé ilé kó fọwọ́ gbálẹ̀ ilé ẹ̀.
477,An Ifá diviner-priest is never so hard up that he asks for yesterday's sacrifice.,Ojú kì í pọ́n babaláwo kó bèèrè ẹbọ àná.
478,A dead person cannot be so desperate as to appeal to a living person for deliverance.,Ojú kì í pọ́n òkú ọ̀run kó ní kí ará ayé gba òun.
479,One should not become so desperate that one takes one's younger sister as wife.,Ojú kì í pọ́nni ká fàbúrò ẹni ṣaya.
480,One should never be so benighted that one covers oneself in rags.,Ojú kì í pọnni ká fàkísà bora.
481,One's circumstances do not so deteriorate that one becomes red in teeth.,Ojú kì í pọ́nni ká pọ́n léyín.
482,A person only newly acquainted with wealth; he has a son and names him Ọlaniyọnu.,Ojú ò rọ́lá rí; ó bímọ ẹ̀ ó sọ ọ́ ní Ọláníyọnu.
483,"The medicine man lacks all shame, he announces that his parent-in-law is dying.","Ojú ò ti oníṣègùn, ó ní àna òun ń kú lọ."
484,Shame upon the wasp; the wasp has a nest but no honey.,Ojú ti agbọ́ń agbọ́n láfà kò léro.
485,"The giant bush rat and its child become equals in their hole; the mother cracks palm-nuts with its teeth, and the child does the same thing.","Òkété pẹ̀lú ọmọ ẹ̀ẹ́ di ọgbọọgba sínú ihò; nígba tí ìyá ń feyín pàkùrọ́, ọmọ náà ń feyín pa á pẹ̀lú."
486,Darkness does not know who deserves deference; it consulted the oracle Ifá for “Who might you be?”,Òkùnkùn ò mẹni ọ̀wọ̀; ó dÍfá fún “Ìwọ́ tá nìyẹn”?
487,A person who has only one wife does not form a circle for a fight.,Olóbìnrin kan kì í pagbo ìja.
488,A one-eyed person does not attempt standing somersaults.,Olójúkan kì í tàkìtì òró.
489,The omele drummer does not vow that there will be an earth-shaking performance on the morrow.,Olómele kì í sọ pé igi yó dàá lóde lọ́la.
490,The rich man eats slowly and at leisure; the poor person eats fast and with anxiety; the poor man who keeps company with a wealthy man is exceeding his station.,"Olówó jẹun jẹ́jẹ́; òtòṣì jẹun tìpà-tìjàn; òtòṣì tí ń bá ọlọ́rọ̀ rìn, akọ ojú ló ń yá."
491,It is a rich person that keeps company with a wealthy person; only people of equal standing play together.,Olówó ní ń bá ọlọ́rọ̀ọ́ rìn; ẹgbẹ́ ní ń bá ẹgbẹ́ ṣeré.
492,It is a rich person that eats pounded yams worth two thousand cowries.,Olówó ní ń jẹ iyán ẹgbàá.
493,A minor chief should not act garrulously in the presence of a king.,Olóyè kékeré kì í ṣe fáàárí níwájú ọba.
494,"Today, the antelope falls into the ditch; tomorrow, the antelope falls into the ditch; is the antelope the only animal in the forest?","Òní, ẹtú jìnfìn, ọ̀la, ẹtú jìnfìn; ẹtu nìkan lẹran tó wà nígbó?"
495,"The shameless person does not know what is fitting; the shameless person is off to raid a farm, and he takes his wife along; the husband steals staple yams, the wife steals wateryams.","Oníbàjẹ́ ò mọra; oníbàjẹ́ ń lọ sóko olè ó mú obìnrin lọ; ọkọ́ kó akọṣu, ìyàwó kó ewùrà."
496,The bàtá drummer does not enter a mosque and ask “Where is the Imam?”,Oníbàtá kì í wọ mọ́ṣáláṣí kó ní “Lèmámù ńkọ́?”
497,The excessively attentive visitor “who” extends hospitality greetings to the host.,Onífunra àlejò tí ń tètè ṣe onílé pẹ̀lẹ́.
498,The person with goitre offers a ridiculously low price for beads; were the beads seller to accept her offer she would have no neck to string the beads around.,"Onígẹ̀gẹ́ fìlẹ̀kẹ̀ dọ́pọ̀; onílẹ̀kẹ̀ ìbá gbowo, ko rọ́rùn fìlẹ̀kẹ̀ so."
499,The host is eating the fruits of the gbìngbindo tree; the visitor asks to be treated to some black-eyed peas.,Onílé ń jẹ èso gbìngbindò; alèjòó ní kí wọ́n ṣe òun lọ́wọ́ kan ẹ̀wà.
500,The Ṣàngó worshipper who dances and does not shake his skirt: he does not disgrace Ṣàngó but himself.,OníṢàngó tó jó tí kò gbọn yẹ̀rì: àbùkùu Ṣàngó kọ́; àbùkù ara ẹ̀ ni.
501,The Ṣàngó worshipper who dances and does nor kick his legs disgraces himself.,"OníṢàngó tó jó tí kò tàpá, àbùkù ara ẹ̀."
502,The seller of twigs for firewood has a child and names him Ayọ̀ọ́kúnle[Joy fills this home]; what sort of joy is to be found in firewood twigs?,Oníṣẹ̀ẹ́pẹ́-igí bímọ ó sọ ọ́ ní Ayọ̀-ọ́-kúnlé; ayọ̀ wo ló wà lára ìṣẹ́pẹ́ igi?
503,It is the person who does the summoning that assumes airs; the person subject to summons does not assume airs.,Oǹpè ní ń fa ọlá; òjípè kì í fa ọlá.
504,The-elderly-person's-head-deserves-respect is better than The-elderly-person's-head-is-damaged.,"Orí àgbàá níyì, ó sàn ju orí àgbàá fọ́ lọ."
505,It is on the hide that one finds the elder.,Orí awọ là ń bágbà.
506,What is the cause of the bachelor's elation that makes him whistle? That he will make pounded yams for himself and eat it by himself?,Oríi kí ní ń yá àpọ́n tó ń súfèé? Nítorí pé yó gùn-ún-yán fúnra ẹ̀ yó nìkan jẹ́?
507,Your mother's co-wife made a garment for you and you complain that it is not long enough; how many did your mother make for you before she died?,Orogún ìyá ẹ dáṣọ fún ọ ó ní kò balẹ̀; mélòó nìyá ẹ dá fún ọ tó fi kú?
508,“The dark of night knows not who is a wealthy person” is the oracle one delivers to “Who might that be?”,“Òru ò molówó” nIfá tí à ń dá fún “Ìwọ ta nìyẹn?”
509,"Sun, go set so one does not blame the owner of the day.","Oòrùn, kó tìẹ wọ̀ ká má bàá Ọlọ́jọ́ wí."
510,"The water-buck ate, the water-buck drank, the water-buck compared its limbs to an elephant's.","Òtòlòó jẹ, òtòlòó mu, òtòlòó fẹsẹ̀ wé ẹsẹ̀ erin."
511,A youth's food can enter the stomach of an elder; it is only a youth's ring that cannot slip unto an elder's finger.,Oúnjẹ ọmọ kékeré a máa wọ àgbà nínú; òrùka ọmọ kékeré ni kì í wọ ágbá lọ́wọ́.
512,People have no difficulty paying the money for glorious events; it is the money for trouble that is unpleasant to pay.,Owó ẹ̀yẹ ò sú ẹnií san; tọ̀ràn ni ò súnwọ̀n.
513,A stew does not slush around once inside an elder.,Ọbẹ̀ kì í gbé inú àgbà mì.
514,The filthy person takes advantage of her husband's death for blame; she says since her husband died she has not violated her person with water.,Ọ̀bún ríkú ọkọ tìrànmọ́; ó ní ọjọ́ tí ọkọ òún ti kú òun ò fi omi kan ara.
515,My child's name is Ọ̀gàǹgà; don't you call my child Ògòǹgò any more! Which of the two is a good name.,"Ọ̀gà-ǹ-gà lọmọọ̀ mi ń jẹ́, ẹ má pe ọmọọ̀ mi ní Ògò-ǹ-gò mọ́! Èwo lorúkọ rere níbẹ̀?"
516,The poisonous cassava has no attraction; it resembles a yam only in vain.,Ọ̀gẹ̀gẹ́ ò lẹ́wà; lásán ló fara wéṣu.
517,The day an elder dies is far better than the day an elder is disgraced.,Ọjọ́ àgbàá kú sàn ju ọjọ́ àgbàá tẹ́.
518,Only one day brings disgrace to a person; the shame is felt every day.,"Ọjọ́ kan là ń bàjẹ́, ọjọ́ gbogbo lara ń tini."
519,It takes one day only for one to disgrace oneself; the shame is a daily affair.,Ọjọ́ kan ṣoṣo là ń tẹ́; ojoojúmọ́ lojú ń tini.
520,"In all the days the crab has been making oil, it has not filled a pot.","Ọjọ́ tí alákàn-án ti ń ṣepo, kò kún orùbà."
521,“In all the days I have walked this earth I have never seen the like”: that person knows his place.,“Ọjọ́ tí mo ti ḿ bọ̀ n ò rírú ẹ̀ rí”: olúwa ẹ̀ mọ ìwọ̀n ara ẹ̀ ni.
522,It is an avaricious elder that turns himself into a child.,Ọ̀kánjúwà àgbà ní ń sọ ara ẹ̀ dèwe.
523,It is an insatiable chief of the masqueraders cult that stands on tiptoes to watch a performing masquerader.,Ọ̀kánjúwà alágbaà ní ń garùn wo eégún.
524,A man does not cry; hardwood does not ooze sap.,"Ọkùnrin kì í ké, akọ igi kì í ṣoje."
525,No wise man ever ties water in a knot in his cloth; no knowledgeable person can tell the number of grains of sand on the earth.,Ọlọgbọ́n kan ò ta kókó omi sáṣọ; ọ̀mọ̀ràn kan ò mọ oye erùpẹ̀ ilẹ̀.
526,The wise person does not consult the Ifá oracle for himself; the knowledgeable person does not install himself a chief; the sharp knife does not carve its own handle.,Ọlọgbọ́n ò tẹ ara ẹ̀ nÍfá; ọ̀mọ̀ràn ò fi ara ẹ̀ joyè; abẹ tó mú ò lè gbẹ́ èkù ara ẹ̀.
527,A child new to eating stews: he shows himself by dripping palm-oil on his chest.,Ọmọ àì-jọbẹ̀-rí tí ń ja epo sáyà.
528,The owner of the earth treads gently on it.,Ọmọ onílẹ̀ á tẹ̀ ẹ́ jẹ́jẹ́.
529,"The prince of Ọ̀na Ìṣokùn is sharing out snake meat with his teeth, and another prince says he does not eat such a thing; where did that prince come from?","Ọmọ ọba Ọ̀nà Ìṣokùn ńfi ehín gé ejò, ọmọ ọba kan-án ní òun kì í jẹ ẹ́; ìlú wo lọmọ ọba náà-á ti wá?"
530,"A child rests his hand on the earth and claims it is as big as a monkey “read chimpanzee”; even if the child is as big as a monkey, is its chest as big as the monkey's?","Ọmọdé dáwọ́tilẹ̀, ó ní òún tó ọ̀bọ; bó tó ọ̀bọ, ó tó gẹ̀gẹ̀ àyàa ẹ̀?"
531,A child has three cowries in hand and challenges Èṣù to a game played for money; will three solitary cowries suffice for Èṣù to purchase palm-oil to lick?,"Ọmọdé ní ẹẹ́ta lọ́wọ́, ó ní kí Èṣù wá ká ṣeré owó; ẹẹ́ta-á ha tó Èṣùú sú epo lá?"
532,The drunkard ignores his misery; the ill-fated person forgets tomorrow.,"Ọ̀mùtí gbàgbé ìṣẹ́, alákọrí gbàgbé ọ̀la."
533,The throat cannot accommodate fish-bone.,Ọ̀nà ọ̀fun ò gba egungun ẹja.
534,Problems make hardly any impression on the foal of a horse; its mother is tied down but it grazes nonchalantly about.,"Ọ̀ràn ò dun ọmọ ẹṣin; a mú ìyá ẹ̀ so, ó ń jẹ oko kiri."
535,Speech like drunken babble does not befit a venerable person.,Ọ̀rọ̀ bọ̀tí-bọ̀tí ò yẹ àgbàlagbà.
536,Speech is not pleasant in the mouth of the mother of a thief.,Ọ̀rọ̀ ò dùn lẹ́nu ìyá olè.
537,What sort of speech can there be in the mouth of the person whose clothes are brown from dirt?,Ọ̀rọ̀ wo ló wà lẹ́nu alaṣọ pípọ́n?
538,"The sun rises and you do not eat corn meal; the sun moves directly overhead and you do not eat yam-flour meal; a visitor arrives for you when the sun is just past the overhead position and you have nothing to entertain him with; and you ask, “Am I not in danger of being disgraced in his eyes”? Aren't you already disgraced in your own eyes? Never mind whether you may be disgraced in others' eyes or not.","Ọ̀sán pọ́n o ò ṣán ẹ̀kọ; oòrún kan àtàrí o ò jẹ àmàlà; àlejòó wà bà ọ ní ìyẹ̀tàrí oòrùn o ò rí nǹkan fún un; o ní “Njẹ́ n ò níí tẹ́ lọ́wọ́ ẹ̀ báyìí”? O ò tíì tẹ́ lọ́wọ́ ara ẹ̀, ká tó ṣẹ̀ṣẹ̀ wá wípé o ó tẹ̀ẹ́ lọ́wọ́ ẹlòmíràn tàbí o ò níí tẹ́?"
539,The fish-eagle cannot catch the kite flying on high; it can only catch Bamidele.,Ọ̀ṣìn ò lè mú àwòdì òkè; Bámidélé lọ̀ṣín lè mú.
540,One never looks good in other people's finery; borrowed trousers do not fit the borrower.,Ọ̀ṣọ́ ọlọ́ṣọ̀ọ́ ò yẹni; ṣòkòtò àgbàbọ̀ ò yẹ́ ọmọ èèyàn.
