,english,yoruba
514,That area of town was one of the few places Labake visited when she first arrived in the country from England.,Apá ibẹ̀ nínú ìlú ni Làbákẹ́ ṣe àbẹ̀wò sí nígbà tó kọ́kọ́ dé láti ìlú òyìnbó.
515,She specifically visited the hospital at the invitation of her nurse friend.,Ó dìídì lọ sí ilé ìwòsàn náà láti lọ kí ọ̀rẹ́ rẹ̀ tí ó jẹ́ nọ́ọ̀sì tí ó pè é.
516,The road that led to the hospital was smoothly tarred. The lawns to the left and right of the road well maintained.,"Títì ọlọ́dà tó wà lọ́nà ilé ìwòsàn náà tẹ́jú, ẹ̀gbẹ̀ẹ̀gbẹ́ rẹ̀ lọ́tùn-ún lósì ni wọ́n tọ́jú dáadáa, tó sì mọ́ féfé."
517,"But as the gates swung open on that day, Labake was left in no doubt that she was in the very house of horror.","Ṣùgbọ́n bí wọ́n ṣe ń ṣí géètì lọ́jọ́ náàni Làbákẹ́ ti mọ̀ pé láìsí àní-àní, ilé ẹ̀rù ni òun wọ̀."
518,A middle-aged man stripped himself naked and ran about the hospital premises screeching with laughter.,"Ọkùnrin ọ̀dọ́ kan ni ó já ara rẹ̀ sí ìhòòhò, ó sì ń sá káàkiri ọgbà ilé ìwòsàn  náà pẹ̀lú ẹ̀rín kèé kèé."
519,"The hospital security men pursued him and finally caught up with him, they tried to force some clothes on him to cover his shame.","Àwọn èṣọ́ ọgbà ilé ìwòsàn náà sáré lé e, wọ́n sì rí i mú, wọ́n gbìyànjú láti wọ aṣọfún un tipátipá láti lè bo ẹ̀sín ara rẹ̀."
520,The middle-aged man started laughing uproariously - popping out his head like that of mountain lizard.,"Ọkùnrin náà tún bẹ̀rẹ̀ ẹ̀rín aláriwo, ó sì ń yọ orí sókè bí i ti aláǹgbá orí àpólà."
521,"‘Let me dance. Leave me to dance,’ he screamed. ‘The people are all waiting. Waiting to see me dance.","Ẹ jẹ́ n jó, ẹ fi mí lẹ̀ kí n jó, ó pariwo. “Àwọn ènìyàn ti ń dúró, wọ́n ń dúró láti rí ijó mi."
522,I will dance. And they'll swear they've never seen anybody dance so well before. Leave me! Let me dance for my people! I will dance! He started struggling with the security men.,Màá jó”. Wọ́n á búra pé wọn ò rí́ enìkankan tó jó jù bayì lọ. Ẹ fi mí lẹ̀! Ẹ jẹ́ n jó fún àwọn èyàn mi! Màá jó! Ó bẹ̀rẹ̀ si íjìjàkadì pẹ̀lú àwọn ẹ̀ṣọ́ ọgbà ilé ìwòsàn náà.
523,"‘You will dance.’ Labake heard one of the security men retort - with a touch of humour, ‘You will dance quite alright man... But don't dance naked... That's what we are saying. Let's dress you up for the great dance! Wait! Wait!’","“Wà á jó."" Làbákẹ́ gbọ́ èsì ọ̀kan lára àwọn ẹ̀ṣọ́ náà tì káàánú pé, ""Wà á jó dáa dáa arákùnrin… ṣùgbọ́n má ṣe jó ní hòòhò... Nǹkan tí à ń sọ nìyẹn. Jẹ́ ká múra fún o sílẹ̀ fún ijó ńlá náà. Dúró! Dúró!"
524,"The middle-aged man twisted free once more, and broke off.",Arákùnrin ọ̀dọ́ náà lọ́ra lẹ́ẹ̀kan sí ió sì tu dànù.
525,"Before the men knew what was happening, the man, stark naked, was at the hospital gate, wanting to escape - to his dance arena!","Kí àwọn ẹ̀ṣọ́ náà tó mọ ohun tí ó ń ṣẹlẹ̀, Ọkùnrin náà ti wà lẹ́nu géètì ilé ìwòsàn náà ní ìhòòhò ìbíǹbí, ó fẹ́ sá lọ – sí ibi eré ijó rẹ̀!"
526,"Labake had been affected by that incident. She'd never seen anything like that before. Although she'd seen lunatics in strategic places in town - at Mokola centre point, Gege road junction, Dugbe market, Ogunpa motor park and in front of the Scala Cinema.","Ìṣẹ̀lè yìí mú Làbákẹ́ lọ́kàn. Kò rí irú ìṣẹ̀lẹ̀ bẹ́ẹ̀ rí. Bí ó tilẹ̀ jẹ́ pé ó ti máa ń rí àwọn wèrè ni àwọn ibi tó lórúkọ ní ìlú, ọ̀gángán Mọ́kọ́lá, ìyànà títì Gẹ́gẹ́, ọjà Dùgbẹ̀, ibùdókọ̀ Ògùnpa àti níwájú sinimá Síkálà."
527,"This was the first time she would see one so violent, and go stark-naked, one who spoke fluent English and educated lunatic!","Èyí ni ìgbà àkọ́kọ́ tí ó rí èyí tí ó burú jáì débi jíjá ara rẹ̀ sí ìhòòhò ìbíǹbí, tí èdè Gẹ̀ẹ́sì sì já geere lẹ́nu rẹ̀, wèrè alákọ̀wé."
528,Labake's heart started beating fast.,Ọkàn Làbákẹ́ bẹ̀rẹ̀ si í lù kì-kì-kì .
529,"‘This is a Mental Hospital, Labake, Remi her friend, quietly reminded her, ‘Not just any ordinary hospital. And you have actually not seen anything yet you know. Our world here is a different world.’","“Ilé ìwòsàn tí wọ́n ti ń ṣètọ́ jú àwọn alárùn ọpọlọ rè é Làbákẹ́”, Rẹ̀mí ọ̀rẹ́ rẹ̀ rán an létí níì ṣọ̀rọ̀ kẹ́lẹ́kẹ́lẹ́. “Kì í ṣe ilé ìwòsàn kan ṣá. O ò sì tíì rín ǹkankan rárá, ayé ọ̀tọ̀ ni a wà níbí́”."
530,"Labake looked strangely at her friend, ‘And these are the type of people you live with  Remi?’","Làbákẹ́ wo ọ̀rẹ́ rẹ̀ ní ìwò tó ṣàjèjì, “Irú àwọn tí ẹ sì ń bá gbé rè é Rẹ̀mí?”"
531,‘Yes Labake. These people need help you know.,“Bẹ́ẹ̀ ni Làbákẹ́. Àwọn ènìyàn yìí nílò ìrànwọ́ ṣé o mọ̀.
532,"And we are really helping them. We are trained to help them. Many of them get better, with time, and we discharge them to live, once more, a happy, normal life.’","A sì ń ràn wọ́n lọ́wọ́ gidi. Wọn kò wá láti ràn wọ́n lọ́wọ́ ni. Púpọ̀ nínú wọn sì ti ń gbádùn pẹ̀lú ásìkò, a sì ń dáwọ n sílẹ̀ láti lọ gbé ìgbéayọ̀ lẹ́ẹ̀kan sí i."
533,"Labake's friend, a psychiatric nurse, gave Labake pep talk on signs and symptoms of mental derangement.","Ọ̀rẹ́ Làbákẹ́ nọ́ọ̀sì alárùn ọpọlọ, fún un ní àlàyé ìjìnlẹ̀ lórí àwọn àmì àti àpẹẹrẹ ìdàrúdàpọ̀ ọpọlọ."
534,"At first, the victims would not talk to anybody, they would withdraw into a private world - a world known only to them, that was the period of initiation.","Lákọ̀ọ́kọ́, aláìsàn náà kò ní bá ẹnikẹ́ni sọ̀rọ̀, wọn á kọ́kọ́ yà wọ inú ayé bòókẹ́lẹ́, ayé tí àwọn nìkan mọ̀, ìgbàyẹn ni ásìkò ìgbà-sẹ́gbẹ́ wọn."
535,"After getting properly integrated and assimilated into this strange world, they would, in the next stage begin to talk to the invisible colleagues of their super-sensible world. Laughing with them, sharing jokes with them.","Lẹ́yìn tí wọ́n bá ti darapọ̀ mọ́ ayé abàmì náà, wọn á bẹ̀rẹ̀ ipele mìíràn tí wọn á ti bẹ̀rẹ̀ si íbá àwọn ẹgbẹ́ àìrí wọn sọ̀rọ̀ nínú ayé àwọn alánìíjùọpọlọ. Wọn á sì máa bá wọn rẹ́rìn-ín, wọn á dọ́wẹ̀ẹ́kẹ̀ pẹ̀lú wọn."
536,"Later on, in another stage, the third stage, they would grow wild with the earthly men and women who would want to disturb them, who would not allow them to enjoy their new-found freedom.","Lẹ́yìn èyí, ní ipele mìíràn tí ó jẹ́ ipele kẹ́ta ni wọ́n á ti di ẹhà nnà, pẹ̀lú àwọn ará ayé lọ́kùnrin lóbìnrin tí á fẹ́ dàwọ́n láàmú, tí ò ní jẹ́ kí wọ́n gbádùn òmìnira tuntun yìí."
537,"This was the violent stage and here the lunatics would freely use stones, cudgels and their sharp teeth to attack and wound innocent people...","Èyí ni ipele ìjàkadì níbi tí àwọn aláìsàn yìí á ti máa lo òkò, igi àti eyín mímú wọn láti fi dojúkọ àwọn aláìṣẹ, tí wọn á ṣe wọ́n léṣe."
538,"‘These are the various signs and symptoms, Nurse Remi summed up. All these symptoms are present in the various types of mental patients. There are, for instance, the maniac proper ones, the maniac depressives, and the schizophrenics.","“Èyí ni àwọn àmì àti àpẹẹrẹ oríṣìíríṣìí”, Nọ́ọ̀sì Rẹ̀mí kádìí ọ̀rọ̀ rẹ̀ nílẹ̀. Gbogbo àwọn àpẹẹrẹ wọ̀nyí wà lára oríṣìírísìí àwọn aláìsàn àrùn ọpọlọ. Àwọn ni, bí àpẹẹrẹ, asínwín gidi, asínwín onírẹ̀lẹ̀ àti asínwín ọlọ́jọ́ pípẹ́."
539,Labake looked lost. Her friend was now peaking far above her. With bated breath she'd listened.,Làbákẹ́ dàbí i ẹni tí ó sọnù. Ọ̀rẹ́ rẹ̀ ti sọ̀rọ̀ jìnnà jìnnà síbi tó wà. Pẹ̀lú ẹ̀mí ìbẹ̀rù ni ó fi ń tẹ́tí.
540,"That incident at the Mental Hospital now came to her, striking her more forceful than ever before - because of its relevance to the present situation. And she started breathing heavily.","Ìṣẹ̀lẹ̀ ilé ìwòsàn alárùn ọpọlọ yẹn tún wá sí ilórí, tí ó wá rántí tipá tipá ju ti tẹ́lẹ̀ lọ - nítorí ìjọra tí ó wà láàárín rẹ̀ pẹ̀lú nǹkan tó ń ṣẹlẹ̀ sí i lọ́wọ́ lọ́wọ́. Ó bẹ̀rẹ̀ si í mí lókèlókè."
541,The lunatic Labake saw at the Mental Hospital was of Alamu's age- group.,Wèrè tí Làbákẹ́ rí ní ilé ìwòsàn lọ́jọ́ náà kò lè ju ọjọ́ orí Àlàmú  lọ.
542,He was tall and dark complexion - just like Alamu! Like Alamu he spoke impeccable English.,"Ó dúdú, ó sì ga –bí i ti Àlàmú! Ó ń sọ èdè Gẹ̀ẹ́sì tó yan-ran-n-tí lẹ́nu, bí iti Àlàmú."
543,People said the man spent many years studying in the country of the white man.,Àwọn ènìyàn sọ pé ọkùnrin náà ti lo àìmọye ọdún nílùú òyìnbó láti kẹ́kọ̀ọ́.
544,They said he got his mental trouble shortly after he came back to the country. What a strangely unhappy coincidence!,Wọ́n ní ó rí wàhálà àrùn ọpọlọ rẹ̀ ní kété tó dé sí ilé. Irú ìṣẹ̀lẹ̀ aburú wo rè é!
545,"Labake reflected again, soberly, over those signs and symptoms her friend described to her.","Làbákẹ́ tún rántí, tìrẹ̀lẹ̀, gbogbo àwọn àmì àti àpẹẹrẹ tí ọ̀rẹ́ rẹ̀ júwèé fún un."
546,"The patient at home was already in that second stage. As she rolled on the bed inside her room, she prayed with hot tears in her eyes that the violent third stage might be avoided for Alamu at all costs.","Aláìsàn tí ó wà nílé ti wà ní ipele kejì yẹn. Bí ó ṣe ń yí lórí ìbùsùn inú yàrá rẹ̀, ó ń gbàdúrà pẹ̀lú omijé gbígbóná pékì ipele kẹ́ta má dé bá Àlàmú ní gbogbo ọ̀nà."
547,And that would probably mean taking him to the white-washed solitary building on top of the hill for an urgent treatment.,Nítorí ìyẹn á fa kí wọ́n mú u lọ sí ilé ọlọ́dà funfun lórí òkè fún ìtọ́jú kíákíá.
548,The lapse of time is capable of working wonders on both the mental and the physical being of anyone: Especially a time-lapse that has been loaded with plenty of problems.,Àsìkò lágbára láti dárà lórí ìrísí àti ìròrí ẹnikẹ́ni: Pàápàá jùlọ àsìkò tí ó kún fún ọ̀pọ̀lọpọ̀ ìsòro.
549,"In the case of Alamu, the trouble-infested time-lapse did not spare his mind and his body.","Ní ti Àlàmú, àsìkò tí ó kún fún ìṣòro yìí kò fi ẹ̀mí àti ara rẹ̀ sílẹ̀."
550,"Within a short span of five months, his skin had become so saggy and so battered that he now looked far older than his age. Days kept ticking like the minute-hand of the clock - all along taking a heavy toll on him.","Láà̀árín àsìkò tí ò pọ̀, oṣù márùn-ún, awọ̀ ara rẹ̀ ti kú, o sì ti bajẹ́ tí ó fi jẹ́ ó dàbí i ẹni tí ó ti dàgbà ju ọjọ́ orí rẹ̀̀ lọ. Ọjọ́ ń yí lọ bí ọwọ aago, wọ́n sì ń darà fún  un."
551,His moustache had become overgrown. The hair stood straight and long over his upper lip - like the uncultivated bush of virgin land.,"Irunmú rẹ̀ ti kún àkúnju. Irun ibẹ̀ dúró sọọrọ, ó sì gùn kọjá ètè òkè rẹ̀ bí igbó ilẹ̀ tí wọn kò ì tì dáko lorí rẹ̀ rí."
552,"An almost impenetrable forest of hair had grown on his head, making the head heavy and dense.","Igbó irun kìjikìji tí ò ṣe é wọ̀ ni ó ti hù lorí rẹ̀, tí ó ń jẹ́ kí olórí sì jọ ọ̀dẹ̀."
553,"In the mornings, he would run the comb through the wiry kinks with some effort and his brow would tense up and knit in several wrinkles.","Láràárọ̀, á ti ìyarun bọ igbó kìjikìji orí rẹ̀ pẹ̀lu ìgbìyànjú díẹ̀, òkè ojú rẹ̀ á sì hun jọ."
554,He had on two or three occasions seen tears gathering in his own eyes as the long comb harrowed painfully across the overgrown bush on his head.,Bí ẹ̀ẹ̀mejì sí ẹ̀ẹ̀mẹ́ta ni omi ojú ṣara jọ sí ojú rẹ̀ bí ìyarun gígùn  náà ṣe ń kọjá nínú igbó àkúnjù tó wà lórí rẹ̀̀.
555,"At times. he would avoid, completely, the use of the comb. Just press down the mass of hair with his palm several times, then furry out of the house before Labake would start protesting against 'unkempt hair', scruffy appearance, and the like.","Nígbà mìíràn, kì í lo ìyarun rárá. Á kàn fọwọ́ tẹ igbo irun rẹ̀ mọ́lẹ̀ pẹ̀lú àtẹlẹwọ́, á wá tètè kúrò nínú ilé kí Làbákẹ́ tó máa polongo tako ìmúra rẹ̀ bí i irun tí kò túnṣe, ìrísí tí kò mọ́ tó àti bẹ́ẹ̀ bẹ́ẹ̀ lọ̣."
556,"But now, as he gazed in the mirror, he saw the need for him to be a little more careful with his own appearance.","Ṣùgbọ́n nísinsìnyí, bí ó ṣe ń wo inú dígí, ó rí i pé òun ní láti ṣọ́ra diè sí i nípa ìrísí òun."
557,"A look of deprivation was visible on the face that gazed back at him from inside the mirror. Worriedly, his eyeballs rotated inside the sockets.","Ìwò ẹni tí ìyà jẹ hàn lójú rẹ̀ bí ó ṣe ń wo ara rẹ̀ nínú dígí. Pẹ̀lú àìbalẹ̀ àyà, ẹyin ojú rẹ̀ yípo nínú àkọ̀ rẹ̀̀."
558,"His cheeks had sunk deep. What Alamu saw inside the mirror, actually, was nothing but a caricature of his own former self.",Ẹ̀rẹ̀kẹ́ rẹ̀ sì ti pa pó. Ohun tí Àlàmú rí nínú dígí kìí ṣe ohunkóhun bí ko ṣe òjìjí ara rẹ̀ tẹ́lẹ̀ rí.
559,"No wonder people always gazed at him curiously, suspiciously. He remembered the inquisitorial gaze people gave him, as he got down from his Volkswagen, walked across the street, and entered the bank the other day.","Abájọ tí àwọn ènìyàn fi máa ń wò ó tìyanu-tìyanu, tìfuta-tìfura. Ó rántí ìwò ìbéèrè tí àwọn ènìyàn wò ó, nígbà tó bọ́lẹ̀ nínú ọkọ̀ Volkswagen  rẹ̀, tí ó sì rìn òpópónà kọjá, tí ó lọ sí ilé ìfowópamọ́ sí lọ́jọ́ yẹn."
560,They turned their heads several times looking back at him and muttering - and he began to wonder what the problem was.,Wọ́n ń yírí wẹ̀yìn ní àìmọye ìgbà tí wọ́n ń wò ó tí wọ́n sì ń kùn - ó bẹ̀rẹ̀ si í wò pé kí ló fà á.
561,"He remembered being gazed at that way only  when he first arrived in England. In the streets of London, at the shopping centres and in the University Campus, stiff-necked, umbrella-swinging men and women eyed him from the comers of theirs eyes, winked and hissed at him.","Ó rántí pé wọ́n wo òun bẹ́ẹ̀ nígbà ti òun kọ́kọ́ déìlú òyìnbó. Ní òpópónà Lọ́ńdọ́ọ̀nù àti àwọn ilé ìtajà káàkiri nínú ọgbà Yunfásitì, àwọn ọlọ́run yíyi lọ́kùnrin lóbìnrin ń wò ó láti  kọ̀rọ̀ ojú wọn, wọn á ṣẹ́jú wọn á sì pòṣé sí i."
562,"Briskly, the people brushed past him without returning his greetings. And whenever he ventured a discussion, they turned strangely from him and moved away as if they'd encountered a human being who had just descended on their part of the earth from another planet!","Kíákíá, àwọn ènìyàn ń kọjá lára rẹ̀ láì dáhùn sí kíkí rẹ̀. Ìgbàkugbà tó bá sì dá sí ọ̀rọ̀ kan, wọn á kọ orí kúrò níbẹ̀, wọn á sì kúrò bí ìgbàtí wọ́n bá ríènìyàn tí ó ṣẹ̀ṣẹ̀ dé ayé wọn láti ayé mìíràn."
563,"At times, when he pinned them to a tight comer and threw some friendly questions at them, they answered him with an absent-minded ‘yes... yes... yes’ followed by some kind of mischievous chuckle that often made him look stupid.","Nígbà mìíràn, tó bá káwọn mọ́ kọ̀rọ̀ kan, tí ó sì bèèrè ìbéèrè lọ́wọ́ wọn pẹ̀lú òyàyà, wọn á dá a lóhùn láì fọkàn sí i “bẹ́ẹ̀ ni……bẹ́ẹ̀  ni…….bẹ́ẹ̀  ni”, ni wọ́n á fi dáhùn, tíwọn á sì rìn bí adìẹ, tí èyí sì máa ń jẹ́ kí ó jọ òmùgò."
564,"It was after some time that he got to know that the matter really was his peculiar accent; his bearing; his general comportment. It did not take him long, however, to readjust, and very soon, he became a free-mixer with lots and lots of friends among the white people.","Lẹ́yìn ìgbà díẹ̀, ni ó tó mọ̀ pé ìṣọwọ́ sọ̀rọ̀ rẹ̀ , ìrìnsí àti ìhùwàsí rẹ̀ ni ó fà á. Kò pẹ́ kí ó tótún raṣe, láàárín àsìkò díẹ̀ ó di alábàá ṣepọ̀ pẹ̀lú òpọ̀lọpọ̀ ọ̀rẹ́ láàárín àwọn aláwọ̀ fúnfún ."
565,"Here he was now, at home, going through a similar experience among his own people. But now, for a different reason.","Ótún wà nílé báyìí, ó sì ń la irú nǹkan yìí kọjá láàárín àwọn ènìyàn tirẹ̀. ṣùgbọ́n nísinsìnyí, fún ìdímìíràn ni."
566,"They gazed curiously at him. The gaze literally stripped him naked, and pierced him like a poisoned arrow would pierce the human skin.","Wọ́n ń wò ó tìyanu-tìyanu. Wíwò wọn ń faṣọ ya mọ́ ọn lára, ó sì ń gún un bí ìgbà tí ọfà bá wọ ara ènìyàn."
567,He was at the bank that day to collect his statement of account. He made a deposit some time after he sold his car. He now wanted to know the true position of the account.,Ó wásí ilé ìfowópamọ́ sí lọ́jọ́ náà láti gba ìwé ìṣirò owó rẹ̀. Ó tọ́ju owó ní kété tó ta mọ́tò rẹ̀. Ó wá fẹ́ mọ pàtó iye owó tó wà lórúkọ rẹ̀.
568,"As he took his seat on the sofa, waiting to be attended to, he decided he would just ignore the harassing look of the people.","Bí ó ṣe ń jókòó sórí àga tìmùtìmù tí ó ń dúró de ẹni tó máa dá a lóhùn, ó pinnu láti fojú pa àwọn ìwò burúkú tí àwọn ènìyàn ń wò ó rẹ́."
569,"They had come to transact business. He too had come to transact business. No more, no less.",Òwò ni wọ́n bá wá. Òun náà sìbá òwò wá.
570,Everybody must mind their own business. Directly opposite him were the bank officials. First cashier - current second cashier - savings; the ledger man; and the account clerks.,"Kí oníkálukú kọju mọ́ ohun tó bá wá. Ní ọ̀kánkán rẹ̀ gan an ni àwọn òṣìṣẹ́ ilé ifowópamọ́sí wà, onítọjú owó kinní,onítọjú owó kejì, olùtọ́júìwé ìṣirò owó àti akòwé ìṣirò."
571,Sitting inside the inner apartment were the Accountant and the Bank Manager and their two typists.,Àwọn tí wọ́n jókòó nínú lóhùn-ún ni àwọn oníṣirò àti alábojútó ilé ìfowópamọ́sí náà àti àwọn atẹ̀wéwọn méjì.
572,"Alamu avoided the Accountant and the Manager. He was quite familiar with them, but this time around, he was in no mood to exchange pleasantries.","Àlàmú yẹra fún oníṣirò àti alábojútó ilé ìfowópamọ́sí náà. Wọ́n mọra dáadáa, ṣùgbọ́n kò sí lára Àlàmú  láti kí ènìyàn lásìkò yìí."
573,"They might in the process, start asking him questions about this, about that... questions, for instance, about his place of work and the latest development there.","Wọ́n lè máa fìyẹn bí í ní àwọn ìbéèrè oríṣìírísìí, fún àpẹẹrẹ iṣẹ́ rẹ̀ àti ìlọsíwájú tuntun níbẹ̀."
574,"These are questions he would not want to answer. He was in the bank only for a slight business, and would want to get out of the place as quickly as he could make it.","Kò sì ní fẹ́dáhùn sí irú àwọn ìbéèrè wọ̀nyí. Ó kàn wásí ilé ifowópamọ́ sí yìí fún òwò kékeré ni, á sì fẹ́ jáde ní kíákíá bí ó bá ṣe rọrùn sí."
575,"His attention was directed to the cashier current, who had in front of him a huge pile of new currency notes.","Ojú rẹ̀ lọ sí ọ̀dọ̀ olùtọ́jú owó kìíní, tí ó ní òkìtì owótúntún ńlá níwájú rẹ̀."
576,"With the tip of his finger, this cashier flipped expertly through the bundles counting to himself, and shaking his head all along - to attest to the correctness of his arithmetic.",Pẹ̀lú orí ìka ọwọ́ ni olùtọ́jú owó náà fi ń ṣí i láwẹ́láwẹ́ tí ó sì ń kà á síra rẹ̀ tí ó sì ju orí tẹ̀lé kíkà rẹ̀ yìí láti fìdí kíkà rẹ̀ yìí múlẹ̀.
577,The pile of notes in front of the cashier might be running to several thousands of naira. Perhaps four hundred thousand or even eight hundred thousand.,Òkìtì owó tó wà níwájú rẹ̀ yìí lè tó ẹgbẹẹgbẹ̀rún náírà. Bóyá ogún ọ̀kẹ́ tàbí ogójì  ọ̀kẹ́.
578,"This was the government bank - bank of all civil servants, top executives and merchants. So, there should be plenty of money to move around here. here.","Ilé ìfowópamọ́sí ti ìjọba ni eléyìí̀, ilé fowópamọ́sí àwọn òṣìṣẹ́ ìjọba, alábojútó ńláńláàti àwọn oníṣòwò. Fún  ìdí èyí, ó yẹ kí owó tí wọ́n ń gbé káàkiri níbí pọ̀."
579,"The pile in front of the cashier, might even be running to a million naira.",Òkìtì owó iwájú onítọjú owó á ti máa wọ mílíọ́nù náírà kan.
580,"That was a pretty big sum enough money to build a decent well furnished mansion, buy a three-seater Mercedes Benz, set up a large business and feed a family of three for a period of ten years.","Owó ńlá gbáà ni èyí, ó tó kọ́ ilé ńlá tí a ṣe lọ́ṣọ̀ọ́ gidi, á ra ọkọ̀ mẹ̀sí ọlọ́yẹ́ oníjokòó mẹ́ta, á wá bẹ̀rẹ̀ òwòńlá, á sì bọ́ ẹbí eléèyàn mẹ́ta fún  odidi ọdún mẹ́wàá gbáko."
581,"Alamu's eyes kept turning to the direction of cashier number one, and to that huge pile in front of him. Would this cashier call his tally number and invite him to come and carry the pile away!.","Ojú Àlàmú kò kúrò ní apá ọ̀dọ̀ olùtọ́jú owó kìíníyìí, àti òkìtì owó tó wà níwájú rẹ̀. ṣé olùtọ́jú owóyìí á  pè é pé kí ó máa gbé òkìtì owó náà lọ!"
582,That would have been the end of his troubles.,Ìyẹn ò bá tán gbogbo wàhálà rẹ̀.
583,"All his problems would have disappeared there and then. He would have walked into his place of work at Bajoks Company Limited, the following morning and flung his resignation letter in the face of the Personnel Manager of the company, cursing him, swearing oaths at him for all his wickedness and handedness.","Gbogbo ìṣòro rẹ̀ ò bá parẹ lójú ẹsẹ̀. Kò bá wọ iléeṣé Bajoks tí ó ti ń ṣiṣẹ́ lówùúrọ̀ ọjọ́ kejì kí ó sì ju lẹ́tà ìfiṣẹ́sílẹ̀ rẹ̀ fún alábojútó iléeṣẹ́ náà, kí ó ṣépè fún un, kí ó búra gbogbo ìwà ìkà rẹ̀ sí òun àti rírorò tí ó rorò."
584,"He would have been spared, once and all the ordeal of anonymous petitions, stupid queries and master-minded enquiries and probes, all of which were attached to the big job of an Accountant, but now, he was neck-deep in all this official mess.","Kò bá ti bọ́ lẹ́ẹ̀kan lọ́wọ́ gbogbo ìpèlẹ́jọ́ àìmọ̀dí, lẹ́tà ṣàlàyé ara rẹ àti ọ̀fin tótó olùfisùn àti àwọn ìwádìí tí ó so mọ́ iṣẹ́ oníṣirò, ṣùgbọ́n nísinsìnyí, gbogbo wàhálà yìí ti wọ̀ ọ́ lọ́rùn."
585,"A million naira in his pocket?. ‘Come, come take your job back Mr. Personnel Manager! Oga patapata of Bajoks Company Limited! I don't want it anymore! I can employ you right now and pay your salary three years in advance.",Tí mílíọ́ọ̀nù ná írà kan bá wà lápò rẹ̀? Wá gba iṣẹ́ rẹ padà ọ̀gbẹ́ni alábojútó òṣìṣẹ́ iléeṣẹ́ Bajoks! N kò fẹ́ ẹ mọ́! Mo lè gbá ò siṣẹ́ báyìí ki ń sì san àsan-án-lẹ̀ owó oṣù rẹ̀ fún ọdún mẹ́ta.
586,"I'll then be your boss issuing queries to you, setting up probes against you, making you run from pillar to post bringing you down on your knees and finally giving you a letter of termination of appointment!","Màá wá jé ọ̀gá rẹ̀, màá pè ọ́ lẹ́jọ́, màá so wàhálà mọ́ ọ lẹ́sẹ̀, tí ó máa jẹ́ kí ó máa sáré mọ́tò kọlu kẹ̀kẹ́ lórí ìkúnlẹ̀, tí màá sì wá fún o níwẹ̀ẹ́ gbélé ẹ!!"
587,"Alamu watched as the fat-necked, pot-bellied rich men of the city hurried in and out of the bank carrying executive handbags packed full with currency notes. And he bit his lips.","Àlàmú ń wo bí àwọn olówó ìlú, ọlọ́rùn kíki àti àwọn oníkùn agbè ṣe ń wọlé-jáde nínú ilé ìfowópamọ́ sí pẹ̀lú àwọn bàágí ìfàlọ́wọ́ ńlá tí ó kún fún owó kọ̀rẹ́ńsì. Ó gé ètè rẹ̀ jẹ."
588,Here were the city's delicate millionaires and emergency directors of imaginary companies.,Èyí ni àwọn olówó mílíọ́nù-mílíọ́nù ẹlẹgẹ́ àti olùdarí pàjáwìrì fún àwọn iléeṣẹ́ àfọkànrò.
589,"But these people were making the money -  quite alright, quite easily, quite comfortably.","Ṣùgbọ́n àwọn ènìyàn yìí ń pawó dáadáa pẹ̀lú ìrọ̀rùn, pẹ̀lú ìfọkànbalẹ̀."
590,And it had never been recorded that any of them had faced the firing squad.,Kò sì sí lákọsílẹ̀ pé ọ̀kan nínú wọn fẹ̀yìn tọ àgbá.
591,Here they were now smoking tobacco and laughing hilariously as they carried millions of naira in and out of the bank.,"Níbí, wọ́n ń fa tábà, tí wọ́n sì ń rẹ́rìn-ín àrìyá bí wọ́n ṣe ń gbé mílíọ́nù náírà wọlé jáde ilé ìfowópamọ́sí ."
592,People who could not sign their own names but were always thumb-printed!,Àwọn tí ò lè fọwọ́ síwèébí kò ṣe kíwọ́n tẹ̀ka! 
593,These were people who could neither read nor write.,Èyí ni àwọn ènìyàn tí ò lè kọ tàbí kíwọ́n lè ka ìwé.
594,These were people who could not write the letter 'O' with the bottom of a round bottle!,Àwọn ènìyànyìí ni wọn kò lè fìdí ìgò kọ “O”.
595,"One's purpose of education had been defeated! If one would burn the midnight oil and face the wrath of the terrible winter in the white man's land for donkey years, and still come back home to suffer and suffer then book work was sheer waste of time, a real waste of energy.","Wọ́n ti borí ìdífún ìwé kíkà, bí ènìyàn bá jó epo àtùpà òru, tí ó sì fojú winá òtútù burúkú nílẹ̀ aláwọ̀funfunfún àìmọye ọdún, tí ó tún padà wálé wá jìyà –ìfàsìkò ṣòfò gbáà ni ìwé kíkà jẹ́ nígbà yẹn, ìfokun ṣòfò gbáà ni."
596,"The Accounts Clerk beckoned on Alamu, stretched out his hands and handed over to him the small slip inside which he inscribed the balance of his account.","Akọ̀wé ìṣirò owó ti pe Àlàmú , ó sì na wọ́ ìwé pélébé tí ó kọ owó tí ó ṣẹ́kù fún un sí."
597,It was a debit balance of seventy naira! Alamu's head turned round and round.,Ó jẹ gbèsè àádọ́run náírà! Orí Àlàmú  yípo yípo.
