English,Yoruba
You must be signed in as an admin to view this page,O gbọdọ̀ wọlé bíi alábòójútó láti wo ojú-ewé yìí
You must be signed in as an admin or coach to view this page,O gbọdọ̀ wọlé bíi alábòójútó tàbí akọ́ni láti wo ojú-ewé yìí
Maximum 125 characters,Ọmọ-ọ̀rọ̀ 125 ni èyítí ó pọ̀ jù
Classes to assign the user to as a coach:,Ọ̀wọ́ tí òǹṣàmúlò yóò wà gẹ́gẹ́ bí akọ́ni:
Valid only for Coach and Admin user types,Tọ́ fún irúfẹ́ àwọn olùṣàmúlò Akọ́ni àti Alábòójútó
"List of class names, separated by commas","Ìtòlẹ́sẹẹsẹ àwọn orúkọ ọ̀wọ́, tí àmì ìdánudúró pín-níyà"
"If an existing class does not match by name, it will be created","Bí ọ̀wọ́ tí ó wà tẹ́lẹ̀ kò bá bá orúkọ mu, yóò di dídá"
Classes to enroll the user in as a learner:,Àwọn ọ̀wọ́ ti olùṣàmúlò yóò fi orúkọ sílẹ̀ sí gẹ́gẹ́ bí i akẹ́kọ̀ọ́:
Can be any type of user,Lè jẹ́ èyíkéyìí irúfẹ́ olùṣàmúlò
"Maximum 125 characters. To leave unchanged, use an asterisk:","Ọmọ-ọ̀rọ̀ 125 ni èyítí ó pọ̀ jù. Láti máa ṣe àyípadà, lo àmì ìràwọ̀:"
Possible values:,Àwọn ohun tí ó ṣe é ṣe:
"A four-digit year, greater than 1900","Ọdún ẹlẹ́yọ-òǹkà mẹ́rin, tí ó ju 1900 lọ"
Allow learners to edit their full name,Fàyègba àwọn akẹ́kọ̀ọ́ láti ṣàtúnṣe orúkọ wọn ní kíkún
Allow learners to change their password when signed in,Fàyègba àwọn akẹ́kọ̀ọ́ láti ṣàyípadà ọ̀rọ̀-aṣínà wọn nígbà tí wọ́n forúkọsílẹ̀wọlé
Allow learners to edit their username,Fàyègba àwọn akẹ́kọ̀ọ́ láti ṣàtúnṣe orúkọ-òǹṣàmúlò wọn
Import users from spreadsheet,Kó àwọn olùṣàmúlò wọlé láti inú àtẹ-iṣẹ́
"CAUTION: importing from CSV will make many changes to your users and classes, and these changes cannot be easily reverted.","ÌṢỌ́RA : kíkówọlé láti inú CSV yóò mú ọ̀pọ̀lọpọ̀ àtúnṣe bá àwọn olùṣàmúlò àti ọ̀wọ́ ẹ̀kọ́ọ̀ rẹ, àwọn àyípadà wọ̀nyí kò ṣe é dá padà nírọ̀rùn."
create new users,ṣẹ̀dá àwọn olùṣàmúlò tuntun
update existing users (for users with matching usernames),ṣàfikún àwọn olùṣàmúlò tí ó wà tẹ́lẹ̀ (fún àwọn òǹṣàmúlò tí orúkọ-òǹṣàmúlò bára mu)
"Optionally, you can also delete users and classes that are not referenced in the spreadsheet.","Láṣàyàn, o le pa àwọn òǹṣàmúlò àti ọ̀wọ́ ẹ̀kọ́ tí kò ní ìtọ́kasí sí níní àtẹ-iṣẹ́ náà."
"To proceed, select a CSV file:","Láti tẹ̀síwájú, yan àkápọ̀-iṣẹ́  CSV kan: "
The following changes were made:,Àwọn àyípadà wọ̀nyí ni ó di ṣíṣe:
These rows have errors and will be skipped if you continue:,Àwọn ìlà wọ̀nyí ní àwọn ìṣìṣe yóò sì di fífòdá bí o bá bá ǹṣó:
These rows were skipped:,A fo àwọn ìlà wọ̀nyí dá:
Explore without account,Ṣàwárí láìní ìṣàmúlò
Kolibri is an e-learning platform. You can also use your Kolibri account to log in to some third-party applications.,Kolibri jẹ́ gbàgede ìkẹ́kọ̀ọ́ orí ẹ̀rọ-ayélujára. O tún lè fi ìṣàmúlò Kolibri rẹ wọlé sí àwọn ohun-èlò ìṣiṣẹ́ mìíràn.
Powered by Kolibri,Kolibri ló ṣe onígbọ̀wọ́
Access to Kolibri has been restricted for external devices,Ìráàyè sí Kolibri ti di ìhámọ́ fún àwọn ẹ̀rọ ti-òde
"To change this, sign in as a super admin and update the Device network access settings","Láti pa èyí dà, forúkọsílẹ̀ wọlé gẹ́gẹ́ bí alábòójútó àràmàndà kí ó ṣàtúnṣe ààtò ìṣàsopọ̀ Ẹ̀rọ náà"
Are you a new user?,Ǹjẹ́ olùṣàmúlò tuntun ni ọ́?
Sign in if you have an existing account,Forúkọsílẹ̀-wọlé tí o bá ti ní aṣàmúlò tẹ́lẹ̀
Ask your administrator to create an account for these facilities:,Sọ fún alábòójútó rẹ kí ó ṣẹ̀dá aṣàmúlò fún àwọn ohun-èlò wọ̀nyí:
Select the facility that you want to associate your new account with:,Yan ohun-èlò tí o fẹ́ kí ó jẹ́ alábàáṣepọ̀ pẹ̀lú aṣàmúlò rẹ tuntun:
Select the facility that has your account,Yan ohun-èlò tí ó ní aṣàmúlò rẹ
"Incorrect username, password, or facility","Orúkọ-òǹṣàmúlò, ọ̀rọ̀-ìfiwọlé, tàbí ohun-èlò kò tọ́"
Beginning of reading passage footnotes.,Ìbẹ̀rẹ̀ kíka ọ̀rọ̀-abẹ́ àyọkà
Choose 1 answer:,Yan ìdáhùn 1:
Sign in or create an account to begin earning points,Forúkọsílẹ̀ wọlé tàbí ṣẹ̀dá aṣàmúlò láti máa gba ojú-àmì
Giving this device a meaningful name can help you and others you connect with to recognize it,Fífún ẹ̀rọ yìí ní orúkọ tí ó nítumọ̀ lè ṣèrànlọ́wọ́ fún ìwọ àti àwọn tí o bá bá ṣe ìṣàsopọ̀ láti dá a mọ̀
What kind of learning environment is your facility?,Irú àyíká ìkẹ́kọ̀ọ́ wo ni ohun-èlò rẹ?
"For schools, educational programs, organizations, or other group learning settings that will share the use of Kolibri","Fún àwọn iléèwé, ètò ẹ̀kọ́, iléeṣẹ́, tàbí àwọn ààtò ìkẹ́kọ̀ọ́ lẹ́gbẹ́lẹ́gbẹ́ mìíràn tí yóò jọ ṣe àjọpín Kolibri"
Advanced setup,Ìṣètò tó rékọjá-àlà
How are you using Kolibri?,Báwo ni o ṣe ń lo Kolibri?
"For homeschooling, supplementary individual learning, and other self-directed use","Fún ètò ẹ̀kọ́-ilé, àfikún ìkẹ́kọ̀ọ́ àdára-ẹni-kọ́, àti àwọn ìṣàmúlò fún ara ẹni mìíràn"
Configure facility,Ṣàtúntò sí ohun-èlò
Would you like to configure a facility?,Ǹjẹ́ ó hùn ọ́ kí o ṣàtúntò ohun-èlò?
How do you plan to use Kolibri?,Báwo ni o ṣe fẹ́ lo Kolibri?
"Username only can contain characters, numbers and underscores","Orúkọ aṣàmúlò nikan ni o le ni àwọn ẹyọ ọ̀rọ̀, nọmba ati àwọn ìlà abẹ́"
content session logs,akoonu sáà àwọn àkọsílẹ̀ iṣẹ́
content summary logs,àkóónù ìṣoníṣókí àwọn àkọsílẹ̀ iṣẹ́
Both individual learners and groups,Àwọn akẹ̀kọ̀ọ́ paapọ̀ lọ́kọ̀ọ̀kan àti àwọn ẹgbẹ́
Total questions,Àpapọ̀ àwọn ìbéèrè
"Consult your administrator for guidance, or use an account with device permissions to manage content channels.","Kànsí alábòójútó fún ìtọ́ni, tàbí lo àkọọ́lẹ̀ pẹ̀lú àwọn àṣẹ ohun elò láti lo àwọn ìkanni àkoonú."
Resources unavailable,Kòsí àwọn ohun èlò
Some resources are missing or not supported,Kòsí àwọn ohun èlò kan tàbí kò látìlẹyìn
Removing facility,Ṣàyọkúrò ohun èlò
Device permissions,Àwọn ìgbàláàyè ẹ̀rọ
There is already a facility with this name on this device,Ohun-èlò tí ó ní orúkọ yìí ti wà lórí ẹ̀rọ yìí
No users exist,Kò sí àwọn olùṣàmúlò
This field is required,Àfo yìí pọn dandan
Select all on page,Yan ohun gbogbo ní ojú ewé
Usage and privacy,Ìlò ati ìpamọ́ àṣìírí
"Username can only contain letters, numbers, and underscores","Lẹ́tà, nọ́ḿbà, àti ìlà abẹ́ nìkan ni orúkọ aṣàmúlò le ní"
Enter admin credentials,Ṣàtẹ̀wọlé àwọn ohun ẹ̀rí alábòójútó
Most recent sync failed,Ìmúdọ́gba ikẹ́yìn yii kùnà
Class created,Ti ṣẹ̀dá yàrá ìkẹ́kọ̀ọ́
Class deleted,Ti pa yàrá ìkẹ́kọ̀ọ́ rẹ́
Group created,Ti ṣẹ̀dá ẹgbẹ́
Lesson copied,Ti ṣẹ̀dà ẹ̀kọ́
Lesson created,Ti ṣàgbékalẹ̀ ẹ̀kọ́
Lesson deleted,Ti pa ẹ̀kọ́ rẹ́
Password reset,Àtúntò ọ̀rọ̀ aṣìnà
Quiz copied,Ti ṣẹ̀dà ìdánwò kúkúrú
Resource order saved,Ìtò èròjà iṣẹ́ ti ṣàfipamọ́
Did you forget to sign in?,Ṣé o gbàgbé láti forúkọsílẹ̀ wọlé?
You must be signed in as a learner to view this page,O gbọdọ̀ forúkọsílẹ̀-wọlé bíi akẹ́kọ̀ọ́ láti wo ojú-ewé yíì
You must be signed in to view this page,O gbọdọ̀ ti forúkọsílẹ̀-wọlé láti wo ojú-ewé yíì
No coaches exist,Kò sí olùkọ́ kankan
No learners exist,Kò sí akẹ́kọ̀ọ́ kankan
The network address can be an IP and port like '192.168.0.100:8080' or a URL like 'example.com':,Ojúlé ìṣàsopọ̀ le jẹ́ IP àti ihòìsopọ̀araẹ̀rọ bí i '192.168.0.100:8080' tàbí URL bí i 'example.com':
The first thing you should do is import some channels to this device.,Ohun àkọ́kọ́ tí ó yẹ kí o ṣe ni pé kí o kó àwọn ìkànnì sórí ẹ̀rọ yìí.
The first thing you should do is import some resources from the Channels tab.,Ohun àkọ́kọ́ tí ó yẹ kí o ṣe ni pé kí o kó àwọn ohun àmúlò ìrànlọ́wọ́ wọlé láti ìpín ojú ewé Ìkànnì.
