English	Yoruba
The United States branch reports that none of the 5,123 publishers in the area died or suffered injuries.	Ẹ̀ka ọ́fíìsì wa ní Amẹ́ríkà sọ pé kò sí ìkankan lára ẹgbẹ̀rún márùn-ún àti mẹ́tàlélọ́gọ́fà (5,123) akéde tó wà níbẹ̀ tó kú tàbí tó fara pa.
However, 84 publishers were displaced.	Àmọ́ akéde mẹ́rìnlélọ́gọ́rin (84) ní láti kúrò níbi tí wọ́n ń gbé.
Additionally, 8 of the brothers’ homes sustained major damage and 34 sustained minor damage.	Yàtọ̀ síyẹn, ilé mẹ́jọ àwọn ará wa bà jẹ́ gan-an, ilé mẹ́rìnlélọ́gbọ̀n (34) míì sì bà jẹ́ díẹ̀.
Volunteers in nearby congregations have begun the cleanup efforts with the support of Local Design/Construction personnel.	Àwọn ará ìjọ lágbègbè náà ti bẹ̀rẹ̀ sí í yọ̀ǹda ara wọn láti palẹ̀ ìdọ̀tí mọ́, wọ́n sì ń ṣiṣẹ́ pẹ̀lú àwọn ará tó wà ní Ẹ̀ka Tó Ń Yàwòrán Ilé Tó sì Ń Kọ́ Ọ.
The circuit overseers in the impacted areas are coordinating shepherding for those affected.	Àwọn alábòójútó àyíká tó wà lágbègbè tí àjálù náà ti ṣẹlẹ̀ ń fáwọn ará tọ́rọ̀ kàn níṣìírí.
We pray that our brothers will continue to be comforted by the practical and spiritual support they are receiving during this trial.	Àdúrà wa ni pé kí ìrànlọ́wọ́ táwọn ará wa rí gbà nípa tara àti nípa tẹ̀mí tù wọ́n nínú lásìkò ìṣòro yìí.
	
On January 9, a powerful storm resulting in widespread mudslides wreaked havoc on residents in the southern part of California, United States.	Ní January 9 lórílẹ̀-èdè Amẹ́ríkà, ìjì líle kan jà ní gúúsù ìpínlẹ̀ California. Ìjì yẹn ló fa ọ̀gbàrá púpọ̀ gan-an tó sì han àwọn ará ìlú léèmọ̀.
News reports indicate that at least 21 people were killed and hundreds of homes were damaged or destroyed.	Ìròyìn jẹ́ ká mọ̀ pé àwọn mọ́kànlélógún [21] ló pàdánù ẹ̀mí wọn sínú ìṣẹ̀lẹ̀ burúkú yẹn, ọ̀pọ̀ ilé ló wó, àwọn míì sì bàjẹ́.
No publishers were among those killed by the disaster.	Kò sí ọ̀kankan nínú àwọn ará wa tó kú sínú ìṣẹ̀lẹ̀ náà.
In Burbank, the home and property of one publisher was damaged, and an additional eight families were evacuated in Ventura.	Àmọ́ ní ìlú Burbank, ìjì yẹn ba ilé àtàwọn nǹkan ìní akéde kan jẹ́. Bákan náà, ní ìlú Ventura ìdílé mẹ́jọ ló ti sá kúrò nílé.
No Kingdom Halls were damaged by the mudslides.	Gbọ̀ngàn Ìjọba kankan kò bàjẹ́.
The circuit overseers and the Disaster Relief Committee, along with Local Design/Construction representatives, continue to support publishers who have been affected by the mudslides and the recent wildfires.	Àwọn Alábòójútó àyíká pẹ̀lú Ìgbìmọ̀ Tó Ń Ṣètò Ìrànwọ́ Nígbà Àjálù àti àwọn aṣojú láti Ẹ̀ka Tó Ń Yàwòrán Ilé Tó sì Ń Kọ́ Ọ jọ ń ṣiṣẹ́ pọ̀ láti ṣèrànwọ́ fáwọn tí àjálù dé bá.
During this time, we continue to keep our brothers in our prayers, confident that Jehovah will keep them strong.	Ní irú àsìkò tí nǹkan nira yìí, àá máa báa lọ láti rántí àwọn arákùnrin àtàwọn arábìnrin wa nínú àwọn àdúrà wa, ó dá wa lójú pé Jèhófà máa fún wọn lókun tí wọ́n nílò.​
	
Joseph F. Rutherford, then serving as president of the Watch Tower Society, was present when construction began on the Kingdom Hall located at 1228 Pensacola Street, Honolulu, Hawaii.	Ọdún 1935 ni ìṣẹ̀lẹ̀ amọ́kànyọ̀ yìí kọ́kọ́ wáyé.
The year was 1935.	Arákùnrin Joseph F. Rutherford, tó jẹ́ ààrẹ Watch Tower Society nígbà yẹn wà níbẹ̀ nígbà tí wọ́n bẹ̀rẹ̀ sí í kọ́ Gbọ̀ngàn Ìjọba tó wà ní ojúlé 1228 ní Pensacola Street, ìlú Honolulu, ìpínlẹ̀ Hawaii.
This little building would carry the distinction of being the first in the world to be named “Kingdom Hall.” It would also serve as an anchor for tremendous growth over the next eight decades.	Kò ní yà yín lẹ́nu pé ilé kékeré tí wọ́n kọ́ nígbà yẹn ni ilé ìjọsìn àwa Ẹlẹ́rìí Jèhófà tá a kọ́kọ́ pè ní “Gbọ̀ngàn Ìjọba.” Àtìgbà yẹn làwa èèyàn Jèhófà ti ń pe àwọn ibi tá a máa ń kóra jọ sí láti jọ́sìn ní Gbọ̀ngàn Ìjọba, ìyẹn sì ti lé lọ́gọ́rin (80) ọdún báyìí.
Today, 85 years later, the Pensacola Street Kingdom Hall is used by four congregations that support meetings held in five languages, including Hawaii Pidgin.	Ní báyìí, àwọn ìjọ mẹ́rin ló ń ṣèpàdé nínú Gbọ̀ngàn Ìjọba yẹn, èdè márùn-ún ni wọ́n sì fi ń ṣèpàdé níbẹ̀, títí kan èdè Hawaii Pidgin.
* The Kingdom Hall shortly after it was built in 1935 Before the COVID-19 pandemic, our brothers invited the local community, government officials, and educators to an open house from February 11 to 15, 2020, after completely remodeling the historic building.	* Gbọ̀ngàn Ìjọba tá a ṣẹ̀ṣẹ̀ tún kọ́ ní 1228 Pensacola Street, Honolulu, Hawaii Ní February 11 sí 15, 2020, ìyẹn kí àrùn COVID-19 tó gbayé kan, lẹ́yìn tá a ti tún Gbọ̀ngàn Ìjọba àkọ́kọ́ yẹn kọ́, àwọn ará wa pe àwọn ará ìlú, àwọn aṣojú ìjọba àtàwọn olùkọ́ láti wá ṣèbẹ̀wò kí wọ́n sì rín yí ká ilé náà.
Visitors were escorted on a tour of the building, viewed historical displays, and listened to presentations by the brothers that highlighted the activities of Jehovah’s modern-day organization.	Àwọn ará wa mú àwọn àlejò náà rìn yí ká ilé náà, kí wọ́n lè rí onírúurú fọ́tò àtàwọn àkọ́sílẹ̀ ìtàn nípa ilé náà. Yàtọ̀ síyẹn, àwọn arákùnrin tún ṣàlàyé àwọn nǹkan táwa Ẹlẹ́rìí Jèhófà ń gbé ṣe lóde òní fún wọn.
The event culminated on February 16, with a dedication talk by Brother David H. Splane, a member of the Governing Body of Jehovah’s Witnesses.	Nígbà tó di February 16, Arákùnrin David H. Splane tó jẹ́ ọ̀kan lára Ìgbìmọ̀ Olùdarí àwa Ẹlẹ́rìí Jèhófà wá fọba lé e pẹ̀lú àsọyé ìyàsímímọ́.
One sister who helped with preparations for the program said: “Even though the community open house wasn’t about preaching, we feel that a great witness was given to many who may otherwise have never learned about Jehovah’s Witnesses.” The event helped our brothers and sisters gain a deeper sense of their rich spiritual heritage in the Hawaiian Islands and to personally see the fulfillment of the words, “In the islands of the sea they will glorify the name of Jehovah the God of Israel.	Arábìnrin kan tó wà lára àwọn tó ṣe àwọn ìmúrasílẹ̀ kan kí ètò náà lè kẹ́sẹ járí sọ pé: “Bó tiẹ̀ jẹ́ pé kì í ṣe torí àtiwàásù fáwọn èèyàn náà la ṣe ní kí wọ́n wá ṣèbẹ̀wò, a gbà pé ẹ̀rí ńlá ni ìbẹ̀wò náà jẹ́ fún ọ̀pọ̀ èèyàn tó ṣeé ṣe kí wọ́n má mọ̀ nípa àwa Ẹlẹ́rìí Jèhófà.” Ètò tá a ṣe pé káwọn èèyàn rìn yí ká Gbọ̀ngàn Ìjọba yẹn mú káwọn ará wa lọ́kùnrin àti lóbìnrin túbọ̀ lóye ìtàn àwa Ẹlẹ́rìí Jèhófà láwọn erékùṣù Hawaii, ó sì mú kí wọ́n rí ìmúṣẹ Ọ̀rọ̀ Ọlọ́run tó sọ pé: “Ní àwọn erékùṣù òkun, wọ́n máa yin orúkọ Jèhófà, Ọlọ́run Ísírẹ́lì lógo.
^ par. 2 During the current COVID-19 pandemic, all congregation meetings in the United States are temporarily being held via videoconference rather than in Kingdom Halls.	^ ìpínrọ̀ 2 Lásìkò tí àrùn COVID-19 gbòde, orí ẹ̀rọ ayélujára ni gbogbo ìjọ àwa Ẹlẹ́rìí Jèhófà lórílẹ̀-èdè Amẹ́ríkà ti ń ṣèpàdé dípò kí wọ́n máa kóra jọ nínú Gbọ̀ngàn Ìjọba.
	
In recent months, multiple wildfires have blazed across the state of California, charring some 362 square kilometers (140 sq mi) and leaving a massive burn scar on the landscape.	Ní oṣù díẹ̀ sẹ́yìn, àwọn iná kan jó ní ìpínlẹ̀ California, ó sì ba agbègbè tó tó ọgọ́rùn-ún mẹ́ta ó lé ọgọ́ta àti méjì kìlómítà jẹ́ níbùú àti lóòró (362 square kilometers).
The United States branch reports that more than 1,700 brothers and sisters had to evacuate due to the various fires.	Ẹ̀ka ọ́fíìsì wa ní Amẹ́ríkà ròyìn pé àwọn ará tó lé ní ẹgbẹ̀rún kan ó lé ọgọ́rùn-ún méje (1,700) ló ti sá kúrò nílé nítorí àwọn iná tó jó léraléra náà.
No injuries or fatalities have been reported.	A ò tíì gbọ́ pé ẹnikẹ́ni fara pa tàbí kú.
The Sandalwood Fire in Calimesa that started on October 10, 2019, destroyed the home of one of our brothers.	Ní October 10, 2019, iná tó jó àdúgbò Sandalwood tó wà ní Calimesa ba ilé ọ̀kan lára àwọn arákùnrin wa jẹ́.
Also, some homes have sustained minor smoke damage.	Bákan náà, èéfín ba àwọn ilé kan jẹ́ díẹ̀.
Almost all who evacuated have been able to return home.	Ó fẹ́rẹ̀ẹ́ jẹ́ gbogbo àwọn tó sá kúrò nílé ló ti pa dà sílé.
“We can’t overstate the importance of obeying direction in these cases,” stated one elder who lives in one of the affected areas.	Ọ̀kan lára àwọn alàgbà tó ń gbé láwọn ibi tí iná náà ti jó sọ pé: “Ó ṣe pàtàkì gan-an pé ká máa tẹ̀ lé ìtọ́ni tí irú nǹkan báyìí bá ṣẹlẹ̀, kódà, ó yẹ ká tẹnu mọ́ ọn dáadáa.
“Our brothers quickly evacuated the danger zones, and this allowed firefighters to concentrate on fighting the blaze instead of searching for people.” Circuit overseers and local elders continue to coordinate relief supplies for evacuees.	Ẹsẹ̀kẹsẹ̀ làwọn ará wa ti kúrò láwọn ibi tí iná náà ti ń jó, ìyẹn sì jẹ́ kó rọrùn fáwọn panápaná láti gbájú mọ́ bí wọ́n ṣe máa pa iná náà dípò kí wọ́n máa wá àwọn èèyàn kiri.” Àwọn alábòójútó àyíká àti àwọn alàgbà tó ń gbé lágbègbè náà ń ṣe gbogbo ohun tí wọ́n lè ṣe láti pèsè ìrànwọ́ fún àwọn tó sá kúrò nílé.
The loving concern and hospitality demonstrated by publishers in the surrounding areas have been outstanding.	Ìfẹ́ àti ẹ̀mí ọ̀làwọ́ tí àwọn akéde tó ń gbé lágbègbè yìí fi hàn bùáyà.
Regarding this outpouring of Christian love, one circuit overseer noted, “We had no problem finding housing for all those displaced.” We are grateful to Jehovah for those who “have become a source of great comfort” for our brothers and sisters affected by these wildfires.	Torí ìfẹ́ tó jinlẹ̀ táwọn ará fi hàn, alábòójútó àyíká kan sọ pé: “Kò ṣòro fún wa rárá láti rí ilé táwọn tó sá kúrò nílé máa gbé.” A dúpẹ́ lọ́wọ́ Jèhófà torí àwọn tó “ti di orísun ìtùnú” fún àwọn arákùnrin àtàwọn arábìnrin wa tí iná yìí lé kúrò nílé.
	
On November 14, 2019, a student opened fire on fellow classmates at a high school in Santa Clarita, California.	Ní November 14, 2019, ọmọ ilé ìwé kan dàbọn bolẹ̀ láàárín àwọn ọmọ kíláàsì rẹ̀ ní ilé ẹ̀kọ́ girama tó wà nílùú Santa Clarita, ní California.
The gunman killed two students and wounded three, before shooting himself.	Ọmọ náà pa ọmọ ilé ìwé méjì, ó sì ṣe àwọn mẹ́ta léṣe, kó tó wá pa ara ẹ̀.
Sadly, Dominic Blackwell, the son of one of our sisters, was one of the students killed.	Ó bani nínú jẹ́ pé Dominic Blackwell, ọmọ arábìnrin wa kan wà lára àwọn ọmọ ilé ìwé tó yìnbọn pa.
He was 14 years old and regularly attended meetings with his mother, Sister Nancy Blackwell.	Ọmọ ọdún mẹ́rìnlá (14) ni, ó sì máa ń lọ sí ìpàdé déédéé pẹ̀lú ìyá rẹ̀ tó ń jẹ́ Nancy Blackwell.
Dominic is survived by his parents and three younger siblings.	Bàbá, ìyá àti àbúrò mẹ́ta ni Dominic fi sílẹ̀.
The elders are providing Scriptural comfort and support to the family and the local congregation.	Àwọn alàgbà ń pèsè ìtùnú látinú Ìwé Mímọ́ fún ìdílé yìí àtàwọn ará ìjọ wọn.
We are deeply saddened to hear about this tragedy.	Ó bà wá nínú jẹ́ gan-an pé irú àjálù burúkú yìí ṣẹlẹ̀.
We long for the time when God will “wipe out every tear .	À ń retí ìgbà tí Ọlọ́run máa ‘nu gbogbo omijé kúrò tí ikú ò ní sí mọ́, tí kò sì ní sí ọ̀fọ̀ tàbí ẹkún tàbí ìrora mọ́.’
	
Dates: August 9-11, 2019	Déètì: August 9 sí 11, 2019
Location: Chase Field in Phoenix, Arizona, United States	Ibi Tó Ti Wáyé: Chase Field ní Phoenix, Arizona, Orílẹ̀-èdè Amẹ́ríkà
Program Language: English	Èdè: Gẹ̀ẹ́sì
Peak Attendance: 40,237	Àwọn Tó Wá: 40,237
Total Number Baptized: 352	Àwọn Tó Ṣèrìbọmi: 352
Number of International Delegates: 5,000	Àwọn Tó Wá Láti Ilẹ̀ Òkèèrè: 5,000
Invited Branches: Australasia, Britain, Canada, Central Europe, Chile, France, Greece, India, Italy, Korea, Micronesia, Scandinavia, Sri Lanka, Tahiti, Thailand, Trinidad and Tobago, Turkey	Àwọn Ẹ̀ka Ọ́fíìsì Tá A Pè: Australasia, ilẹ̀ Gẹ̀ẹ́sì, Kánádà, Central Europe, Chile, Faransé, Gíríìsì, Íńdíà, Ítálì, Kòríà, Micronesia, Scandinavia, Sri Lanka, Tahiti, Thailand, Trinidad and Tobago, Tọ́kì
Local Experience: Steve Moore, the president and CEO of Visit Phoenix, which helps book conventions, hotels, and resorts in the Phoenix area, commented:	Ìrírí: Steve Moore tó jẹ́ ààrẹ àti Ọ̀gá àgbà iléeṣẹ́ kan tí wọ́n ń pè ní Visit Phoenix, ló bá wa ṣètò ibi tá a ti ṣe àpéjọ náà, àwọn òtẹ́ẹ̀lì àti ibi ìgbafẹ́ tá a ṣeré lọ ní ìlú Phoenix, ó sọ pé:
“[This convention] is the most professionally organized convention I’ve ever had the pleasure of working with in a very long career.	“Ọjọ́ pẹ́ gan-an tí mo ti ń ṣiṣẹ́ yìí, àmọ́ àpéjọ yín ló ṣì wà létòletò jù látìgbà tí mo ti ń ṣiṣẹ́ yìí. Inú mi dùn pé a jọ ṣiṣẹ́.
"And on top of that, you promise to clean the stadium before you leave—no one else does that.”"""	"Yàtọ̀ síyẹn, ẹ ṣèlérí pé ẹ máa jẹ́ kí pápá ìṣeré yìí wà ní mímọ́ kẹ́ ẹ tó kúrò, kò sẹ́ni tó sọ bẹ́ẹ̀ rí, àfẹ̀yin nìkan.”"""
	
In January 2019, the museum exhibits at world headquarters were officially made available in American Sign Language (ASL).	Bẹ̀rẹ̀ láti January 2019, ó ti ṣeé ṣe fáwọn tó gbọ́ Èdè Adití ti Amẹ́ríkà (ASL) láti túbọ̀ gbádùn ìbẹ̀wò wọn sí oríléeṣẹ́ wa.
Enrique Ford, who oversees the Museum Department, explains: “The translation and computer programming effort that went into making the museum content available to the ASL community was extraordinary!	Arákùnrin Enrique Ford, tó jẹ́ alábòójútó Ẹ̀ka Àwọn Nǹkan Ìṣẹ̀ǹbáyé sọ pé: “Iṣẹ́ kékeré kọ́ ni ẹ̀ka ìtúmọ̀ èdè àti ti kọ̀ǹpútà ṣe láti mú káwọn ará wa lóye àwọn nǹkan ìṣẹ̀ǹbáyé yìí ní Èdè Adití ti Amẹ́ríkà (ASL)!
Now deaf and hard-of-hearing brothers and sisters who visit our exhibits can have an immersive, engaging, and educational experience when they tour.” Ana Barrios, who is deaf and serves as a regular pioneer in New York, was among the first to tour the exhibits in ASL.	Torí náà, àwọn ará wa lọ́kùnrin àti lóbìnrin tí wọ́n jẹ́ adití tàbí tí wọn ò fi bẹ́ẹ̀ gbọ́rọ̀ tí wọ́n máa ń ṣèbẹ̀wò síbi ìpàtẹ wa máa gbádùn ẹ̀ dọ́ba báyìí. Á mú kí wọ́n túbọ̀ mọyì ohun tí wọ́n rí, á wú wọn lórí, á sì túbọ̀ kọ́ wọ́n lẹ́kọ̀ọ́ gan-an.” Arábìnrin Ana Barrios, tó jẹ́ adití tó sì ń ṣe aṣáájú-ọ̀nà déédéé nílùú New York, wà lára àwọn tó kọ́kọ́ ṣèbẹ̀wò síbi ìpàtẹ yìí.
She commented: “Getting the device with ASL content was thrilling!	Ẹ gbọ́ ohun tó sọ: “Nígbà tí mò ń wo àlàyé nípa àtẹ náà lédè adití lórí ẹ̀rọ tí wọ́n gbé fún mi, orí mi wú!
Although I had been to the museum before and was familiar with the layout, the information had not yet touched my heart because I didn’t fully understand the details from just reading the English captions.	Kì í ṣe ìgbà àkọ́kọ́ tí mo máa wá síbí rèé, léraléra ni mo sì ti rí àwọn nǹkan tí wọ́n pàtẹ, síbẹ̀ ìgbà àkọ́kọ́ rèé tí ohun tí mo rí wọ̀ mí lọ́kàn gan-an, ó sì yé mi dáadáa ju ìgbà tí mo kàn ka èdè òyìnbó tí wọ́n fi ṣàlàyé ọ̀kọ̀ọ̀kan wọn.
After watching a few tracks in ASL, I started to get a sense of Jehovah’s name in a way that I never had before.	Bí mo ṣe bẹ̀rẹ̀ sí í gbọ́ àlàyé náà lédè mi làwọn nǹkan wá túbọ̀ ṣe kedere sí mi.
The exhibit highlighted aspects of Jehovah’s personality that stirred emotions in me to the point of tears!” The ASL project began in June 2017.	Bí àpẹẹrẹ, mo wá lóye ohun tí orúkọ Jèhófà dúró fún, àṣé mi ò tiẹ̀ fi bẹ́ẹ̀ lóye ẹ̀ tẹ́lẹ̀! Yàtọ̀ síyẹn, ìpàtẹ yẹn jẹ́ kí n túbọ̀ lóye àwọn ànímọ́ Jèhófà, àlàyé yẹn wọ̀ mí lọ́kàn débi pé ṣe ni mo bẹ̀rẹ̀ sí í da omi lójú!” June 2017 niṣẹ́ títúmọ̀ àti ṣíṣètò bẹ̀rẹ̀ lórí ìpàtẹ àwọn nǹkan ìṣẹ̀ǹbáyé ní Èdè Adití ti Amẹ́ríkà.
A total of 23 brothers and sisters, including 6 deaf and 6 hearing publishers who grew up with deaf parents, helped with the translation and production of the museum content into ASL.	Mẹ́tàlélógún (23) làwọn arákùnrin àti arábìnrin tó kópa nínu rẹ̀, adití ni mẹ́fà lára wọn, mẹ́fà míì sì láwọn òbí tó jẹ́ adití. Gbogbo wọn ló lọ́wọ́ nínú iṣẹ́ títúmọ̀ àwọn àlàyé yẹn sí ASL, wọ́n sì tún kópa nínú àwọn fídíò náà.
The translation group filmed over 900 videos, about nine hours of content, to match the museum audio tracks.	Fídíò tí wọ́n ṣe lé ní ọgọ́rùn-ún mẹ́sàn-án (900), wọ́n sì gùn tó nǹkan bíi wákàtí mẹ́sàn-án, kó lè bá àlàyé tá a ti gba ohùn rẹ̀ sílẹ̀ mu.
Recording sessions for the ASL tour information were conducted in three studio locations: the ASL remote translation office in Fort Lauderdale, Florida; the United States branch facilities in Wallkill, New York; and the world headquarters offices in Warwick, New York.	Ilé ìgbohùnsílẹ̀ mẹ́ta tó wà fún èdè adití la ti ṣe iṣẹ́ náà: Ọ́fíìsì àwọn atúmọ̀ Èdè Adití (ASL) ní Fort Lauderdale, ìpínlẹ̀ Florida; èyí tó wà ní ẹ̀ka ọ́fíìsì orílẹ̀-èdè Amẹ́ríkà ní Wallkill, ìpínlẹ̀ New York; àtèyí tó wà ní oríléeṣẹ́ wa ní Warwick, ìpínlẹ̀ New York.
Before releasing the final version of the ASL museum content, deaf brothers and sisters of different ages and backgrounds tested and helped refine the translation and tour experience.	Kó lè dá wa lójú pé kò sí tàbí-ṣùgbọ́n kankan nínú iṣẹ́ náà, a pe àwọn arákùnrin àti arábìnrin mélòó kan tí wọ́n jẹ́ adití, tọ́jọ́ orí wọn sì yàtọ̀ síra pé kí wọ́n bá wa fojú ṣùnnùkùn wò ó. A ṣiṣẹ́ lórí àwọn àkíyèsí wọn kó tó di pé a gbé e jáde níkẹyìn.
Some of the brothers and sisters who assisted with the production of the ASL content for the Warwick museum.	Díẹ̀ rèé lára àwọn arákùnrin àti arábìnrin tó túmọ̀ sí èdè adití nípa àwọn ohun ìṣẹ̀ǹbáyé tá a pàtẹ sí Warwick.
The Museum Department purchased touch-screen devices that can display the ASL tour content in a similar format to the standard audio tour devices used for the Warwick museum exhibitions.	Ẹ̀ka Ìṣẹ̀ǹbáyé ra ẹ̀rọ ìgbàlódé alágbèéká mélòó kan tó lè jẹ́ káwọn tó ń sọ èdè adití (ASL) lóye àwọn nǹkan tí wọ́n ń rí bí wọ́n ṣe ń rìn yíká tí wọ́n sì ń fojú lóúnjẹ. Àlàyé kan náà táwọn tó ti nǹkan bọ etí ń gbọ́ nípa ìpàtẹ Warwick yìí làwọn náà ń wò lórí ẹ̀rọ tí wọ́n mú dání.
The Museum Department also enabled the existing 14 touch screens in the exhibits to accommodate ASL videos.	Yàtọ̀ sáwọn ẹ̀rọ téèyàn lè mú dání, Ẹ̀ka Ìṣẹ̀ǹbáyé tún ṣètò ohun tá a lè pè ní tẹlifíṣọ̀n gàdàgbà mẹ́rìnlá míì tó ń ṣàgbéyọ àwọn ohun ìṣẹ̀ǹbáyé náà, tó sì ń ṣàlàyé wọn lédè ASL.
Mark Sanderson, a member of the Governing Body of Jehovah’s Witnesses, states: “The purpose of the Warwick museum is to encourage and build up the faith of all who visit world headquarters.	Mark Sanderson, tó jẹ́ ọ̀kan lára Ìgbìmọ̀ Olùdarí Àwa Ẹlẹ́rìí Jèhófà sọ pé: “Kí nìdí tá a fi ṣètò ìpàtẹ àwọn ohun ìṣẹ̀ǹbáyé yìí? A fẹ́ kó fún gbogbo àwọn tó ń ṣèbẹ̀wò sí oríléeṣẹ́ wa níṣìírí, kó sì fún ìgbàgbọ́ wọn lókun.
We’re excited to have the museum exhibit content available in 14 languages, including ASL for visiting deaf and hard-of-hearing brothers and sisters and non-Witnesses alike.” To date, over half a million visitors have toured Warwick.	Inú wa dùn pé èdè mẹ́rìnlá (14) ọ̀tọ̀ọ̀tọ̀ la fi ṣàlàyé onírúurú nǹkan tó wà níbi ìpàtẹ yìí, títí kan Èdè Adití ti Amẹ́ríkà (ASL). Torí náà, ó dùn mọ́ wa pé àwọn ará wa tó jẹ́ adití àtàwọn tí kò fi bẹ́ẹ̀ gbọ́rọ̀, títí kan àwọn tí kì í ṣe Ẹlẹ́rìí ló máa jàǹfààní.” Tá a bá ṣírò ẹ̀, ó lè ní ìlàjì mílíọ̀nù èèyàn tó ti wá ṣèbẹ̀wò sí oríléeṣẹ́ wa ní Warwick.
The worldwide brotherhood is invited to come and see firsthand the museum exhibits and learn more about the rich spiritual heritage of Jehovah’s Witnesses.	A ké sí ẹ̀yin ará wa níbi gbogbo láyé pé kẹ́ ẹ wá síbi, kẹ́ ẹ sì fojú ara yín rí àwọn nǹkan tá a pàtẹ síbi ìṣẹ̀ǹbáyé yìí. Ẹ̀gàn ni hẹ̀ẹ̀, á jẹ́ kẹ́ ẹ túbọ̀ mọyì àwọn ohun ribiribi táwa èèyàn Jèhófà ti gbé ṣe àtohun tó ti wáyé nínú ìtàn àwa Ẹlẹ́rìí Jèhófà.
All who do so will be encouraged to continue to “put their confidence in God.”—Psalm 78:7.	Kò sí àní-àní, gbogbo àwọn tó ti wá síbí lo pinnu pé títí láé làwọn á máa “gbẹ́kẹ̀ lé Ọlọ́run.”—Sáàmù 78:7.
Opened since April 3, 2017, the self-guided tours at world headquarters in Warwick, New York, are comprised of three exhibits.	A ṣí i ní April 3, 2017, ìpàtẹ yìí pín sọ́nà mẹ́ta ní oríléeṣẹ́ wa tó wà nílùú Warwick, ní New York. Kò sí pé ẹnì kan ń mú èèyàn kiri ibẹ̀ tàbí kó máa ṣàlàyé fúnni.
“The Bible and the Divine Name” highlights that both God’s Word and his name have been preserved throughout history.	“The Bible and the Divine Name” ṣàlàyé báwọn kan ṣe sapá fún ọ̀pọ̀ ọdún láti tẹ Ọ̀rọ̀ Ọlọ́run àti orúkọ rẹ̀ rì àtohun tí kò jẹ́ kí wọ́n ṣàṣeyọrí.
(Isaiah 40:8) Over 100 rare Biblical scrolls, leaves, manuscripts, and books are showcased.	(Àìsáyà 40:8) Èèyàn á rí àwọn Bíbélì tó ṣọ̀wọ́n, tó lé lọ́gọ́rùn-ún (100) àtàwọn ohun ìṣẹ̀ǹbáyé míì tó jẹ mọ́ Bíbélì.
“A People for Jehovah’s Name” includes a visual history of Jehovah’s Witnesses.	“A People for Jehovah’s Name” ṣe àfihàn ohun táwa Ẹlẹ́rìí Jèhófà gbé ṣe àtohun tó ṣẹlẹ̀ sí wa látọdún yìí wá.
Artifacts and first-person accounts showing how Jehovah has progressively guided his people are featured.	Àwọn ohun ìṣẹ̀ǹbáyé àti ìrírí àwọn tọ́rọ̀ ṣojú wọn jẹ́ ká rí bí Jèhófà ṣe ń darí àwa èèyàn rẹ̀ látọdún yìí wá.
“World Headquarters—Faith in Action” explains the work of the six committees of the Governing Body and how they organize the worldwide activities of Jehovah’s Witnesses.	“World Headquarters—Faith in Action” ṣàlàyé ojúṣe ìgbìmọ̀ mẹ́fẹ̀ẹ̀fà ti Ìgbìmọ̀ Olùdarí àti bí wọ́n ṣe ń bójú tó onírúurú iṣẹ́ táwa Ẹlẹ́rìí Jèhófà ń ṣe kárí ayé.
“Courage to Stand Firm in a Time of Trial” is a special rotational exhibit.	“Courage to Stand Firm in a Time of Trial.” Wọ́n máa ń pààrọ̀ ohun tí wọ́n kó síbi ìpàtẹ yìí látìgbàdégbà.
It covers the time period of 1914 to 1919, and shows how the Bible Students faced tests of their faith, both individually and as an organization.	Ó jẹ́ ká mọ bí nǹkan ṣe rí láàárín ọdún 1914 sí 1919, àdánwò ìgbàgbọ́ táwọn Akẹ́kọ̀ọ́ Bíbélì kojú lẹ́nì kọ̀ọ̀kan àti lápapọ̀.
The interactive experience allows visitors to enjoy rare original photographs, documents, and graphics, as well as audio and video interviews.	Ìpàtẹ yìí ń jẹ́ káwọn tó ṣèbẹ̀wò rí àwọn fọ́tò tá a ti yà látọjọ́ gbọ́nhan, àwọn àkọsílẹ̀, àwòrán àtàwọn ìfọ̀rọ̀wánilẹ́nuwò tá a ti gbà sílẹ̀ tipẹ́tipẹ́. Àwọn tó ṣèbẹ̀wò lè tẹ́tí sí i tàbí kí wọ́n wò ó ní fídíò.
It has been open since October 3, 2018.	October 3, 2018 nibi ìpàtẹ yìí ti di àpéwò.
The exhibit content will eventually be transported and put on display at other branches and a new special exhibition will be opened at Warwick.	A máa fàwọn nǹkan tá a kó síbi ìpàtẹ yìí ránṣẹ́ sáwọn ẹ̀ka ọ́fíìsì wa míì káwọn náà lè pàtẹ wọn, àá wá pàtẹ àwọn nǹkan míì sí Warwick.
	
Dates: May 24-26, 2019	Déètì: May 24 sí 26, 2019
Location: Marlins Park in Miami, Florida, United States	Ibi Tá A Ti Ṣe É: Marlins Park nílùú Miami, ìpínlẹ̀ Florida, Amẹ́ríkà
Program Language: Spanish	Èdè: Sípáníìṣì
Peak Attendance: 28,562	Àwọn Tó Wá: 28,562
Total Number Baptized: 230	Àwọn Tó Ṣèrìbọmi: 230
Number of International Delegates: 4,600	Àwọn Tó Wá Láti Ìlẹ̀ Òkèèrè: 4,600
