English,Yoruba
"The second wave was the mutated, super-killer wave.","Ìjì kejì yípadà, ìjì aṣekúpani-ńlá."
And in the first wave we had enough healthcare workers.,Ní ìjì àkọ́kọ́ a ní àwọn oṣìṣẹ́ ìlera tí ó tó.
But by the time the second wave hit it took such a toll among the healthcare workers that we lost most of our doctors and nurses that were on the front lines.,Ṣùgbọ́n nígbà tí ìjì kejì fi jà ó mú púpọ̀ lára àwọn òṣìṣẹ́ ìlera lọ tí a pàdánù àwọn òníṣégùn-òyìnbó àti àwọn olùtọ́-ilé-ìwòsàn wa tí wọ́n léwájú náà.
"Overall we lost 700,000 people.",Lápapọ̀ a pàdánù ẹgbẹ̀rún-lọ́nà 700 àwọn ènìyàn.
The virus was 100 percent lethal to pregnant women and we don't actually know why.,Kòkòrò náà fi ìdá 100 ṣekúpa àwọn obìnrin aláboyún a ò sì mọ ìdí rẹ̀.
Most of the death toll was 15 to 40 year-olds -- robustly healthy young adults.,Ọ̀pọ̀lọpọ̀ àkọsílẹ̀ ikú jẹ́ eni ọdún 15 sí 40 ọdún -- àwọn ọ̀dọ́ tí ìlera wọ́n péye.
It was likened to the plague.,Wọ́n fi-wé àjàkálẹ̀ àrùn náà.
We don't actually know how many people died.,A ò mọ iye ènìyàn t’ó kú pàtó.
The low-ball estimate is 35 million.,Ìdíyelé náà tí ò ṣe é gbójúlé jẹ́ àádọ́ta-ọ̀kẹ́ 35.
This was based on European and North American data.,Èyí wá láti ara ìwífúni-alálàyé ti ilẹ̀ Europe àti North America.
"A new study by Chris Murray at Harvard shows that if you look at the databases that were kept by the Brits in India, there was a 31-fold greater death rate among the Indians.","Ìwádìí tuntun tí Chris Murray ṣe ní Havard fi hàn pé tí ẹ bá wo àká-ìwífúni-alálàyé tí àwọn Brits ní orílẹ̀-ède India tọ́jú, ìlọ́po 31 òdiwọ̀n ikú láàárín àwọn ọmọ orílẹ̀-ède India ló wà."
So there is a strong belief that in places of poverty the death toll was far higher.,Ìgbàgbọ́ tó lágbára wà wí pé ní àwọn agbegbè oloṣì àkọsílẹ̀ ikú tún pọ̀ púpọ̀.
And that a more likely toll is somewhere in the neighborhood of 80 to 100 million people before we had commercial air travel.,Àti wi pé ọ̀pọ̀lọpọ̀ àkọsílẹ̀ tó ṣe é ṣe wà láàárín àdúgbó àádọ́ta-ọ̀kẹ́ 80 sí àádọ́ta-ọ̀kẹ́ 100 ènìyàn k’á tó ní ètò ìrìnàjò ọkọ̀-òfuurufú tí í ṣe ti òwò.
So are we ready?,Ṣé a ti ṣetán?
"As a nation, no we're not.","Gẹ́gẹ́ bí orílẹ̀-èdè, a ò ṣe tán."
"And I think even those in the leadership would say that is the case, that we still have a long ways to go.","Mo sì rò ó wí pé àwọn tó wà nípò aṣíwájú máa sọ wí pé bó ṣe rí nìyẹn, pé ọ̀na wá ṣì jìn."
So what does that mean for you?,Kíni ìyẹn túmọ̀ sí fun yín?
"Well the first thing is, I wouldn't start building up personal stockpiles of anything -- for yourself, your family, or your employees -- unless you've really done your homework.","Nǹkan àkọ́kọ́ ni wí pé, mi ò ní bẹ́rẹ̀ síní ṣe ìkójọ àdáni ohunkóhun – tìkaraàrẹ, ẹbíi rẹ, tàbí àwọn òṣìṣẹ́ ‘ẹ-- àyàfi tí ẹ bá ti ṣe iṣẹ́ àṣetiléwáa yín."
"What mask works, what mask doesn't work.","Ìbòmú wo ló ń ṣiṣẹ́, ìbòmú wo ni ò ṣiṣẹ́."
How many masks do you need?,Ìbòmú mélòó la nílò?
The Institute of Medicine study felt that you could not recycle masks.,ìwádìí ilé-ẹ̀kọ́ ìmò-ìṣègùn rò ó wí pé ẹ ò lè ṣe àtúnṣe ìbòmú.
"Well if you think it's going to last 18 months, are you going to buy 18 months worth of masks for every single person in your family?","Bí ẹ bá rò wí pé yóò tó oṣù 18, ṣé ẹ ó ra ìbòmú tí yóò tó oṣù 18 fún ẹnìyàn kọ̀ọ̀kan ninú ẹbíi yín ni?"
"We don't know -- again with Tamiflu, the number one side effect of Tamiflu is flu-like symptoms.","A ò mọ̀ -- pẹ̀lu Tamiflu lẹ́ẹ̀kan síi, àyọrísí mìíràn àkọ́kọ́ tí Tamiflu ní ni àmì àìsàn afarajọ-àrùn-ọlọ́jẹ̀-ọ̀nà-èèmì."
So then how can you tell who in your family has the flu if everybody is taking Tamiflu?,Báwo lẹ ṣe lè mọ ènìyàn náà nínú ẹbíi yín t’ó ní àrùn-ọlọ́jẹ̀-ọ̀nà-èémí tí gbogbo wọn bá ń lo Tamiflu?
"If you expand that out to think of a whole community, or all your employees in your company, you begin to realize how limited the Tamiflu option might be.","Bí ẹ bá fẹjú ìyẹn síta láti ronú nípa gbogbo àwùjọ, tàbí gbogbo àwọn òṣìṣẹ́ ní ilé-iṣẹ́ yín, ẹ ó bẹ́rẹ̀ síní mọ gbèdéke bí ẹ̀yan Tamiflu ṣe lè rí."
"Everybody has come up to me and said, well I'll stockpile water or, I'll stockpile food, or what have you.","Gbogbo ènìyàn ti wá bá mi tí wọ́n sì sọ wí pé, a máa ṣe ìkópamọ́ omi tàbí, màá ṣe ìkópamọ́ oúnjẹ, tàbí nǹkan mìíràn."
But really?,Ṣùgbọ́n ṣé lóòótọ́?
Do you really have a place to stockpile 18 months worth of food?,Ǹjẹ́ ẹ ní àyè láti ṣe ìkópamọ́ọ oúnjẹ fún oṣù méjì-dín-lógún?
Twenty-four months worth of food?,Oúnjẹ tó tó oṣù mẹ́rìn-dín-lógún?
"Do you want to view the pandemic threat the way back in the 1950s people viewed the civil defense issue, and build your own little bomb shelter for pandemic flu?","Ṣé ẹ fẹ́ fojú wo ewu àjàkálẹ̀ àrùn bí àwọn ènìyàn ní àsìko 1950 ṣe fojú wo ọ̀rọ ààbo ara-ẹni, kí ẹ sì kọ́ ibòji àdo-olóró kékeré fún àjàkálẹ̀ àrùn-ọlọ́jẹ̀-ọ̀nà-èèmì?"
I don't think that's rational.,Mi ò rò wí pé ìyẹ́n bá ìrònú mu.
"I think it's about having to be prepared as communities, not as individuals -- being prepared as nation, being prepared as state, being prepared as town.","Mo rò wí pé ó níṣe pẹ̀lú ìgbaradì gẹ́gẹ́ bí àwùjọ, kìí ṣe gẹ́gẹ́ bí ènìyàn -- wíwà nígbaradì gẹ́gẹ́ bí orílẹ̀-èdè, wíwà nígbaradì gẹ́gẹ́ bí ìpínlẹ̀, wíwà nígbaradì gẹ́gẹ́ bí agbègbè."
And right now most of the preparedness is deeply flawed.,Lọ́wọ́lọ́wọ́ báyìí ọ̀pọ̀lọpọ̀ ìgbaradì l’ó ní akùdé t’ó fẹjú.
"And I hope I've convinced you of that, which means that the real job is go out and say to your local leaders, and your national leaders, ""Why haven't you solved these problems?","Mo sì lérò wí pé mo ti yíi yín lọ́kàn padà, tó túmọ̀ sí wí pé ojú iṣẹ́ gangan ni kí ẹ jáde kí ẹ sì sọ fún àwọn adarí ìbílẹ̀ yín, àti àwọn adarí àpapọ̀ yín, “kí ló dé tí ẹ ò ṣe tíì yanjú àwọn ìṣòro wọ̀nyí?"
Why are you still thinking that the lessons of Katrina do not apply to flu?,Kí ló dé tí ẹ ṣì ń ronú pé àwọn ẹ̀kọ́ nípa Katrina ò wúlò fún àrùn-ọlọ́jẹ̀-ọ̀nà-èémí?
""" And put the pressure where the pressure needs to be put.",“ kí ẹ sì gbé agbára lé ibi tó yẹ kí ẹ gbé agbára lé.
"But I guess the other thing to add is, if you do have employees, and you do have a company, I think you have certain responsibilities to demonstrate that you are thinking ahead for them, and you are trying to plan.","Ṣùgbọ́n mo rò wí pé nǹkan mìíràn tó yẹ ká fi kún-un ni pé, tí ẹ bá ní àwọn òṣìṣẹ́ lóòótọ́, tí ẹ sì ní ilé-iṣẹ́ lóòótọ́, mo rò wí pé ẹ ní àwọn ojúṣe kọ̀ọ̀kan láti ṣàfihàn wí pé ẹ̀ ń ronú síwájú fún wọn, ẹ sì ń gbìyànjú láti ṣètò."
At a minimum the British banking plan showed that telecommuting can be helpful.,Ní akérépin èto ìfowópamọ́ Britain fi hàn pé ìbáraeni-sọ̀rọ̀ lè ṣe ìrànlọ́wọ́.
"It probably does reduce exposure because people are not coming into the office and coughing on each other, or touching common objects and sharing things via their hands.","Ó lè ṣe àdínkù àgbéjáde nítorí àwọn ènìyàn ò wọnu ibi-iṣẹ́ kí wọ́n máa wúkọ́ síra wọn lára, tàbí fọwọ́ kan nǹkan àjọni àti pínpín-in nípasẹ ọwọ́ wọn."
But can you sustain your company that way?,Ṣùgbọ́n ṣe ẹ lè ṣe ìtẹ̀síwájú ilé-iṣẹ́ yín báyẹn?
"Well if you have a dot-com, maybe you can.","Tí ẹ bá ní ẹ̀rọ-ayélukára, bóyá ẹ lè ṣe bẹ́ẹ̀."
Otherwise you're in trouble.,Yàtọ̀ sí ìyẹn ẹ ti wọ wàhálà.
Happy to take your questions.,Imú mi dùn láti gba ìbéére yín.
Audience member: What factors determine the duration of a pandemic?,Ọ̀kan lára ònwòran: Àwọn nǹkan wo ló lè sọ iye àkókò àjàkálẹ̀ àrùn kan?
"Laurie Garret: What factors determine the duration of a pandemic, we don't really know.","Laurie Garret: àwọn nǹkan wo ló lè sọ iye àkókò àjàkálẹ̀ àrùn kan, a ò fi bẹ́ẹ̀ mọ̀."
"I could give you a bunch of flip, this, that, and the other.","Mo lè fun yín ní àkójọpọ̀ ìṣí, èyí, ìyẹn, àti òmíràn."
But I would say that honestly we don't know.,Ṣùgbọ́n màá sọ wí pé lódodo a ò mọ̀.
"Clearly the bottom line is the virus eventually attenuates, and ceases to be a lethal virus to humanity, and finds other hosts.","Kókó ibẹ̀ ni wí pé kòkòrò náà máa ń ní àdínkù okun, ó sì máa ń dẹ́kun láti di kòkòrò aṣekúpani fún ènìyàn, ó sì máa ń wá agbàrùn mìíràn."
But we don't really know how and why that happens.,Ṣùgbọ́n a ò fi bẹ́ẹ̀ mọ bó ṣe ń ṣẹlẹ̀ àti ìdí tó fi ń ṣẹlẹ̀.
It's a very complicated ecology.,Ẹ̀kọ́ nípa àjọṣepọ̀ láàárín ènìyàn àti àwùjọ tó jẹ́ àmúdijú ni.
Audience member: What kind of triggers are you looking for?,Ọ̀kan lára ònwòran: irú aṣokùnfà wo lẹ̀ ń wá?
You know way more than any of us.,Ẹ nímọ̀ ju ẹnìkan kan wa lọ.
"To say ahh, if this happens then we are going to have a pandemic?","Láti sọ pé ahh, tí èyí bá ṣẹlẹ̀ a máa ní àjàkálẹ̀ àrùn?"
LG: The moment that you see any evidence of serious human-to-human to transmission.,LG: ìgbà tí ẹ bá ti ń rí èri àkóràn ènìyàn sí ènìyàn tó lágbára.
"Not just intimately between family members who took care of an ailing sister or brother, but a community infected -- spread within a school, spread within a dormitory, something of that nature.","Kìí ṣe tímọ́tímọ́ láàárín mọ̀lẹ́bí tí wọ́n ń ṣe ìtọ́jú àbúrò lóbìnrin tàbí àbúrò lọ́kùnrin tó ń ṣàìsàn nìkan, ṣùgbọ́n àkóràn láàárín àwùjọ -- ìfọ́nká láàárín ilé-ẹ̀kọ́, àkóràn láàárín ọ̀dẹ̀dẹ̀, irú nǹkan báyẹn."
"Then I think that there is universal agreement now, at WHO all the way down: Send out the alert.","Mo sì rònú wí pé àdéhùn àgbáyé ti wà báyìí, ní WHO títí dé ìsàlẹ̀: ẹ fi ìfitóni ránṣẹ́ síta."
Audience member: Some research has indicated that statins can be helpful.,Ọ̀kan lára òǹwòran: àwọn ìwádìí kan ti fi hàn pé àwọn òògùn ọ̀rá inú ẹ̀jẹ̀ ń lè ṣe ìrànlọ́wọ́.
Can you talk about that?,Ǹjẹ́ ẹ lè sọ̀rọ̀ nípa ìyẹ̀n?
LG: Yeah.,LG: bẹ́ẹ̀ni.
There is some evidence that taking Lipitor and other common statins for cholesterol control may decrease your vulnerability to influenza.,Àwọn èrí kan wà pé Lipitor àti àwọn òògùn ọ̀rá inú ẹ̀jẹ̀ tókù lè ṣe àdínkù ìkángun-séwu àrùn-ọlọ́jẹ̀-òpónà-èèmì.
But we do not completely understand why.,Ṣùgbọ́n a ò mọ ìdi rẹ̀ rárá.
The mechanism isn't clear.,Ètò náà ò hàn kedere.
And I don't know that there is any way responsibly for someone to start medicating their children with their personal supply of Lipitor or something of that nature.,Mi ò sì mọ̀ wí pé ọ̀nà kankan wà tó tọ́ fún ènìyàn láti bẹ̀rẹ̀ síní fún àwọn ọmọ wọn lógùn pẹ̀lú Lipitor àdáni tàbí nǹkan tó jọ bẹ́ẹ̀.
We have absolutely no idea what that would do.,A ò nímọ̀ Kankan nípa nǹkan tí ìyẹ́n máa ṣe.
"You might be causing some very dangerous outcomes in your children, doing such a thing.","Ẹ lè máa fa àbájáde abéwudé sí ọmọ yín lára, pẹ̀lú ṣíṣe nǹkan bẹ́ẹ̀."
"Audience member: How far along are we in being able to determine whether someone is actually carrying, whether somebody has this before the symptoms are full-blown?","Ọ̀kan lára òǹwòran: báwo la ṣe súmọ́ mímọ̀ bóyá ẹnìkan ń gbé e kiri, bóyá ẹnìkan ní èyí kí àwọn àmì àìsàn náà tó fojú-hàn."
LG: Right.,LG: ó dáa.
So I have for a long time said that what we really needed was a rapid diagnostic.,Mo ti sọ nígbà pípẹ́ pé nǹkan tí a nílò ni ìdámọ̀ àìsàn kánkán.
And our Centers for Disease Control has labeled a test they developed a rapid diagnostic.,Àwọn àyè fún ìdènà àrùn wa ti sàmì sí àyèwò kan tí wọ́n ṣe ìdámọ̀ àìsàn kánkán.
"It takes 24 hours in a very highly developed laboratory, in highly skilled hands.","Ó máa ń gbà tó wákátì mẹ́rìn-lé-lógún ní àyè fún ìmọ̀-ìjìnlẹ̀ tó ti dàgbàsókè gan-an, ní ọwọ́ àwọn tí wọ́n mọ̀ọ́ ṣe gan-an."
I'm thinking dipstick.,Mò ń ronú jinlẹ̀.
You could do it to your own kid.,Ẹ lè ṣe é fún àwọn ọmọ yín.
It changes color.,Ó máa ń pa àwọ̀ dà.
It tells you if you have H5N1.,Ó máa sọ fún yín bóyá ẹ ní H5N1.
"In terms of where we are in science with DNA identification capacities and so on, it's not that far off.","Nípa ibi tí a wà nínú ìmọ̀-ìjìnlẹ̀ pẹ̀lu ìkápáa ìdánimọ̀ DNA àti bẹ́ẹ̀bẹ́ẹ̀ lọ, a ò jìnà púpọ̀."
But we're not there.,Ṣùgbọ́n a ò tíì débẹ̀.
And there hasn't been the kind of investment to get us there.,Kò sì tíì sí irú ìdókòwò tó lè gbé wa débẹ̀.
Audience member: In the 1918 flu I understand that they theorized that there was some attenuation of the virus when it made the leap into humans.,Ọ̀kan lára ònwòran: Ní afàáfẹ̀ ọdún 1918 ó yémi wí pé wọ́n pèse tíọ́rì pé àwọn àdínkù okun kòkòrò náà ṣẹlẹ̀ nígbà tó fò wọnú ènìyàn.
"Is that likely, do you think, here?","Ṣé ìyẹn ṣe é ṣe, ṣé ẹ rò bẹ́ẹ̀, níbí?"
I mean 100 percent death rate is pretty severe.,Mò ń sọ nípa pé ìda ogọ́rùn àpapọ̀ ikú pọ̀ púpọ̀.
LG: Um yeah.,LG: Um bẹ́ẹ̀ni.
So we don't actually know what the lethality was of the 1918 strain to wild birds before it jumped from birds to humans.,A ò mọ̀ bí ìṣekúpani kòkòro odún 1918 ṣe tó sí àwọn ẹyẹ igbó kó tó fò látara ẹyẹ sí ènìyàn.
It's curious that there is no evidence of mass die-offs of chickens or household birds across America before the human pandemic happened.,Ó ṣàjòjì pé kò sí ẹ̀rí ìkú lọ́pọ̀ nípa àwọn adìyẹ tàbí àwọn ẹyẹ inú-ilé káàkiri ilẹ̀ America kí àjàkálẹ̀ àrùn náà tó ṣẹlẹ̀ sí ènìyàn.
That may be because those events were occurring on the other side of the world where nobody was paying attention.,Ìyẹn lè jẹ́ nítorí àwọn ìṣẹ̀lẹ̀ yẹn ń ṣẹlẹ̀ ní òdì kejì àgbáyé níbi tí ẹnìkankan ò ti fọkàn si.
But the virus clearly went through one round around the world in a mild enough form that the British army in World War I actually certified that it was not a threat and would not affect the outcome of the war.,Ṣùgbọ́n kòkòrò náà ní kedere lọ lẹ́ẹ̀kan káàkiri àgbáyé ní ẹ̀dà tó le tí àwọnn ọmọ-ogun Britain nínú ogun àgbáyé àkọ́kọ́ fi ọwọ́ rẹ̀ sọ̀yà pé kìí ṣe ewu kò sì ní ṣe ìdíwọ́ fú àbájáde ogun.
And after circulating around the world came back in a form that was tremendously lethal.,Nígbà tó sì lọ yípo àgbáyé ó padà wá ní ẹ̀da aṣekúpani tó le.
What percentage of infected people were killed by it?,Kíni ìdá àwọn ènìyàn tó kó o tí ó páwọ́n?
Again we don't really know for sure.,Lẹ́ẹ̀kan sí i a ò mọ̀ lóòótọ́.
"It's clear that if you were malnourished to begin with, you had a weakened immune system, you lived in poverty in India or Africa, your likelihood of dying was far greater.","Ó fojú hàn pé tí ẹ bá lókun fún ìbẹ̀ẹ̀rẹ̀, ẹ ní ètò àjẹsára tó lẹ, ẹ ń gbé nínú ìṣẹ́ ní orílẹ̀-ède India tàbí ilẹ̀ Adúláwọ̀, ìṣe é ṣe yín láti kú pọ̀ gidi gan-an."
But we don't really know.,Ṣùgbọ́n a ò fi bẹ́ẹ̀ mọ̀.
"Audience member: One of the things I've heard is that the real death cause when you get a flu is the associated pneumonia, and that a pneumonia vaccine may offer you 50 percent better chance of survival.","Ọ̀kan lára òmwòran: ọ̀kan lára àwọn nǹkan tí mo ti gbọ́ ni wí pé okùnfa ikú gangan nígbà tí ènìyán bá ní àrùn-ọlọ́jẹ̀-ọ̀nà-èémí ni òtútù àyà tó rọ̀ mọ, àti wí pé òògùn àjẹsára òtútù-ẹ̀gbẹ́ lè fún yín ní ìdá àádọ́ta àǹfààní àrùlà."
"LG: For a long time, researchers in emerging diseases were kind of dismissive of the pandemic flu threat on the grounds that back in 1918 they didn't have antibiotics.","LG: fún ìgbà pípẹ́, àwọn oníṣẹ́ ìwádìí nínú àrùn tuntun ò kọbiara sí ewu àjàkálẹ̀ àrùn-ọlọ́jẹ̀-òpónà-èèmì pẹ̀lú àwíjàre wí pé ní odún 1918 wọn ò ní òògùn apa kòkòrò àìfojúrí."
"And that most people who die of regular flu -- which in regular flu years is about 360,000 people worldwide, most of them senior citizens -- and they die not of the flu but because the flu gives an assault to their immune system.","Àti wí pé ọ̀pọ̀lọpọ̀ àwọn ènìyàn tí wọn kú ikú àrùn-ọlọ́jẹ̀-ọ̀nà-èémí ojoojúmọ́ -- tó ṣe wí pé ní ọdún afàáfẹ̀ ojoojúmọ́ bíi ẹgbẹ̀rún lọ́nà ọ̀tà-lé-lọ́ọ̀dúnrún ènìyàn káàkiri àgbánlá-ayé, ọ̀pọ̀lọpọ̀ àwọn àgbàlagbà -- wọ́n sì kú kìí ṣe nítorí afàáfẹ̀ ṣùgbọ́n nítorí àrùn-ọlọ́jẹ̀-ọ̀nà-èémí náà ti fa ewu sí ètò àjẹsára àìfaragbàìsàn-láàyè wọn ní."
"And along comes pneumococcus or another bacteria, streptococcus and boom, they get a bacterial pneumonia.","Pẹ̀lú rẹ ni òtútù-ẹ̀gbẹ́ tàbí kòkòrò-àìfojúrí mìíràn, kòkòro amúnkandobu, ó fọ́n ká, wọ́n ti ní kòkòrò-àìfojúrí òtútù-ẹ̀gbẹ́."
But it turns out that in 1918 that was not the case at all.,Ṣùgbọ́n ó ṣẹlẹ̀ wí pé ní ọdún 1918 bí ọ̀rọ́ ṣe rí kọ́ nìyẹn rárá.
"And so far in the H5N1 cases in people, similarly bacterial infection has not been an issue at all.","Di àsìkò yìí ní ti ọ̀rọ H5N1 nínú ènìyàn, irú àkóràn kòkòrò-àìfojúrí bẹ́ẹ̀ kò ní wàhálà rárá."
It's this absolutely phenomenal disruption of the immune system that is the key to why people die of this virus.,Nǹkan aṣèdíwọ́ fún ètò àjẹsára àìfaragbàìsàn-láàyè tó yátọ̀ pátápátá yìí ni kọ́kọ́rọ́ sí ìdí tí àwọn ènìyan fi ń kú látara kòkòrò yìí.
And I would just add we saw the same thing with SARS.,Mo sì ma ṣe àfikún pé a rí nǹkan kan náà pẹ̀lu SARS.
"So what's going on here is your body says, your immune system sends out all its sentinels and says, ""I don't know what the heck this is.","Nǹkan tó ń ṣẹlẹ̀ níbí ni wí pé ara yín ń sọ wí pé, kí ètò àjẹsára àìfaragbàìsàn-láàyè yín ń rán gbogbo aṣàfihàn àrùn rẹ̀ kó sì sọ wí pé, “mi ò mọ ohun tí èyí jẹ́."
We've never seen anything even remotely like this before.,A ò tíì rí nǹkankan kódà díẹ̀ tó dàbí èyí rí tẹ́lẹ̀.
""" It won't do any good to bring in the sharpshooters because those antibodies aren't here.",Kò ní ṣe àǹfààní kankan láti mú àwọn atamátàsé wọlé nítorí àwọn agbógunti-àrùn ara yẹn ò sí níbí.
And it won't do any good to bring in the tanks and the artillery because those T-cells don't recognize it either.,Kò sì ní ṣe àǹfààní kankan láti mú àwọn ọkọ̀-ìjagun àti ìbọn ńlá wọlé nítorí àwọn pádi-T ò da mọ̀ pẹ̀lú.
"So we're going to have to go all-out thermonuclear response, stimulate the total cytokine cascade.","A máa nílò láti jáde tán pẹ̀lú ìdáhùn àgọ́ gbígbóná, ìgún ní kẹ́sẹ́ gbogbo àtòpọ amú-ìlera ara-ṣedéédé."
The whole immune system swarms into the lungs.,Gbogbo ètò àjẹsára àìfaragbàìsàn-láàyè ti lúwẹ̀ wọnú ẹ̀dọ̀fóóró.
"And yes they die, drowning in their own fluids, of pneumonia.","Bẹ́ẹ̀ ni wọ́n kú, wọ́n rì sínú oje ara wọn, ti òtútù-ẹ̀gbẹ́."
But it's not bacterial pneumonia.,Ṣùgbọ́n kì í ṣe kòkòrò-àìfojúrí òtútù-ẹ̀gbẹ́.
And it's not a pneumonia that would respond to a vaccine.,Kì í ṣe òtútù-ẹ̀gbẹ́ ni yóò dáhùn sí òògùn ìbupá.
And I think my time is up.,Mo rò wí pé àkókò mí ti tó.
I thank you all for your attention.,Mo dúpẹ́ lọ́wọ gbogbo yín fún àkíyèsí yín.
Refugees have the right to be protected,Àwọn ogúnléndé ni ẹ̀tọ́ sí ìdáààbòbò.
"Bruno Giussani: Commissioner, thank you for coming to TED.","Bruno Giusani: kọmíṣọ́nà, ẹ ṣeun ti ẹ wá sí TED."
António Guterres: Pleasure.,António Guterres: ìdùnnú mi ni.
BG: Let's start with a figure.,BG: ẹ jẹ́ ká bẹ́rẹ̀ pẹ̀lú ònkà.
"During 2015, almost one million refugees and migrants arrived in Europe from many different countries, of course, from Syria and Iraq, but also from Afghanistan and Bangladesh and Eritrea and elsewhere.","Lásìkò ọdún 2015, ó fẹ́rẹ̀ẹ́ tó àádọ́ta-ọ̀kẹ́ kan àwọn atìpó àti àwọn aṣíkiri tí wọ́n dé sílẹ̀ Europe láti orílẹ̀-èdè lóríṣìiríṣi, bẹ́ẹ̀ ni, láti Syria àti Iraq, ṣùgbọ́n bákan náà láti Afghanistan àti Bangladesh àti Eritrea àti ibòmíràn."
And there have been reactions of two different kinds: welcoming parties and border fences.,Irúfẹ́ àwọn èsì méjì ọ̀tọ̀ọ̀tọ̀ ló ti wà: àwọn tí wọ́n ń gba àlejò wọlé àti àwọn ògiri ẹnubodè.
But I want to look at it a little bit from the short-term and the long-term perspective.,Ṣùgbọ́n mo fẹ́ wò ó díè pẹ̀lú ojú-ìwòye ìgbà-díẹ̀ àti ìgbà-pípẹ́.
And the first question is very simple: Why has the movement of refugees spiked so fast in the last six months?,Ìbéèrè àkọ́kọ́ sì rọrùn gidi gan-an: kílódé tí ìrìnàjò àwọn atìpó ṣe lékún síi láti bí oṣù mẹ́fà sẹ́yìn?
"AG: Well, I think, basically, what triggered this huge increase was the Syrian refugee group.","AG: Ó dáa, mo rò ó, ní pàtàkì jùlọ, pé nǹkan tó ṣokùnfa àfikún ńlá yìí ni ẹgbẹ́ àwọn atìpó orílẹ̀-ède Syria."
"There has been an increased movement into Europe from Africa, from Asia, but slowly growing, and all of a sudden we had this massive increase in the first months of this year.","Àlékún ti wà nínú ìr̀nàjò lọ sílẹ̀ Europe láti ilẹ̀ Adúláwọ̀, láti Asia, ṣùgbọ́n tó ń dàgbà díẹ̀díẹ̀, lójijì a ní àfikún tó pọ̀ ní oṣù àkọ́kọ́ ọdún yìí."
"I think there are three reasons, two long-term ones and the trigger.","Okùnfà mẹ́ta ni mo rò wí pé ó fà á, àwọn tìgbà-pípẹ́ méjì àti okùnfa ẹ̀."
"The long-term ones, in relation to Syrians, is that hope is less and less clear for people.","Àwọn tìgbà-pípẹ́, ní ìbátan pẹ̀lú àwọn ọmọ ilẹ̀ Syria, ni wí pé ìrètí kéré kò sì hànde púpọ̀ fún àwọn ènìyàn."
"I mean, they look at their own country and they don't see much hope to go back home, because there is no political solution, so there is no light at the end of the tunnel.","Mò ń sọ nípa pé, wọ́n ń wo orílẹ̀-ède wọn wọn ò sì rí ìrètí púpọ̀ láti padà sílé, nítorí kò sí ọ̀nà-àbáyọ òṣèlú, torí náà kò sí ìmọ́lẹ̀ lẹ́yìn òkùnkùn."
"Second, the living conditions of the Syrians in the neighboring countries have been deteriorating.","Ẹlẹ́ẹ̀kejì, ìgbésí ayé àwọn ọmọ orílẹ̀-ède Syria tí wọ́n wà ní àwọn orílẹ̀-èdè tó súmọ́ ti ń polúkú-muṣu."
"We just had research with the World Bank, and 87 percent of the Syrians in Jordan and 93 percent of the Syrians in Lebanon live below the national poverty lines.","A ṣè ṣe ìwádìí pẹ̀lu Ilé-ìfowópamọ́ Àgbáyé ni, ìdá mẹ́tà-dín-láàdọ́rùn àwọn ọmọ orílẹ̀-ède Syria ní Jordan àti ìdá mẹ́tà-lé-láàdọ́rùn àwọn ọmọ orílẹ̀-ède Syria ní Lebanon ni wọ́n ń gbé lábẹ́ ilà òṣì àpapọ̀."
"Only half of the children go to school, which means that people are living very badly.","Ìdajì nínú àwọn ọmọ ni wọ́n ń lọ ilé-ẹ̀kọ́, tó túmọ̀ sí wí pé àwọn ènìyàn ń gbé ìgbeayé tí ò da."
"Not only are they refugees, out of home, not only have they suffered what they have suffered, but they are living in very, very dramatic conditions.","Kìí ṣe wí pé wọ́n jẹ́ atìpó nìkan, tí wọn ò nílé, kìí ṣe wí pé wọ́n ti jìyà tí wọ́n jẹ nìkan, ṣùgbọ́n wọ́n ń gbé ní ipò tó bani nínú jẹ́."
"And then the trigger was when all of a sudden, international aid decreased.","Okùnfà náà ni ìgbà tó jẹ́ wí pé lójijì, ìrànwọ́ látókèrè dínkù."
"The World Food Programme was forced, for lack of resources, to cut by 30 percent food support to the Syrian refugees.","Wọ́n pọn-ọ́n ní dandan fún Èto Oúnjẹ Àgbáyé, fún àìsí ohun-èlò, láti gé ìdá ọgbọ̀n ìrànwọ́ oúnjẹ fún àwọn atìpó ọmọ orílẹ̀-ède Syria."
"They're not allowed to work, so they are totally dependent on international support, and they felt, ""The world is abandoning us.","Wọn ò gbà wọ́n lááyè láti ṣiṣẹ́, nítorí náà wọn gbáralé ìrànwọ́ láti ilẹ̀-òkèèrè pátápátá, wọ́n dè ń rò ó wí pé, “gbogbo ayé ti ń pawá tì."
""" And that, in my opinion, was the trigger.","Ìyẹn, ní èróngbà tèmi, ni okùnfa rẹ̀."
"All of a sudden, there was a rush, and people started to move in large numbers and, to be absolutely honest, if I had been in the same situation and I would have been brave enough to do it, I think I would have done the same.","Lójijì, ìrọ́gìrí wà, àwọn ènìyán dẹ̀ bẹ̀rẹ̀ síní gbéra níye wọn àti, kí sọ òdodo, tí mo bá wà ní irú ipò bẹ́ẹ̀ tí mo sì ní ìgboyà láti ṣe é, mo rò wí pé èmi náà ì bá ṣe bẹ́ẹ̀."
